collector_ID,collector_gender,collector_age,collector_age_class,collector_location,collector_province,collector_island,collector_monthly_income,collector_occupation,collector_marital_status,collector_ses,collector_education_level,collector_vehicle,collector_style,collector_workplace,negotiation_skills,proficient_technology_use,flexible_work,communication_channel,responsive_rate,collector_personality,communication_time,working_time,working_time_range,debtor_feedback,year_experience,experience_level,success_rate,handled_case_category,handled_case_count,negotiation_result,debtor_behavior,demography_class
J2633,Perempuan,35,Muda,"Jalan Merdeka, RT 12/RW 17, Nusa Tenggara Timur, Kode Pos: 14034",Nusa Tenggara Timur,Bali,7441916,Pengusaha,Menikah,C,S1,Motor,Tegas,Meja,Cukup Baik,i,Kurang Fleksibel,SMS,61.27374741413547,Tegas,2023-10-24 00:44:58,Pagi-Sore,08:00-16:00,Baik,33,Sangat Berpengalaman,66,Kredit Kendaraan,662,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
R0284,Laki-laki,44,Muda,"Gg. Yos Sudarso, RT 24/RW 1, Kalimantan Selatan, Kode Pos: 89592",Kalimantan Selatan,Kalimantan,14680152,Pengusaha,Cerai Hidup,A,S2,Mobil,Tegas,Lapangan,Baik,i,Fleksibel,SMS,80.68358808181334,Tegas,2023-12-01 16:04:31,Pagi-Sore,08:00-16:00,Buruk,27,Sangat Berpengalaman,64,Kredit Kendaraan,540,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
a9654,Perempuan,63,Tua,"Jalan Jayawijaya, RT 20/RW 10, Papua, Kode Pos: 34285",Papua,Papua,8504433,Professional,Cerai Mati,B,S2,Motor,Bijaksana,Meja,Buruk,a,Fleksibel,Telepon,96.38452718926871,Bijaksana,2023-10-08 18:20:13,Siang-Malam,12:00-20:00,Cukup,17,Cukup Berpengalaman,44,Pinjaman Bisnis,338,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
x2355,Laki-laki,49,Muda,"Jl. Pelajar Pejuang, RT 13/RW 4, Sulawesi Tenggara, Kode Pos: 95026",Sulawesi Tenggara,Sulawesi,11188080,Professional,Menikah,A,S1,Mobil,Bijaksana,Lapangan,Baik,B,Tidak Fleksibel,Telepon,46.75541369631182,Bijaksana,2023-05-25 05:42:57,Siang-Malam,12:00-20:00,Baik,34,Sangat Berpengalaman,78,Pinjaman Bisnis,679,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
K0081,Laki-laki,39,Dewasa,"Gg. Suryakencana, RT 25/RW 6, Kepulauan Bangka Belitung, Kode Pos: 16950",Bangka Belitung,Sumatera,9678114,Pegawai Swasta,Cerai Hidup,B,D3,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Fleksibel,SMS,99.48732020652798,Kasar,2023-09-04 16:07:21,Malam-Pagi,20:00-08:00,Baik,4,Pemula,8,Pinjaman Bisnis,79,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
f9902,Laki-laki,43,Muda,"Gang Laswi, RT 7/RW 4, Sumatera Barat, Kode Pos: 35123",Sumatera Barat,Sumatera,4797875,Pegawai Negeri,Cerai Mati,D,D3,Motor,Kasar,Meja,Baik,Baik,Fleksibel,SMS,92.25271522893779,Kasar,2023-12-02 19:26:53,Siang-Malam,12:00-20:00,Cukup,31,Sangat Berpengalaman,62,Kredit Kendaraan,614,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
y2755,Perempuan,36,Dewasa,"Jl. Dipenogoro, RT 9/RW 18, Sulawesi Utara, Kode Pos: 34716",Sulawesi Utara,Sulawesi,5850656,Pegawai Swasta,Menikah,D,D3,Motor,Kasar,Meja,Cukup Baik,Cukup Baik,Kurang Fleksibel,SMS,65.94538795227407,Kasar,2023-04-16 13:05:57,Siang-Malam,12:00-20:00,Cukup,14,Cukup Berpengalaman,48,Kredit Kendaraan,278,Rencana pembayaran alternatif,Gagal Bayar,Perumahan
Q1337,Laki-laki,51,Tua,"Gang Indragiri, RT 5/RW 8, Banten, Kode Pos: 03785",Banten,Jawa,6579215,Professional,Menikah,C,S1,Motor,Bijaksana,Lapangan,Baik,i,Fleksibel,SMS,80.3884965887829,Bijaksana,2023-03-29 05:43:14,Pagi-Sore,08:00-16:00,Buruk,9,Pemula,28,Kredit Kendaraan,182,Perpanjangan waktu pembayaran,Disiplin,Pemukiman Padat Penduduk
u9339,Laki-laki,52,Muda,"Jl. H.J Maemunah, RT 11/RW 8, Papua Barat, Kode Pos: 37550",Papua Barat,Papua,14244048,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Lapangan,Cukup Baik,a,Tidak Fleksibel,Telepon,55.103180291349716,Bijaksana,2023-12-09 00:44:38,Malam-Pagi,20:00-08:00,Baik,43,Sangat Berpengalaman,100,Kredit Kendaraan,862,Keringanan utang,Kabur,Rusun
Z4035,Laki-laki,61,Dewasa,"Gg. Stasiun Wonokromo, RT 20/RW 10, Kalimantan Utara, Kode Pos: 91775",Kalimantan Utara,Kalimantan,4035724,Pegawai Swasta,Cerai Mati,D,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Email,75.41318506070083,Tegas,2023-07-05 17:27:51,Pagi-Sore,08:00-16:00,Buruk,-9,Pemula,2,Pinjaman Pribadi,0,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
x4323,Laki-laki,55,Tua,"Jl. Merdeka, RT 15/RW 9, Sulawesi Selatan, Kode Pos: 92029",Sulawesi Selatan,Sulawesi,6927985,Pegawai Swasta,Menikah,C,D3,Motor,Kasar,Meja,Buruk,Baik,Kurang Fleksibel,SMS,69.67778406051195,Kasar,2023-04-06 16:28:24,Siang-Malam,12:00-20:00,Cukup,15,Cukup Berpengalaman,50,Kredit Kendaraan,299,Keringanan utang,Gagal Bayar,Pemukiman Padat Penduduk
W1700,Laki-laki,42,Muda,"Gang PHH. Mustofa, RT 25/RW 14, Nusa Tenggara Barat, Kode Pos: 37656",Nusa Tenggara Barat,Bali,8098407,Pengusaha,Menikah,B,S1,Motor,Ramah,Lapangan,Buruk,a,Tidak Fleksibel,Email,53.583590654775165,Ramah,2023-11-16 02:43:50,Malam-Pagi,20:00-08:00,Baik,16,Sangat Berpengalaman,52,Kredit Kendaraan,319,Keringanan utang,Kabur,Perumahan
M3095,Laki-laki,47,Dewasa,"Jalan Jakarta, RT 17/RW 18, Kalimantan Timur, Kode Pos: 47199",Kalimantan Timur,Kalimantan,5813801,Pegawai Swasta,Menikah,D,SMA,Motor,Ramah,Lapangan,Baik,Buruk,Tidak Fleksibel,Chat WA,57.198961345703864,Ramah,2023-05-06 12:06:50,Siang-Malam,12:00-20:00,Buruk,15,Cukup Berpengalaman,50,Pinjaman Pribadi,299,Rencana pembayaran alternatif,Gagal Bayar,Pemukiman Padat Penduduk
s6365,Laki-laki,61,Muda,"Jl. Ciumbuleuit, RT 2/RW 9, Gorontalo, Kode Pos: 54610",Gorontalo,Sulawesi,5359909,Buruh,Cerai Mati,D,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Kurang Fleksibel,Telepon,61.13714190443849,Kasar,2023-08-29 02:20:12,Siang-Malam,12:00-20:00,Baik,29,Sangat Berpengalaman,78,Kredit Kendaraan,578,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
v6646,Laki-laki,41,Muda,"Jalan Jamika, RT 9/RW 14, Kalimantan Utara, Kode Pos: 27168",Kalimantan Utara,Kalimantan,3594516,Pegawai Negeri,Cerai Hidup,E,D3,Motor,Tegas,Meja,Buruk,Baik,Fleksibel,Email,94.89999907249373,Tegas,2023-09-27 02:36:35,Siang-Malam,12:00-20:00,Buruk,26,Sangat Berpengalaman,72,Pinjaman Pribadi,521,Keringanan utang,Kabur,Rusun
e4958,Laki-laki,41,Dewasa,"Jalan Pelajar Pejuang, RT 24/RW 17, Nusa Tenggara Timur, Kode Pos: 79999",Nusa Tenggara Timur,Bali,9874199,Pengusaha,Cerai Hidup,B,S1,Motor,Tegas,Lapangan,Baik,B,Kurang Fleksibel,Chat WA,65.05120170162795,Tegas,2023-08-09 11:45:11,Siang-Malam,12:00-20:00,Buruk,5,Pemula,10,Kredit Kendaraan,100,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
w7592,Laki-laki,43,Muda,"Jl. Merdeka, RT 7/RW 12, Kalimantan Utara, Kode Pos: 21176",Kalimantan Utara,Kalimantan,7276945,Buruh,Menikah,C,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Fleksibel,Email,99.67247744514694,Kasar,2023-04-21 16:41:56,Pagi-Sore,08:00-16:00,Buruk,29,Sangat Berpengalaman,58,Kredit Kendaraan,580,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
X2870,Perempuan,43,Muda,"Jalan Monginsidi, RT 3/RW 3, Banten, Kode Pos: 76938",Banten,Jawa,8176108,Pengusaha,Menikah,B,S2,Motor,Tegas,Meja,Buruk,a,Fleksibel,Telepon,87.57245235014639,Tegas,2023-06-03 13:50:59,Pagi-Sore,08:00-16:00,Cukup,22,Sangat Berpengalaman,64,Kredit Kendaraan,440,Keringanan utang,Kabur,Perumahan
r1833,Laki-laki,45,Dewasa,"Jl. Rajawali Barat, RT 10/RW 11, Nusa Tenggara Barat, Kode Pos: 10544",Nusa Tenggara Barat,Bali,9861213,Professional,Cerai Hidup,B,S2,Motor,Bijaksana,Lapangan,Buruk,i,Fleksibel,Email,90.01514106315312,Bijaksana,2023-02-24 12:22:39,Malam-Pagi,20:00-08:00,Cukup,6,Cukup Berpengalaman,22,Pinjaman Pribadi,120,Perpanjangan waktu pembayaran,Disiplin,Perumahan
y2233,Perempuan,58,Tua,"Jalan Yos Sudarso, RT 14/RW 20, Lampung, Kode Pos: 24662",Lampung,Sumatera,11372063,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Meja,Baik,k,Tidak Fleksibel,SMS,55.333972873976144,Bijaksana,2023-09-27 06:10:25,Pagi-Sore,08:00-16:00,Baik,8,Pemula,26,Pinjaman Bisnis,164,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
C5057,Laki-laki,32,Dewasa,"Gg. Kapten Muslihat, RT 11/RW 6, Kalimantan Tengah, Kode Pos: 30214",Kalimantan Tengah,Kalimantan,3861335,Buruh,Menikah,E,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,Telepon,66.14054512665871,Kasar,2023-07-30 08:58:15,Pagi-Sore,08:00-16:00,Baik,10,Cukup Berpengalaman,40,Pinjaman Bisnis,197,Rencana pembayaran alternatif,Kabur,Perumahan
D4157,Perempuan,47,Dewasa,"Gg. Yos Sudarso, RT 2/RW 2, Kalimantan Utara, Kode Pos: 48015",Kalimantan Utara,Kalimantan,11281896,Professional,Menikah,A,S2,Mobil,Ramah,Meja,Cukup Baik,a,Tidak Fleksibel,Chat WA,42.76043919976911,Ramah,2023-02-01 02:37:31,Siang-Malam,12:00-20:00,Baik,6,Pemula,32,Pinjaman Bisnis,123,Keringanan utang,Kabur,Rusun
m2955,Perempuan,43,Muda,"Gang Rumah Sakit, RT 1/RW 3, Kalimantan Selatan, Kode Pos: 56885",Kalimantan Selatan,Kalimantan,6162461,Pegawai Swasta,Cerai Hidup,C,SMA,Motor,Kasar,Meja,Cukup Baik,Buruk,Fleksibel,SMS,84.70612591273022,Kasar,2023-01-20 04:24:41,Malam-Pagi,20:00-08:00,Cukup,30,Sangat Berpengalaman,80,Pinjaman Pribadi,596,Keringanan utang,Kabur,Perumahan
C0385,Laki-laki,36,Dewasa,"Jalan Setiabudhi, RT 10/RW 11, Aceh, Kode Pos: 59667",Aceh,Sumatera,14988652,Professional,Menikah,A,S1,Mobil,Ramah,Lapangan,Cukup Baik,k,Tidak Fleksibel,Chat WA,58.38061059492509,Ramah,2023-10-09 01:01:04,Pagi-Sore,08:00-16:00,Buruk,11,Cukup Berpengalaman,32,Pinjaman Bisnis,219,Pembebasan jaminan atau denda,Gagal Bayar,Perumahan
u5854,Perempuan,42,Muda,"Gang Suniaraja, RT 21/RW 13, Papua Barat, Kode Pos: 21814",Papua Barat,Papua,2825126,Buruh,Belum Menikah,E,SMA,Tidak Ada Kendaraan,Kasar,Meja,Cukup Baik,Cukup Baik,Fleksibel,SMS,84.42938539568075,Kasar,2023-03-06 06:41:07,Malam-Pagi,20:00-08:00,Buruk,22,Sangat Berpengalaman,64,Kredit Kendaraan,439,Keringanan utang,Kabur,Perumahan
e4720,Perempuan,38,Dewasa,"Gang Erlangga, RT 5/RW 16, Kalimantan Utara, Kode Pos: 45428",Kalimantan Utara,Kalimantan,6567729,Professional,Menikah,C,S2,Motor,Ramah,Meja,Buruk,a,Tidak Fleksibel,Chat WA,41.34086294375712,Ramah,2023-11-27 06:33:51,Siang-Malam,12:00-20:00,Cukup,17,Cukup Berpengalaman,44,Pinjaman Bisnis,340,Perpanjangan waktu pembayaran,Kabur,Perumahan
X5253,Laki-laki,42,Dewasa,"Jalan Indragiri, RT 6/RW 13, Jawa Timur, Kode Pos: 47341",Jawa Timur,Jawa,6525877,Pegawai Negeri,Belum Menikah,C,D3,Motor,Ramah,Meja,Buruk,Baik,Fleksibel,Chat WA,81.45297112753633,Ramah,2023-05-03 11:02:17,Siang-Malam,12:00-20:00,Buruk,5,Pemula,30,Pinjaman Pribadi,101,Keringanan utang,Disiplin,Rusun
S0695,Laki-laki,64,Tua,"Jalan Raya Setiabudhi, RT 10/RW 15, Riau, Kode Pos: 27356",Riau,Sumatera,6273363,Buruh,Menikah,C,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Tidak Fleksibel,Email,49.07928016968279,Kasar,2023-05-02 15:06:18,Malam-Pagi,20:00-08:00,Baik,-26,Cukup Berpengalaman,-42,Pinjaman Bisnis,0,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
r9003,Laki-laki,35,Dewasa,"Gg. Sukabumi, RT 4/RW 3, Nusa Tenggara Barat, Kode Pos: 62936",Nusa Tenggara Barat,Bali,16386353,Professional,Menikah,A,S2,Mobil,Ramah,Lapangan,Baik,k,Tidak Fleksibel,Chat WA,47.797184056363044,Ramah,2023-12-31 04:51:35,Malam-Pagi,20:00-08:00,Baik,-14,Pemula,-8,Pinjaman Pribadi,0,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
X0255,Laki-laki,36,Muda,"Gang Medokan Ayu, RT 19/RW 5, Gorontalo, Kode Pos: 53601",Gorontalo,Sulawesi,5570830,Pegawai Swasta,Cerai Hidup,D,SMA,Motor,Tegas,Lapangan,Buruk,Buruk,Tidak Fleksibel,Telepon,54.32192064694635,Tegas,2023-03-04 21:47:45,Pagi-Sore,08:00-16:00,Cukup,35,Sangat Berpengalaman,90,Pinjaman Pribadi,697,Keringanan utang,Kabur,Perumahan
A0506,Laki-laki,38,Dewasa,"Gg. Cihampelas, RT 16/RW 11, Papua, Kode Pos: 68574",Papua,Papua,3789318,Pengusaha,Cerai Hidup,E,S1,Motor,Tegas,Lapangan,Baik,i,Kurang Fleksibel,SMS,76.62609710369506,Tegas,2023-10-19 09:27:28,Malam-Pagi,20:00-08:00,Cukup,16,Cukup Berpengalaman,42,Kredit Kendaraan,319,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
I7673,Laki-laki,31,Muda,"Gang Astana Anyar, RT 10/RW 19, Jambi, Kode Pos: 60791",Jambi,Sumatera,6436952,Professional,Menikah,C,S1,Motor,Bijaksana,Lapangan,Cukup Baik,k,Tidak Fleksibel,Telepon,40.69095629671134,Bijaksana,2023-12-27 11:52:41,Siang-Malam,12:00-20:00,Buruk,16,Sangat Berpengalaman,52,Pinjaman Pribadi,317,Rencana pembayaran alternatif,Kabur,Perumahan
m5572,Laki-laki,33,Muda,"Jalan Cikapayang, RT 1/RW 18, Bengkulu, Kode Pos: 28100",Bengkulu,Sumatera,2330441,Pegawai Swasta,Cerai Hidup,E,SMA,Tidak Ada Kendaraan,Ramah,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,Chat WA,79.83486170057024,Ramah,2023-01-09 15:34:48,Pagi-Sore,08:00-16:00,Cukup,21,Sangat Berpengalaman,62,Pinjaman Bisnis,420,Keringanan utang,Kabur,Apartemen
p1744,Perempuan,40,Dewasa,"Gang Gardujati, RT 20/RW 3, Kalimantan Timur, Kode Pos: 14248",Kalimantan Timur,Kalimantan,4427598,Pegawai Swasta,Cerai Mati,D,D3,Motor,Tegas,Meja,Baik,Cukup Baik,Tidak Fleksibel,Telepon,54.59790711727166,Tegas,2023-08-22 05:33:37,Siang-Malam,12:00-20:00,Buruk,10,Cukup Berpengalaman,40,Pinjaman Bisnis,199,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
X8101,Perempuan,50,Dewasa,"Jl. Cempaka, RT 12/RW 7, DI Yogyakarta, Kode Pos: 69833",DI Yogyakarta,Jawa,9855644,Pengusaha,Menikah,B,S1,Motor,Tegas,Meja,Buruk,a,Kurang Fleksibel,Telepon,61.06065080406074,Tegas,2023-09-08 12:30:34,Siang-Malam,12:00-20:00,Buruk,15,Cukup Berpengalaman,40,Kredit Kendaraan,300,Pembebasan jaminan atau denda,Gagal Bayar,Rusun
V9002,Laki-laki,39,Muda,"Gang Gedebage Selatan, RT 1/RW 1, Nusa Tenggara Barat, Kode Pos: 81663",Nusa Tenggara Barat,Bali,4090545,Buruh,Menikah,D,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Kurang Fleksibel,Chat WA,74.4424767594633,Kasar,2023-04-15 09:05:47,Siang-Malam,12:00-20:00,Cukup,50,Sangat Berpengalaman,100,Pinjaman Bisnis,1002,Perpanjangan waktu pembayaran,Kabur,Perumahan
T8838,Laki-laki,38,Muda,"Jalan Rajawali Timur, RT 13/RW 9, Kepulauan Bangka Belitung, Kode Pos: 14042",Bangka Belitung,Sumatera,6212531,Pegawai Negeri,Menikah,C,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Fleksibel,Telepon,99.86891514660807,Tegas,2023-10-15 10:56:50,Pagi-Sore,08:00-16:00,Baik,31,Sangat Berpengalaman,62,Kredit Kendaraan,621,Pembayaran sejumlah besar sekaligus,Kabur,Rusun
I6173,Laki-laki,56,Muda,"Jl. Tebet Barat Dalam, RT 16/RW 12, Kalimantan Selatan, Kode Pos: 98785",Kalimantan Selatan,Kalimantan,8297508,Pegawai Negeri,Menikah,B,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Fleksibel,Telepon,89.28345064300913,Tegas,2023-06-10 21:56:56,Malam-Pagi,20:00-08:00,Baik,22,Sangat Berpengalaman,54,Kredit Kendaraan,441,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
W7483,Laki-laki,54,Muda,"Gg. KH Amin Jasuta, RT 4/RW 6, Nusa Tenggara Barat, Kode Pos: 47295",Nusa Tenggara Barat,Bali,6866305,Pengusaha,Menikah,C,S1,Motor,Tegas,Lapangan,Baik,k,Fleksibel,Telepon,88.74612948565552,Tegas,2023-05-27 03:01:20,Pagi-Sore,08:00-16:00,Baik,28,Sangat Berpengalaman,56,Kredit Kendaraan,560,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
t9321,Perempuan,45,Muda,"Gg. Otto Iskandardinata, RT 15/RW 3, DI Yogyakarta, Kode Pos: 61263",DI Yogyakarta,Jawa,8007436,Pegawai Swasta,Menikah,B,SMA,Motor,Tegas,Meja,Baik,Cukup Baik,Fleksibel,Email,84.57772813040225,Tegas,2023-12-13 13:53:01,Malam-Pagi,20:00-08:00,Baik,34,Sangat Berpengalaman,68,Pinjaman Bisnis,680,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
P5110,Laki-laki,36,Dewasa,"Jl. Yos Sudarso, RT 3/RW 6, Sulawesi Barat, Kode Pos: 22278",Sulawesi Barat,Sulawesi,11076718,Professional,Menikah,A,S1,Mobil,Bijaksana,Lapangan,Buruk,B,Kurang Fleksibel,Telepon,60.76434936118392,Bijaksana,2023-09-21 07:14:11,Malam-Pagi,20:00-08:00,Baik,1,Cukup Berpengalaman,2,Kredit Kendaraan,17,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
N8665,Perempuan,46,Muda,"Jl. Cikutra Timur, RT 22/RW 14, Papua, Kode Pos: 12293",Papua,Papua,8598028,Pengusaha,Menikah,B,S1,Motor,Tegas,Meja,Baik,a,Fleksibel,Telepon,91.20563973437217,Tegas,2023-12-21 05:33:18,Siang-Malam,12:00-20:00,Buruk,28,Sangat Berpengalaman,76,Kredit Kendaraan,558,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
W0286,Laki-laki,44,Dewasa,"Jalan Tubagus Ismail, RT 10/RW 2, Kalimantan Selatan, Kode Pos: 55323",Kalimantan Selatan,Kalimantan,11899324,Pengusaha,Menikah,A,S1,Mobil,Tegas,Lapangan,Cukup Baik,i,Tidak Fleksibel,Telepon,59.03666154475274,Tegas,2023-01-22 03:07:45,Malam-Pagi,20:00-08:00,Buruk,-12,Pemula,-14,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Disiplin,Perumahan
T0068,Laki-laki,39,Dewasa,"Gang Wonoayu, RT 16/RW 13, Papua, Kode Pos: 89497",Papua,Papua,3336486,Buruh,Cerai Hidup,E,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Tidak Fleksibel,Email,45.511784248858454,Kasar,2023-09-23 20:37:04,Siang-Malam,12:00-20:00,Buruk,9,Pemula,18,Pinjaman Bisnis,181,Pembayaran sejumlah besar sekaligus,Disiplin,Perumahan
R7051,Laki-laki,37,Dewasa,"Gang Ir. H. Djuanda, RT 11/RW 12, Sulawesi Tengah, Kode Pos: 36678",Sulawesi Tengah,Sulawesi,4157563,Buruh,Cerai Mati,D,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Fleksibel,Telepon,95.36331612084759,Kasar,2023-02-11 15:35:22,Siang-Malam,12:00-20:00,Buruk,0,Pemula,10,Kredit Kendaraan,0,Perpanjangan waktu pembayaran,Disiplin,Pemukiman Padat Penduduk
X5142,Laki-laki,37,Muda,"Jl. Moch. Toha, RT 3/RW 15, Jawa Timur, Kode Pos: 40040",Jawa Timur,Jawa,10009433,Pengusaha,Belum Menikah,A,S1,Mobil,Tegas,Lapangan,Cukup Baik,B,Fleksibel,Chat WA,83.89078423690331,Tegas,2023-08-11 06:04:12,Malam-Pagi,20:00-08:00,Cukup,26,Sangat Berpengalaman,52,Pinjaman Pribadi,521,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
x8394,Laki-laki,58,Tua,"Gang W.R. Supratman, RT 24/RW 16, Sumatera Utara, Kode Pos: 52594",Sumatera Utara,Sumatera,8345019,Professional,Belum Menikah,B,S1,Motor,Bijaksana,Lapangan,Baik,k,Fleksibel,Telepon,98.23819136780192,Bijaksana,2023-10-22 04:01:22,Pagi-Sore,08:00-16:00,Cukup,17,Cukup Berpengalaman,44,Pinjaman Pribadi,336,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
y5063,Perempuan,33,Dewasa,"Gg. H.J Maemunah, RT 16/RW 17, Sulawesi Selatan, Kode Pos: 41290",Sulawesi Selatan,Sulawesi,7094961,Professional,Menikah,C,S2,Motor,Bijaksana,Meja,Baik,B,Kurang Fleksibel,Telepon,62.161342929626414,Bijaksana,2023-03-11 08:36:02,Siang-Malam,12:00-20:00,Buruk,5,Cukup Berpengalaman,30,Kredit Kendaraan,102,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
C5502,Laki-laki,36,Dewasa,"Jalan Ronggowarsito, RT 1/RW 4, Sumatera Barat, Kode Pos: 25611",Sumatera Barat,Sumatera,3519552,Pegawai Swasta,Menikah,E,SMA,Motor,Ramah,Lapangan,Cukup Baik,Buruk,Kurang Fleksibel,Chat WA,78.8212271655375,Ramah,2023-07-26 18:36:18,Malam-Pagi,20:00-08:00,Baik,10,Cukup Berpengalaman,40,Pinjaman Bisnis,201,Rencana pembayaran alternatif,Kabur,Perumahan
a9004,Perempuan,44,Muda,"Jalan Rumah Sakit, RT 2/RW 17, DI Yogyakarta, Kode Pos: 51281",DI Yogyakarta,Jawa,10853273,Professional,Cerai Hidup,A,S1,Mobil,Bijaksana,Meja,Cukup Baik,k,Fleksibel,Email,88.84033761494457,Bijaksana,2023-04-03 21:59:38,Pagi-Sore,08:00-16:00,Baik,34,Sangat Berpengalaman,78,Pinjaman Pribadi,680,Perpanjangan waktu pembayaran,Kabur,Perumahan
h6823,Perempuan,47,Muda,"Gang Cikutra Timur, RT 10/RW 12, Gorontalo, Kode Pos: 66405",Gorontalo,Sulawesi,12666062,Professional,Cerai Mati,A,S1,Mobil,Ramah,Meja,Buruk,i,Tidak Fleksibel,Chat WA,44.68624968426835,Ramah,2023-12-18 11:38:54,Pagi-Sore,08:00-16:00,Baik,15,Sangat Berpengalaman,40,Pinjaman Pribadi,302,Perpanjangan waktu pembayaran,Kabur,Rusun
T7674,Perempuan,55,Muda,"Gang Pasteur, RT 20/RW 3, DI Yogyakarta, Kode Pos: 23232",DI Yogyakarta,Jawa,9219077,Pengusaha,Menikah,B,S1,Motor,Tegas,Meja,Cukup Baik,a,Tidak Fleksibel,Telepon,58.702494508260344,Tegas,2023-03-12 14:38:05,Siang-Malam,12:00-20:00,Buruk,24,Sangat Berpengalaman,48,Pinjaman Bisnis,480,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
E4212,Laki-laki,61,Tua,"Jalan Rumah Sakit, RT 15/RW 12, Nusa Tenggara Barat, Kode Pos: 82460",Nusa Tenggara Barat,Bali,6559807,Pegawai Swasta,Menikah,C,D3,Motor,Kasar,Meja,Buruk,Baik,Tidak Fleksibel,SMS,48.62863557323398,Kasar,2023-07-27 04:21:42,Malam-Pagi,20:00-08:00,Baik,-2,Pemula,16,Kredit Kendaraan,0,Keringanan utang,Kabur,Pemukiman Padat Penduduk
T5640,Perempuan,49,Muda,"Jl. Kapten Muslihat, RT 18/RW 9, Kalimantan Tengah, Kode Pos: 99969",Kalimantan Tengah,Kalimantan,12453544,Pengusaha,Menikah,A,S2,Mobil,Tegas,Meja,Cukup Baik,i,Kurang Fleksibel,SMS,62.28659136735227,Tegas,2023-03-09 20:01:33,Malam-Pagi,20:00-08:00,Buruk,42,Sangat Berpengalaman,100,Kredit Kendaraan,836,Rencana pembayaran alternatif,Kabur,Rusun
L3504,Perempuan,45,Muda,"Jl. Pasirkoja, RT 4/RW 9, Jawa Barat, Kode Pos: 24983",Jawa Barat,Jawa,2943829,Pengusaha,Cerai Hidup,E,S1,Tidak Ada Kendaraan,Tegas,Meja,Buruk,i,Fleksibel,Chat WA,95.12962614497066,Tegas,2023-01-29 12:03:03,Pagi-Sore,08:00-16:00,Cukup,32,Sangat Berpengalaman,74,Pinjaman Pribadi,643,Pembebasan jaminan atau denda,Kabur,Perumahan
u1828,Laki-laki,52,Muda,"Gang Antapani Lama, RT 18/RW 1, Jawa Tengah, Kode Pos: 77376",Jawa Tengah,Jawa,1644926,Buruh,Menikah,E,SMA,Tidak Ada Kendaraan,Kasar,Lapangan,Buruk,Cukup Baik,Fleksibel,SMS,82.37129928765616,Kasar,2023-03-19 21:21:12,Pagi-Sore,08:00-16:00,Cukup,27,Sangat Berpengalaman,74,Pinjaman Pribadi,539,Rencana pembayaran alternatif,Kabur,Rusun
