debtor_age,debtor_age_class,debtor_gender,debtor_nik,debtor_address,debtor_province,debtor_island,debtor_marital_status,debtor_number_of_dependents,debtor_education_level,debtor_occupation,debtor_monthly_income,debtor_monthly_expense,debtor_asset_ownership,ses_class,demography_class,debtor_communication_channel,billing_datetime,risk_credit,payment_pattern,payment_method,tenor,interest_rate,monthly_payment,loan_amount,behavior_class,loan_type,working_time,range_working_time,debtor_personality,history_jan,history_feb,history_mar,history_apr,history_may,history_jun,history_jul,history_aug,history_sep,history_oct,history_nov,history_dec,debtor_aging,transaction,remaining_loan,billing_type,field_class
48,Dewasa,Perempuan,8107020403888965,"Gang Yos Sudarso, RT 3/RW 13, Sumatera Barat, Kode Pos: 69838",Sumatera Barat,Sumatera,Menikah,1,S1,Pegawai Negeri,10135664,3344769,Ya,A,Perumahan,SMS,2023-10-08 02:53:24.732692,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,973242.5062540696,34928928,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,1,2,1,2,1,0,0,0,1,0,1,2,DPK,34,1838682.787361633,Telepon,Melalui Meja
52,Tua,Perempuan,4418512202266854,"Gg. Veteran, RT 19/RW 11, Jawa Tengah, Kode Pos: 12078",Jawa Tengah,Jawa,Cerai Hidup,2,S2,Professional,3811061,838433,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.733035,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1474190.86930696,52907581,Gagal Bayar,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,1,0,0,0,1,0,1,0,0,1,2,3,Kurang Lancar,33,4259282.312870324,Wakil,Turun Langsung ke Lapangan
45,Dewasa,Perempuan,3349100307370322,"Gang W.R. Supratman, RT 16/RW 2, Sumatera Utara, Kode Pos: 64701",Sumatera Utara,Sumatera,Menikah,4,SD,Buruh,2852321,376506,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.733379,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,1034331.1603855129,37121353,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,0,1,0,0,1,2,1,2,1,0,0,1,DPK,35,919762.3865070492,Surat,Melalui Meja
41,Dewasa,Perempuan,920825220842633,"Gg. Cikutra Barat, RT 16/RW 5, Sulawesi Utara, Kode Pos: 04199",Sulawesi Utara,Sulawesi,Belum Menikah,0,SMA,Pegawai Swasta,3997327,2638236,Ya,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.733713,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,843890.5684240902,20221762,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,0,1,2,3,4,5,4,5,4,5,6,Diragukan,18,5031731.768366378,Hukum,Turun Langsung ke Lapangan
59,Tua,Laki-laki,6302231212327629,"Gang Monginsidi, RT 22/RW 3, Jawa Tengah, Kode Pos: 15809",Jawa Tengah,Jawa,Menikah,4,S1,Pegawai Negeri,4841077,639022,Tidak,C,Rusun,Telepon,2023-10-08 02:53:24.734030,Buruk,Pembayaran Terlambat,ATM,60,0.4,288445.3312872866,17131974,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,0,1,0,0,0,0,1,0,0,Lancar,60,0.0,Telepon,Melalui Meja
30,Dewasa,Laki-laki,6216332802420890,"Jalan Rungkut Industri, RT 19/RW 12, Sulawesi Barat, Kode Pos: 15505",Sulawesi Barat,Sulawesi,Menikah,4,SMA,Buruh,2439851,322060,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.734397,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,60,0.4,355621.7445808843,21121862,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Tegas,1,2,1,2,3,2,1,0,1,0,1,0,Lancar,60,0.0,Telepon,Melalui Meja
21,Muda,Perempuan,4256931610213470,"Jl. M.T Haryono, RT 3/RW 11, Sulawesi Utara, Kode Pos: 05581",Sulawesi Utara,Sulawesi,Cerai Hidup,4,S1,Pegawai Negeri,6769021,893511,Tidak,B,Rusun,Email,2023-10-08 02:53:24.734798,Buruk,Pembayaran Terlambat,e-Money,24,0.15,712409.1427351012,17071133,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,2,3,4,3,4,5,4,3,2,1,2,DPK,22,1398131.8598277736,Surat,Melalui Meja
38,Dewasa,Perempuan,3383941810251276,"Jl. Rajawali Timur, RT 15/RW 5, Riau, Kode Pos: 48061",Riau,Sumatera,Belum Menikah,0,S3,Professional,23230296,15331995,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.735149,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,1619487.7940031902,38807042,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,0,1,0,1,2,1,0,0,0,Lancar,24,0.0,Telepon,Melalui Meja
30,Dewasa,Laki-laki,8537472106576383,"Jalan Raya Ujungberung, RT 3/RW 13, Gorontalo, Kode Pos: 65209",Gorontalo,Sulawesi,Menikah,5,SMP,Buruh,2880919,316901,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.735497,Buruk,Pembayaran Terlambat,ATM,12,0.1,4051609.2684845193,48592986,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Ramah,0,0,1,2,1,0,0,0,1,2,1,0,Lancar,12,0.0,Telepon,Melalui Meja
48,Dewasa,Laki-laki,4651380311116587,"Jalan Jayawijaya, RT 8/RW 8, Jawa Tengah, Kode Pos: 32598",Jawa Tengah,Jawa,Belum Menikah,0,S1,Pegawai Negeri,2231276,1472642,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.735838,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,883102.2968141241,52451137,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,1,0,0,1,0,1,0,1,0,0,1,2,DPK,58,1231203.7847808003,Surat,Melalui Meja
41,Dewasa,Laki-laki,7807171408973118,"Jl. Moch. Ramdan, RT 2/RW 11, Lampung, Kode Pos: 91316",Lampung,Sumatera,Menikah,5,SMA,Pegawai Swasta,2443246,268757,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.736170,Buruk,Pembayaran Terlambat,ATM,60,0.4,616262.7187252954,36602419,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,0,1,2,3,4,5,6,5,4,3,4,3,Kurang Lancar,57,1475444.0326581597,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Laki-laki,2232481507274499,"Jalan M.T Haryono, RT 10/RW 5, DI Yogyakarta, Kode Pos: 28072",DI Yogyakarta,Jawa,Belum Menikah,0,S2,Pengusaha,18001281,11880845,Ya,A,Apartemen,Email,2023-10-08 02:53:24.736542,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,890255.1356643405,52875974,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,1,0,0,0,0,0,0,1,0,0,0,1,DPK,59,350920.99580391496,Telepon,Melalui Meja
64,Tua,Perempuan,6063621202551804,"Jalan Laswi, RT 15/RW 3, Riau, Kode Pos: 00807",Riau,Sumatera,Belum Menikah,0,SMA,Buruh,3348636,2210100,Ya,C,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.736880,Cukup Baik,Pembayaran Tepat Waktu,ATM,24,0.15,2198685.560928069,52686092,Disiplin,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Tegas,0,0,1,2,1,0,1,0,0,0,1,2,DPK,22,4315009.659582481,Surat,Melalui Meja
39,Dewasa,Laki-laki,1447282910202458,"Jalan BKR, RT 21/RW 5, Sulawesi Tengah, Kode Pos: 22731",Sulawesi Tengah,Sulawesi,Menikah,2,SD,Buruh,4536971,998134,Tidak,C,Rusun,Chat WA,2023-10-08 02:53:24.737230,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,963336.8058296716,34573420,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,0,1,0,0,1,2,3,4,3,4,5,Diragukan,31,4709979.01928018,Wakil,Turun Langsung ke Lapangan
37,Dewasa,Laki-laki,1591710304577133,"Jl. Surapati, RT 5/RW 15, Kalimantan Utara, Kode Pos: 79059",Kalimantan Utara,Kalimantan,Belum Menikah,0,D3,Pegawai Swasta,5020494,3313526,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.737560,Buruk,Pembayaran Terlambat,ATM,60,0.4,325060.16443570907,19306682,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,2,1,0,0,1,0,1,0,0,Lancar,60,0.0,Telepon,Melalui Meja
29,Muda,Laki-laki,4666140412234196,"Gg. Kutisari Selatan, RT 1/RW 12, Nusa Tenggara Timur, Kode Pos: 21019",Nusa Tenggara Timur,Bali,Cerai Mati,2,D3,Pegawai Swasta,8204338,1804954,Tidak,E,Perumahan,Email,2023-10-08 02:53:24.737882,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,2863906.429557539,34348269,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,0,1,2,3,4,5,4,3,2,DPK,10,5709204.7044246085,Surat,Melalui Meja
34,Dewasa,Perempuan,6771390403362154,"Jl. Cihampelas, RT 22/RW 18, Sulawesi Tengah, Kode Pos: 38085",Sulawesi Tengah,Sulawesi,Cerai Hidup,3,SMA,Buruh,1887665,311465,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.738237,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1451860.077820896,52106146,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,0,0,0,1,2,3,2,1,2,1,DPK,35,1291043.2762686387,Surat,Melalui Meja
34,Dewasa,Perempuan,1827112104467007,"Gang Soekarno Hatta, RT 5/RW 5, Maluku, Kode Pos: 09197",Maluku,Papua,Belum Menikah,0,SMP,Buruh,1612185,1064042,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.738597,Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,949787.5893533265,34087149,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,1,0,0,1,2,1,0,1,2,1,2,1,DPK,35,844583.3726335727,Surat,Melalui Meja
33,Dewasa,Perempuan,521172151136041,"Gang Jamika, RT 22/RW 16, Kalimantan Selatan, Kode Pos: 39520",Kalimantan Selatan,Kalimantan,Menikah,1,SMA,Buruh,4612724,1522199,Tidak,C,Rusun,SMS,2023-10-08 02:53:24.738948,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,709891.4423276964,33866948,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,0,0,0,1,2,1,0,0,1,2,3,4,Kurang Lancar,44,2631724.537581362,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Perempuan,1993822704365195,"Gg. Laswi, RT 6/RW 15, Lampung, Kode Pos: 19876",Lampung,Sumatera,Cerai Hidup,3,S1,Pegawai Negeri,7614947,1256466,Tidak,B,Rusun,SMS,2023-10-08 02:53:24.739273,Buruk,Pembayaran Terlambat,M-Banking,60,0.4,603930.281492163,35869944,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,0,1,2,1,0,1,2,1,0,1,2,1,DPK,59,238057.39196238667,Telepon,Melalui Meja
61,Tua,Perempuan,3247360805119960,"Gg. Surapati, RT 1/RW 4, Sumatera Utara, Kode Pos: 39424",Sumatera Utara,Sumatera,Menikah,4,S1,Pegawai Negeri,8885661,1172907,Ya,E,Perumahan,Chat WA,2023-10-08 02:53:24.739634,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,48,0.3,420544.7841040694,20063023,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Ramah,1,0,0,0,1,0,0,0,1,2,3,4,Kurang Lancar,44,1559052.4994209446,Wakil,Turun Langsung ke Lapangan
38,Dewasa,Laki-laki,7360351210691557,"Jl. M.H Thamrin, RT 13/RW 13, Riau, Kode Pos: 92217",Riau,Sumatera,Menikah,1,SMP,Buruh,2041304,673630,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.740042,Baik,Pembayaran Tepat Waktu,ATM,24,0.15,1443563.5849637664,34591451,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,1,0,1,0,1,2,3,4,5,6,7,6,Diragukan,18,8607306.470652204,Wakil,Turun Langsung ke Lapangan
28,Muda,Laki-laki,5508430611957571,"Jl. Erlangga, RT 6/RW 13, Sumatera Barat, Kode Pos: 18639",Sumatera Barat,Sumatera,Menikah,2,D3,Pegawai Negeri,8158730,1794921,Tidak,E,Perumahan,SMS,2023-10-08 02:53:24.740416,Cukup Baik,Pembayaran Tepat Waktu,e-Money,60,0.4,314860.34355417197,18700872,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,0,1,0,1,0,1,0,0,0,1,0,1,DPK,59,124111.73030385375,Telepon,Melalui Meja
59,Tua,Laki-laki,6376320802994994,"Jl. K.H. Wahid Hasyim, RT 4/RW 4, Sumatera Utara, Kode Pos: 33599",Sumatera Utara,Sumatera,Cerai Hidup,2,S2,Pengusaha,20793908,4574660,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.740763,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,24,0.15,1247407.0888609472,29891043,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,0,1,2,1,2,1,0,0,0,1,0,0,Lancar,24,0.0,Telepon,Melalui Meja
32,Dewasa,Perempuan,2609261901764953,"Jalan Dr. Djunjunan, RT 1/RW 2, Maluku, Kode Pos: 45391",Maluku,Papua,Menikah,2,S1,Pegawai Negeri,8200772,1804170,Tidak,E,Perumahan,Chat WA,2023-10-08 02:53:24.741104,Baik,Pembayaran Tepat Waktu,ATM,24,0.15,1412941.205954266,33857661,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,0,0,0,0,1,0,1,0,0,1,0,0,Lancar,24,0.0,Telepon,Melalui Meja
65,Tua,Perempuan,7397130706498654,"Jalan HOS. Cokroaminoto, RT 11/RW 13, Maluku, Kode Pos: 46214",Maluku,Papua,Cerai Hidup,3,S3,Pengusaha,19568936,3228874,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.741449,Buruk,Pembayaran Terlambat,ATM,24,0.15,794737.7252378615,19043935,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,0,0,0,1,2,3,4,5,4,5,4,3,Kurang Lancar,21,2354442.7700049076,Wakil,Turun Langsung ke Lapangan
46,Dewasa,Laki-laki,1405070709100622,"Jalan Gardujati, RT 9/RW 7, Papua, Kode Pos: 07943",Papua,Papua,Menikah,0,D3,Pegawai Negeri,3611831,2383808,Ya,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.741773,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,2672595.176249014,32053777,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,1,0,1,0,0,0,1,2,3,Kurang Lancar,9,8000420.413758874,Wakil,Turun Langsung ke Lapangan
54,Tua,Laki-laki,5739611701839002,"Jl. Pasirkoja, RT 16/RW 5, Kepulauan Bangka Belitung, Kode Pos: 57815",Bangka Belitung,Sumatera,Belum Menikah,0,SMA,Pegawai Swasta,5427190,3581945,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.742138,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,36,0.2,573555.457520531,20584466,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,1,2,1,0,0,1,2,3,4,Kurang Lancar,32,2230691.359343007,Wakil,Turun Langsung ke Lapangan
36,Dewasa,Perempuan,6260062309623350,"Jalan Ahmad Yani, RT 7/RW 15, Kalimantan Timur, Kode Pos: 13583",Kalimantan Timur,Kalimantan,Menikah,3,S2,Professional,11053787,1823875,Tidak,A,Perumahan,Email,2023-10-08 02:53:24.742504,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,418284.1829308927,19955176,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,0,1,0,1,0,1,2,3,2,1,0,Lancar,48,0.0,Telepon,Melalui Meja
44,Dewasa,Laki-laki,7964110609971237,"Jalan Cihampelas, RT 24/RW 2, Jawa Barat, Kode Pos: 57704",Jawa Barat,Jawa,Cerai Mati,0,SMA,Pegawai Swasta,2640029,1742419,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.742851,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,895736.7403813491,21464128,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,0,1,0,0,0,0,1,2,1,0,0,0,Lancar,24,0.0,Telepon,Melalui Meja
28,Muda,Laki-laki,4766191712768363,"Jalan Indragiri, RT 20/RW 20, Sulawesi Selatan, Kode Pos: 45553",Sulawesi Selatan,Sulawesi,Belum Menikah,0,S2,Professional,9976071,6584207,Ya,E,Perumahan,Email,2023-10-08 02:53:24.743174,Buruk,Pembayaran Terlambat,e-Money,36,0.2,1506263.1615577764,54058631,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,1,2,1,2,3,4,3,4,5,4,3,Kurang Lancar,33,4351946.668593377,Wakil,Turun Langsung ke Lapangan
34,Dewasa,Perempuan,5152273102664992,"Jalan Erlangga, RT 3/RW 12, Sulawesi Tenggara, Kode Pos: 68192",Sulawesi Tenggara,Sulawesi,Cerai Mati,0,D3,Pegawai Negeri,7824153,5163941,Ya,B,Rusun,Email,2023-10-08 02:53:24.743540,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,48,0.3,757103.9805516489,36119327,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,0,0,1,2,3,2,1,0,1,DPK,47,535439.9140724987,Surat,Melalui Meja
42,Dewasa,Perempuan,2774201210484308,"Gg. Erlangga, RT 11/RW 3, Sulawesi Barat, Kode Pos: 36888",Sulawesi Barat,Sulawesi,Cerai Mati,1,SMA,Buruh,2464043,813134,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.743882,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,1432141.9082738427,51398476,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,0,1,0,0,1,2,3,2,3,2,DPK,34,2705651.118689351,Telepon,Melalui Meja
20,Muda,Laki-laki,894176180123842,"Jl. Rajawali Timur, RT 12/RW 2, Lampung, Kode Pos: 18074",Lampung,Sumatera,Menikah,5,SMA,Buruh,2752301,302753,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.744236,Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,1008912.0029356144,48132388,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,1,2,1,2,3,4,5,6,7,8,7,8,Macet,40,7775907.8825754225,Paksa,Turun Langsung ke Lapangan
40,Dewasa,Laki-laki,1388410909716947,"Jalan Antapani Lama, RT 8/RW 20, Nusa Tenggara Barat, Kode Pos: 75517",Nusa Tenggara Barat,Bali,Menikah,1,D3,Pegawai Negeri,7629550,2517752,Ya,B,Rusun,Chat WA,2023-10-08 02:53:24.744568,Buruk,Pembayaran Terlambat,ATM,12,0.1,2718751.0843128706,32607348,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,0,0,0,0,1,0,1,2,3,2,1,DPK,11,2701086.0725584216,Surat,Melalui Meja
48,Dewasa,Perempuan,8269561605863379,"Jl. S. Parman, RT 20/RW 5, Jambi, Kode Pos: 22612",Jambi,Sumatera,Belum Menikah,0,D3,Pegawai Negeri,3519653,2322971,Ya,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.744889,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,2088240.2602731225,50039542,Gagal Bayar,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,0,0,0,0,1,2,3,2,3,Kurang Lancar,21,6186496.53426443,Wakil,Turun Langsung ke Lapangan
56,Tua,Laki-laki,2207250704545676,"Gang Ir. H. Djuanda, RT 14/RW 17, Jawa Barat, Kode Pos: 67065",Jawa Barat,Jawa,Belum Menikah,0,S3,Pengusaha,25128860,16585048,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.745352,Cukup Baik,Pembayaran Tepat Waktu,ATM,12,0.1,4246467.9425656,50930024,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,0,1,0,0,0,0,0,0,0,1,2,DPK,10,8465344.574343994,Surat,Melalui Meja
65,Tua,Perempuan,1550093008960142,"Jl. Cihampelas, RT 1/RW 20, Sulawesi Tengah, Kode Pos: 89419",Sulawesi Tengah,Sulawesi,Cerai Hidup,5,S1,Pegawai Swasta,7342138,807635,Tidak,B,Rusun,SMS,2023-10-08 02:53:24.745735,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,48,0.3,782510.5326817902,37331403,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,0,0,1,0,0,0,1,2,1,0,1,DPK,47,553407.9639558643,Surat,Melalui Meja
25,Muda,Laki-laki,7163382209662060,"Gang Veteran, RT 14/RW 13, Kalimantan Timur, Kode Pos: 58837",Kalimantan Timur,Kalimantan,Cerai Mati,4,S1,Pegawai Negeri,5221050,689179,Tidak,B,Rusun,Email,2023-10-08 02:53:24.746089,Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,607822.9187675653,36101144,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,1,2,3,4,5,4,5,6,7,8,9,10,Macet,50,5709998.061621737,Paksa,Turun Langsung ke Lapangan
52,Tua,Laki-laki,8839291301763098,"Gg. Siliwangi, RT 25/RW 2, Sumatera Utara, Kode Pos: 34168",Sumatera Utara,Sumatera,Menikah,4,SMA,Pegawai Swasta,6249278,824905,Tidak,B,Rusun,SMS,2023-10-08 02:53:24.746456,Baik,Pembayaran Tepat Waktu,Langsung,48,0.3,414717.3224838369,19785011,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,0,0,0,0,1,0,1,2,3,2,3,4,Kurang Lancar,44,1537448.8107111752,Wakil,Turun Langsung ke Lapangan
51,Tua,Perempuan,3411962401114377,"Gang Kutisari Selatan, RT 5/RW 2, Sumatera Utara, Kode Pos: 44916",Sumatera Utara,Sumatera,Belum Menikah,0,D3,Pegawai Swasta,5992727,3955200,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.746766,Buruk,Pembayaran Terlambat,ATM,48,0.3,388774.017228977,18547328,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,0,1,2,1,2,1,0,0,Lancar,48,0.0,Telepon,Melalui Meja
48,Dewasa,Perempuan,2696800101394601,"Jl. Setiabudhi, RT 6/RW 10, DKI Jakarta, Kode Pos: 22660",DKI Jakarta,Jawa,Menikah,2,D3,Pegawai Swasta,4749072,1044796,Tidak,C,Rusun,Telepon,2023-10-08 02:53:24.747087,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,1499817.4185980815,17988064,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,0,0,0,1,0,0,1,0,0,0,0,Lancar,12,0.0,Telepon,Melalui Meja
64,Tua,Perempuan,1925500710421625,"Gang Ciwastra, RT 19/RW 2, Sulawesi Selatan, Kode Pos: 57471",Sulawesi Selatan,Sulawesi,Belum Menikah,0,D3,Pegawai Swasta,6460849,4264160,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.747440,Buruk,Pembayaran Terlambat,Langsung,60,0.4,365647.89524833934,21717357,Gagal Bayar,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,0,0,1,2,3,2,1,2,3,4,3,Kurang Lancar,57,875426.9708446562,Wakil,Turun Langsung ke Lapangan
48,Dewasa,Laki-laki,7152551505138116,"Gg. Tebet Barat Dalam, RT 2/RW 9, Jawa Tengah, Kode Pos: 21430",Jawa Tengah,Jawa,Menikah,2,SMA,Buruh,3212011,706642,Tidak,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.747794,Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,948669.3710025948,34047017,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,0,0,1,0,0,1,2,1,0,1,2,3,Kurang Lancar,33,2740927.7569143698,Wakil,Turun Langsung ke Lapangan
23,Muda,Laki-laki,5031391112752259,"Gg. Moch. Toha, RT 13/RW 9, Papua Barat, Kode Pos: 72752",Papua Barat,Papua,Menikah,3,D3,Pegawai Negeri,4142956,683588,Tidak,C,Rusun,Chat WA,2023-10-08 02:53:24.748116,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,1443354.4251720062,34586439,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,0,0,0,0,0,0,1,2,1,0,0,Lancar,24,0.0,Telepon,Melalui Meja
63,Tua,Laki-laki,4069021203825151,"Jl. BKR, RT 18/RW 16, Jawa Barat, Kode Pos: 10814",Jawa Barat,Jawa,Menikah,0,SMA,Pegawai Swasta,5943777,3922893,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.748450,Buruk,Pembayaran Terlambat,Langsung,24,0.15,2111279.887390686,50591630,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,0,0,1,2,3,4,5,4,Kurang Lancar,20,8366032.252186276,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Laki-laki,247332110474772,"Jl. Indragiri, RT 7/RW 6, Lampung, Kode Pos: 73242",Lampung,Sumatera,Menikah,1,S2,Pengusaha,22056766,7278733,Ya,A,Apartemen,SMS,2023-10-08 02:53:24.748798,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,48,0.3,419471.0682427584,20011799,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Tegas,0,0,1,0,1,0,1,0,0,1,0,0,Lancar,48,0.0,Telepon,Melalui Meja
21,Muda,Laki-laki,8499421811311633,"Gg. Rawamangun, RT 25/RW 12, Sulawesi Barat, Kode Pos: 38377",Sulawesi Barat,Sulawesi,Cerai Hidup,3,S1,Pegawai Swasta,7614541,1256399,Tidak,B,Rusun,Email,2023-10-08 02:53:24.749153,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,2041503.3128380468,48919606,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,0,0,0,0,1,2,1,2,1,DPK,23,1965029.8047249243,Surat,Melalui Meja
