debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
Lulut Salahudin;9,66757E+15;"Gg. Cikutra Barat No. 13
Denpasar, MU 87048";87048;17;2;Jawa Barat, 12-10-1985;38;+62 (787) 502-3999;Pengusaha;Menikah;PT Kusumo Astuti;perempuan;D3;Retired;4;15500000;2023-08-09;56666667;12;98;6;128;1;9500000;14;11;22;0;0;0;20;0;0;0;6;25;0;0;1;0;0;0;1;0;0;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;14166667
Bakijan Maryati;7,70882E+15;"Gg. Raya Ujungberung No. 5
Palopo, Jambi 99883";99883;11;1;Kalimantan Utara, 22-05-1999;24;+62 (130) 608 2184;Buruh;Menikah;PT Novitasari Nuraini (Persero) Tbk;perempuan;D3;Retired;3;10500000;2023-01-29;58000000;19;34;3;346;1;5000000;11;0;0;0;0;20;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14500000
Laras Siregar;6,98277E+15;"Jl. Moch. Ramdan No. 200
Makassar, Sumatera Selatan 93655";93655;17;13;Sulawesi Selatan, 20-01-1986;37;+62-037-301-7288;Buruh;Cerai mati;PT Latupono;laki-laki;D3;Full-time;5;22500000;2023-01-04;57500000;21;78;4;587;1;5500000;0;0;14;21;0;0;0;20;0;23;0;0;0;0;0;1;0;0;0;1;0;1;0;0;DPK;Tertagih dengan resiko rendah;14375000
R.M. Jinawi Prastuti, S.I.Kom;8,0988E+15;"Jalan Rajawali Timur No. 27
Kota Administrasi Jakarta Barat, Sumatera Barat 63542";63542;8;4;Jawa Tengah, 30-06-2000;23;+62 (01) 432-5351;Profesional;Menikah;PT Rahmawati (Persero) Tbk;perempuan;D3;Full-time;4;17500000;2023-06-15;43500000;18;19;1;440;1;5500000;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;10875000
Gatot Haryanti;3,72875E+15;"Gang Cikutra Timur No. 43
Kendari, Maluku Utara 72576";72576;17;18;Kalimantan Timur, 25-03-1999;24;+62 (60) 526-1390;Pegawai Swasta;Belum menikah;UD Utama Usamah;laki-laki;S3;Retired;2;18000000;2023-08-12;60000000;6;84;6;168;1;7500000;0;12;4;9;29;0;0;22;0;8;0;0;0;0;0;0;1;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;15000000
R.M. Bakiadi Gunawan, S.Gz;1,50143E+15;"Jl. PHH. Mustofa No. 8
Medan, Nusa Tenggara Barat 46510";46510;2;1;Maluku, 19-11-1965;58;+62-018-906-3873;Pegawai Swasta;Cerai mati;CV Andriani;laki-laki;S1;Retired;3;18000000;2023-01-07;60833333;25;0;0;659;0;7000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Puput Halim;3,06609E+15;"Gang Jend. Sudirman No. 8
Singkawang, Maluku 95555";95555;5;19;Lampung, 10-11-1980;43;+62 (0353) 334 5685;Pengusaha;Cerai mati;CV Nasyiah Usada (Persero) Tbk;perempuan;D3;Retired;4;17500000;2023-08-05;62000000;9;142;11;170;1;5500000;21;9;18;7;24;3;0;11;11;13;14;11;1;0;1;0;1;0;0;0;0;0;0;0;Diragukan;Tertagih dengan resiko tinggi;15500000
Icha Widodo;3,76885E+15;"Gg. Dipenogoro No. 2
Jambi, KB 27572";27572;14;8;Jawa Timur, 18-07-1967;56;+62-0990-083-9291;Buruh;Belum menikah;UD Megantara (Persero) Tbk;perempuan;D1;Retired;3;18500000;2023-05-28;65500000;21;14;1;552;0;9000000;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Lala Sinaga;4,32418E+15;"Jl. Cikapayang No. 3
Sawahlunto, DI Yogyakarta 90620";90620;8;11;Kalimantan Barat, 06-11-1980;43;+62 (47) 397-3494;Profesional;Menikah;PT Firmansyah (Persero) Tbk;perempuan;D3;Contract;0;10500000;2023-03-15;64166667;10;50;3;388;2;6500000;0;0;0;1;0;0;0;0;25;24;0;0;0;0;0;0;0;0;0;0;1;2;0;0;DPK;Tertagih dengan resiko tinggi;32083333
Hj. Ella Napitupulu;9,92199E+15;"Jl. Kapten Muslihat No. 8
Malang, Kepulauan Riau 06479";6479;8;9;Jawa Timur, 07-07-1966;57;+62 (000) 416 1368;Pengusaha;Cerai mati;PT Uyainah;laki-laki;D3;Retired;5;10500000;2023-01-16;57166667;10;136;9;214;2;7000000;0;0;3;18;8;23;23;0;21;2;12;26;0;0;0;1;0;1;2;0;1;0;0;1;Diragukan;Tertagih dengan resiko tinggi;28583333
Wisnu Haryanti;5,47422E+15;"Gang Pasir Koja No. 314
Blitar, Jambi 12943";12943;1;11;Bengkulu, 24-08-1966;57;+62 (08) 213-8047;Pegawai Negeri;Cerai hidup;Perum Wijaya Uyainah;perempuan;D3;Full-time;4;17500000;2023-04-18;55333333;4;139;8;184;2;14000000;0;0;25;0;16;0;14;23;13;10;18;20;0;0;1;0;1;0;0;1;0;0;1;2;Diragukan;Tertagih dengan resiko tinggi;27666667
Luluh Saputra;1,98048E+15;"Jalan Gegerkalong Hilir No. 09
Banjarmasin, JK 02026";2026;7;13;Aceh, 25-07-1994;29;+62-0784-969-3015;Profesional;Menikah;PD Simanjuntak Uyainah;perempuan;D3;Retired;5;10500000;2023-03-14;50833333;10;142;10;283;2;3000000;25;0;0;19;22;6;12;11;17;6;23;1;1;0;0;1;2;0;0;0;1;0;1;0;Diragukan;Tertagih dengan resiko tinggi;25416667
Asirwanda Halim;8,31236E+15;"Gang Erlangga No. 18
Manado, Nusa Tenggara Barat 23143";23143;12;1;Papua Barat, 03-10-1976;47;+62 (084) 107-8234;Profesional;Belum menikah;CV Rahayu (Persero) Tbk;laki-laki;SMA;Contract;1;13700000;2023-03-08;56333333;14;35;3;427;1;9000000;0;0;9;4;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;14083333
Taufik Halimah;5,61064E+15;"Gg. Pelajar Pejuang No. 0
Probolinggo, Maluku 40708";40708;17;15;Maluku Utara, 28-08-1969;54;+62 (066) 769 1678;Pengusaha;Cerai mati;UD Pudjiastuti Zulaika;laki-laki;D1;Retired;3;18500000;2023-02-13;69166667;5;73;6;284;1;9000000;0;12;6;7;16;0;17;0;15;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;17291667
Jane Nababan;2,06169E+15;"Jalan Gegerkalong Hilir No. 527
Kediri, Banten 32548";32548;19;1;Sulawesi Selatan, 01-12-1961;62;+62 (002) 088-4946;Pengusaha;Cerai mati;PD Oktaviani Budiman;perempuan;S1;Full-time;2;21000000;2023-07-28;54500000;22;40;3;383;1;8500000;8;0;27;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13625000
Martana Widodo;1,55595E+15;"Gang M.T Haryono No. 27
Parepare, Sumatera Selatan 43153";43153;19;16;Jawa Tengah, 23-08-1965;58;+62-431-296-0050;Pegawai Negeri;Cerai mati;PT Mulyani Setiawan;perempuan;SMA;Contract;3;14700000;2023-09-07;62000000;18;28;1;323;1;6500000;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15500000
R. Dina Dabukke, S.Sos;2,92809E+15;"Jalan Cihampelas No. 790
Dumai, KI 20413";20413;19;14;Sulawesi Selatan, 06-02-1998;25;+62 (80) 458-4681;Buruh;Belum menikah;Perum Kuswoyo;laki-laki;S3;Retired;2;13000000;2023-09-15;60833333;16;70;3;408;2;8000000;0;0;0;25;0;0;0;0;0;25;20;0;0;0;0;1;0;0;0;0;0;1;2;0;DPK;Tertagih dengan resiko tinggi;30416667
Satya Mardhiyah;7,52972E+15;"Jalan Gegerkalong Hilir No. 12
Surabaya, Kalimantan Barat 02630";2630;6;12;Sumatera Selatan, 13-03-1975;48;+62 (888) 760-7311;Pengusaha;Cerai mati;CV Mangunsong;perempuan;D3;Retired;4;10500000;2023-05-28;53000000;13;21;2;279;0;6000000;0;13;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
R.A. Jessica Haryanti;2,17942E+15;"Jl. M.H Thamrin No. 19
Magelang, PA 75872";75872;15;8;Sulawesi Tenggara, 21-04-1978;45;+62 (362) 364 1724;Pegawai Swasta;Belum menikah;Perum Suartini Dongoran;laki-laki;D2;Retired;3;15500000;2023-09-09;56833333;25;58;3;608;1;8500000;0;0;21;0;22;0;0;0;0;15;0;0;0;0;1;0;1;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;14208333
Yulia Sihotang;8,54849E+15;"Jl. Suniaraja No. 6
Yogyakarta, Sumatera Barat 39766";39766;9;5;Sumatera Utara, 28-08-1994;29;+62 (243) 837-3458;Pegawai Swasta;Cerai mati;PD Kuswoyo Farida Tbk;perempuan;S1;Retired;4;18000000;2023-02-22;57666667;3;94;6;275;1;6500000;28;0;4;0;0;0;14;0;2;25;0;21;1;0;0;0;0;0;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko rendah;14416667
Tgk. Vega Farida;5,46474E+15;"Gang Cikutra Barat No. 74
Purwokerto, Sulawesi Selatan 23214";23214;1;11;Bengkulu, 28-06-1987;36;+62 (042) 983 7952;Profesional;Menikah;PD Januar Tbk;laki-laki;S2;Retired;2;18000000;2023-02-12;49500000;24;26;2;501;1;8500000;8;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;12375000
T. Kemal Suryatmi, S.Farm;2,61673E+15;"Gang Dr. Djunjunan No. 2
Balikpapan, ST 02120";2120;15;11;Papua Barat, 05-08-1962;61;+62 (0617) 105 9213;Buruh;Cerai mati;Perum Maryadi Tbk;perempuan;D1;Part-time;0;10500000;2023-04-02;63666667;1;26;3;310;1;7500000;0;0;0;9;0;0;0;1;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;15916667
R. Saadat Saputra;7,20756E+15;"Gg. Tubagus Ismail No. 62
Medan, BB 08722";8722;5;12;Sulawesi Selatan, 19-07-1997;26;+62 (0867) 796 3907;Profesional;Belum menikah;Perum Padmasari Wulandari;laki-laki;S1;Self-employed;3;27000000;2023-03-13;139166667;35;22;2;530;0;7500000;0;0;0;0;0;0;0;8;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;0
Belinda Pudjiastuti;2,816E+15;"Gg. Soekarno Hatta No. 449
Medan, Maluku Utara 62305";62305;16;1;Jawa Timur, 10-03-1967;56;+62-0836-010-2573;Profesional;Cerai hidup;PT Handayani (Persero) Tbk;perempuan;D3;Retired;3;20500000;2023-03-03;57500000;17;50;3;407;1;17500000;13;0;0;0;0;26;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14375000
Vanya Wastuti;4,62875E+15;"Gg. Astana Anyar No. 69
Sukabumi, SU 81509";81509;14;19;Kalimantan Utara, 29-01-1967;56;+62 (012) 133 6602;Pengusaha;Menikah;UD Permadi Tbk;laki-laki;S1;Retired;3;13000000;2023-08-22;59833333;17;54;3;389;1;8500000;0;0;0;5;0;0;21;0;28;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14958333
Titin Pudjiastuti;6,77054E+15;"Gg. Surapati No. 190
Palangkaraya, JB 22061";22061;9;18;Sumatera Barat, 28-08-1972;51;+62-52-134-2909;Profesional;Belum menikah;CV Siregar (Persero) Tbk;laki-laki;S3;Retired;2;21000000;2023-04-02;51500000;17;27;2;611;1;18000000;0;0;7;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;12875000
Kunthara Sinaga, M.Farm;3,24593E+15;"Jl. Kutai No. 1
Lubuklinggau, JI 74337";74337;8;9;Sulawesi Barat, 04-09-1970;53;+62 (0471) 729-9776;Pengusaha;Belum menikah;PD Widodo Saptono;laki-laki;S3;Full-time;4;25000000;2023-08-09;144166667;11;170;9;465;4;6000000;0;26;24;30;19;9;0;0;1;28;29;4;0;1;2;3;4;0;0;0;0;1;2;0;Diragukan;Tidak tertagih dengan resiko rendah;144166667
Devi Suryono;3,76864E+15;"Jalan Rawamangun No. 2
Cilegon, AC 34896";34896;9;18;Lampung, 01-10-1997;26;+62 (770) 834 2708;Buruh;Cerai mati;Perum Hidayat Setiawan (Persero) Tbk;perempuan;S1;Retired;2;15000000;2023-08-07;72166667;6;155;10;259;2;19500000;27;16;3;15;0;23;9;11;0;6;22;23;1;2;0;1;0;1;0;0;0;0;1;2;Diragukan;Tertagih dengan resiko tinggi;36083333
Jessica Namaga;8,80087E+15;"Jl. Rungkut Industri No. 80
Pasuruan, AC 88626";88626;8;12;Maluku Utara, 19-10-1998;25;+62 (040) 090-0751;Buruh;Cerai mati;PT Zulkarnain Marbun;laki-laki;S2;Retired;3;18000000;2023-08-19;65500000;10;131;8;226;2;13000000;0;0;22;10;20;0;7;0;10;19;29;14;0;0;1;0;1;0;0;0;0;1;2;0;Diragukan;Tertagih dengan resiko tinggi;32750000
Paulin Laksmiwati;8,9118E+15;"Gg. Pasir Koja No. 384
Ambon, DKI Jakarta 19951";19951;7;10;Sulawesi Tengah, 18-07-1978;45;+62-0569-165-6276;Pegawai Swasta;Cerai mati;CV Adriansyah;perempuan;D1;Full-time;5;22500000;2023-06-23;49666667;19;73;4;397;2;4500000;16;14;26;17;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;24833333
Zalindra Saputra;8,40405E+15;"Gang Asia Afrika No. 0
Jayapura, JI 51303";51303;4;12;Lampung, 15-12-1999;24;+62 (0917) 061 0467;Pegawai Swasta;Cerai hidup;UD Napitupulu;perempuan;D2;Retired;3;18500000;2023-08-25;59000000;11;34;3;119;1;18500000;3;0;0;10;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14750000
Wira Nashiruddin;5,13096E+15;"Gg. Jakarta No. 5
Bontang, Jawa Tengah 29387";29387;3;2;Kalimantan Tengah, 14-08-1996;27;+62-093-986-9389;Pegawai Swasta;Belum menikah;PD Siregar Wahyuni (Persero) Tbk;perempuan;S3;Retired;2;13000000;2023-04-19;64166667;16;26;3;398;0;11500000;0;0;0;0;10;0;0;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Ir. Ulva Maryadi, M.Pd;7,03791E+15;"Jalan Kapten Muslihat No. 4
Sibolga, BT 76060";76060;2;20;Nusa Tenggara Timur, 14-05-1973;50;+62 (05) 359 1148;Buruh;Cerai hidup;CV Mansur Kurniawan Tbk;laki-laki;D3;Retired;3;18500000;2023-08-06;54166667;23;32;3;664;1;6500000;0;0;5;0;0;0;0;0;0;4;23;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;13541667
Yunita Najmudin, S.Ked;2,92222E+15;"Jalan Otto Iskandardinata No. 6
Bukittinggi, JB 93983";93983;4;17;Kalimantan Barat, 04-06-1987;36;+62-47-899-2730;Pengusaha;Menikah;Perum Prastuti;laki-laki;S2;Full-time;3;19000000;2023-04-19;58000000;24;15;2;431;0;5000000;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Cahyadi Susanti;3,27039E+15;"Jl. Rungkut Industri No. 6
Padang Sidempuan, Bengkulu 57929";57929;17;13;Banten, 10-08-2000;23;+62 (015) 970-6192;Pengusaha;Menikah;PD Suwarno Usada;perempuan;D1;Full-time;3;17500000;2023-09-07;57166667;4;122;8;226;2;4000000;9;0;0;5;0;5;30;0;15;14;22;22;0;0;0;0;0;0;1;0;1;0;1;2;Diragukan;Tertagih dengan resiko tinggi;28583333
Cinta Manullang;6,62921E+15;"Gg. Moch. Toha No. 75
Palu, GO 93443";93443;13;15;Nusa Tenggara Timur, 28-05-1995;28;+62 (67) 518-5031;Buruh;Cerai mati;Perum Handayani Tbk;laki-laki;D3;Full-time;3;17500000;2023-05-26;51000000;17;49;3;424;1;8000000;30;3;0;0;0;0;0;16;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;12750000
Irma Irawan;4,28898E+15;"Jl. Raya Ujungberung No. 70
Solok, Bengkulu 45076";45076;1;2;Sumatera Barat, 08-11-1963;60;+62 (505) 351 0639;Profesional;Menikah;PD Agustina Tbk;laki-laki;S1;Full-time;4;19000000;2023-06-24;36166667;21;46;4;316;1;9500000;0;0;17;0;0;3;0;24;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;9041667
R. Ani Susanti, S.Psi;4,03822E+15;"Jalan Pacuan Kuda No. 21
Bekasi, MA 75871";75871;13;5;Sumatera Utara, 12-05-1990;33;+62 (72) 774-1937;Pegawai Negeri;Belum menikah;UD Halim (Persero) Tbk;perempuan;D1;Retired;3;17500000;2023-08-30;67333333;15;38;2;566;1;16000000;21;0;0;0;0;0;0;17;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;16833333
Dina Melani;2,05306E+15;"Gang Peta No. 03
Mataram, KB 07650";7650;2;19;Sulawesi Tengah, 17-11-1988;35;+62 (040) 731-4230;Pegawai Negeri;Cerai hidup;PT Safitri Dabukke;perempuan;D1;Retired;5;15500000;2023-05-24;71000000;14;82;7;237;1;15500000;3;0;11;0;19;0;16;9;6;0;0;18;0;0;0;0;1;0;1;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;17750000
R. Nyana Sinaga;1,74989E+15;"Gg. Rajawali Barat No. 0
Blitar, KT 72980";72980;7;14;Sulawesi Selatan, 26-04-1961;62;+62 (54) 490-9703;Pengusaha;Cerai mati;PT Yolanda Tbk;perempuan;S2;Retired;2;13000000;2023-03-31;62666667;7;22;2;424;1;5500000;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;15666667
Ibrani Prasetya, S.Psi;9,25522E+15;"Gang Setiabudhi No. 4
Banjar, Jawa Barat 00280";280;17;2;Kalimantan Timur, 08-10-1979;44;+62 (0913) 842 0723;Pegawai Negeri;Menikah;PT Iswahyudi (Persero) Tbk;perempuan;D3;Retired;3;18500000;2023-06-15;35000000;12;71;6;142;2;19000000;24;16;0;0;0;11;0;0;16;2;2;0;1;2;0;0;0;0;0;0;1;0;0;0;DPK;Tidak tertagih dengan resiko tinggi;17500000
Jamal Andriani, S.Kom;7,24776E+15;"Gg. Suryakencana No. 78
Jambi, Bali 83765";83765;5;9;Sulawesi Tenggara, 20-08-1979;44;+62 (610) 002-3473;Pegawai Swasta;Cerai hidup;PT Wahyuni Sinaga;perempuan;D3;Full-time;5;22500000;2023-05-06;70833333;11;136;10;202;1;5000000;8;7;0;27;6;9;24;14;0;3;26;12;0;0;0;1;0;0;1;0;0;0;1;0;Diragukan;Tertagih dengan resiko tinggi;17708333
H. Galiono Samosir, M.M.;6,09341E+15;"Gang Cihampelas No. 683
Kupang, KR 15061";15061;4;3;Kalimantan Timur, 08-09-1996;27;+62 (082) 057-4110;Pegawai Negeri;Cerai hidup;PT Agustina Tbk;laki-laki;S3;Retired;4;18000000;2023-08-02;52500000;13;149;8;134;2;9000000;29;0;16;0;23;23;0;13;4;13;28;0;1;0;1;0;1;2;0;0;0;0;1;0;Diragukan;Tertagih dengan resiko tinggi;26250000
Belinda Andriani;3,75592E+15;"Jl. Pasteur No. 36
Serang, ST 78033";78033;14;6;Gorontalo, 24-01-1980;43;+62-78-929-2059;Profesional;Belum menikah;PT Yolanda Suryatmi;laki-laki;S2;Retired;3;13000000;2023-05-19;53166667;14;43;2;494;1;5500000;0;0;0;18;0;0;0;0;0;0;25;0;0;0;0;1;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;13291667
Tedi Zulkarnain;2,0019E+15;"Gg. Ronggowarsito No. 934
Tegal, PA 35322";35322;19;15;Sumatera Utara, 09-01-1974;49;+62 (07) 847-7856;Pengusaha;Cerai mati;PD Nasyidah Prasetya;laki-laki;S1;Full-time;4;24000000;2023-01-28;77500000;14;92;6;175;1;9000000;5;0;1;0;22;13;0;0;0;21;0;30;0;0;0;0;1;0;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko tinggi;19375000
Aurora Mandala;6,64883E+15;"Gg. Raya Ujungberung No. 75
Mataram, JT 56484";56484;17;12;Sumatera Utara, 22-08-1982;41;+62 (0400) 369-9033;Pegawai Negeri;Cerai mati;UD Mangunsong Pradipta;laki-laki;D1;Full-time;3;22500000;2023-01-06;59666667;20;42;3;691;1;4500000;22;0;0;0;0;16;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14916667
Kani Haryanto;4,22693E+15;"Jl. Laswi No. 848
Mojokerto, Jambi 52758";52758;13;12;Sulawesi Barat, 16-10-1998;25;+62 (066) 403 2898;Pengusaha;Belum menikah;PT Pangestu Padmasari;perempuan;S1;Retired;4;18000000;2023-05-11;59333333;4;136;7;117;2;9500000;25;0;9;0;0;15;28;10;21;0;0;28;1;0;0;0;0;1;2;0;1;0;0;1;Diragukan;Tertagih dengan resiko tinggi;29666667
drg. Yosef Puspita;8,85137E+15;"Jl. Jakarta No. 672
Kota Administrasi Jakarta Timur, Papua Barat 38555";38555;4;4;Sulawesi Barat, 18-04-1982;41;+62 (0373) 406-3900;Pengusaha;Belum menikah;PD Wibisono (Persero) Tbk;laki-laki;D1;Full-time;4;17500000;2023-09-15;57500000;5;115;7;160;4;4000000;0;8;0;2;0;20;0;0;26;25;19;15;0;0;0;0;0;1;0;0;1;2;3;4;Kurang lancar;Tertagih dengan resiko tinggi;57500000
Heryanto Budiyanto;7,99326E+15;"Gang W.R. Supratman No. 9
Solok, BE 13994";13994;11;9;Aceh, 26-06-1984;39;+62-293-720-9489;Pegawai Negeri;Menikah;Perum Napitupulu Nasyidah (Persero) Tbk;perempuan;D3;Retired;3;10500000;2023-04-09;64833333;4;1;1;349;0;7000000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
dr. Gambira Tamba;6,34586E+15;"Gg. Dr. Djunjunan No. 29
Pasuruan, BB 30150";30150;12;3;Sulawesi Tengah, 12-02-1991;32;+62 (017) 339-8029;Buruh;Menikah;UD Prasetya Tbk;laki-laki;D1;Retired;4;15500000;2023-04-20;73000000;9;122;9;232;1;8000000;13;14;0;30;0;20;0;3;2;27;3;10;0;0;0;1;0;1;0;0;0;1;0;0;Diragukan;Tertagih dengan resiko tinggi;18250000
Asirwanda Pradipta;5,63226E+15;"Jalan Gardujati No. 0
Cimahi, Kalimantan Tengah 59835";59835;16;12;Jawa Barat, 11-01-1987;36;+62-54-558-7028;Pengusaha;Belum menikah;UD Waluyo Lazuardi;laki-laki;S1;Retired;4;18000000;2023-07-19;62000000;8;163;8;226;2;9000000;0;9;17;14;0;30;22;0;28;0;18;25;0;0;1;0;0;1;2;0;1;0;1;2;Diragukan;Tertagih dengan resiko tinggi;31000000
R.M. Wardi Haryanti, S.E.I;3,44338E+15;"Jalan Jayawijaya No. 8
Samarinda, KB 71534";71534;15;14;Jambi, 04-04-1998;25;+62 (16) 165 2115;Pegawai Negeri;Menikah;Perum Firmansyah Hasanah;laki-laki;D3;Full-time;4;22500000;2023-01-29;50500000;25;103;4;569;1;7500000;29;0;20;0;0;0;0;24;0;0;30;0;1;0;1;0;0;0;0;1;0;0;1;0;Kurang lancar;Tertagih dengan resiko rendah;12625000
Sutan Luluh Kusmawati;5,04922E+15;"Gg. Abdul Muis No. 818
Tangerang, Kalimantan Tengah 59187";59187;5;13;Papua, 08-12-1969;54;+62 (595) 145-1786;Pengusaha;Menikah;UD Siregar;laki-laki;D3;Retired;5;10500000;2023-09-03;57333333;7;143;10;231;1;3000000;11;6;0;0;25;14;7;18;9;13;11;29;0;0;0;0;1;0;0;1;0;0;0;1;Diragukan;Tertagih dengan resiko rendah;14333333
Cut Fitria Yuliarti, M.Kom.;3,57328E+15;"Jalan Antapani Lama No. 34
Tebingtinggi, SU 54778";54778;15;13;Sumatera Selatan, 25-01-1964;59;+62 (681) 689-8637;Buruh;Menikah;PD Mahendra;laki-laki;S2;Full-time;2;26000000;2023-09-11;141666667;24;50;2;419;1;6000000;0;0;30;0;0;0;0;0;0;0;0;20;0;0;1;0;0;0;0;0;0;0;0;1;DPK;Tidak tertagih dengan resiko rendah;35416667
Dalima Suryono, S.Psi;9,78645E+15;"Gg. Antapani Lama No. 449
Kota Administrasi Jakarta Barat, DI Yogyakarta 25650";25650;17;20;Nusa Tenggara Barat, 24-04-1981;42;+62-734-027-9687;Pengusaha;Belum menikah;Perum Farida (Persero) Tbk;laki-laki;S1;Retired;3;21000000;2023-05-13;59666667;18;14;1;442;0;12000000;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Eva Farida, S.T.;7,16981E+15;"Jalan W.R. Supratman No. 83
Langsa, Bali 92754";92754;14;11;Maluku Utara, 28-05-1987;36;+62-78-852-4362;Pegawai Swasta;Menikah;CV Nugroho Santoso;perempuan;D3;Retired;4;10500000;2023-07-26;54666667;18;23;2;323;1;14500000;17;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13666667
Jamalia Hartati, M.Farm;6,79465E+15;"Gang Cihampelas No. 359
Ambon, MA 08413";8413;19;15;Kalimantan Selatan, 07-03-1980;43;+62 (0412) 481 9506;Pengusaha;Belum menikah;UD Saputra Pradana;laki-laki;D2;Contract;4;17500000;2023-02-18;52000000;11;74;7;203;1;11500000;0;18;4;2;0;2;17;0;0;26;0;5;0;1;0;0;0;0;1;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;13000000
Vinsen Haryanto;3,70179E+15;"Jl. M.H Thamrin No. 3
Tebingtinggi, SS 95000";95000;2;20;Gorontalo, 12-06-1996;27;+62 (075) 683-7269;Buruh;Belum menikah;PD Kuswandari (Persero) Tbk;perempuan;S1;Full-time;4;19000000;2023-07-04;53333333;15;12;1;500;0;9000000;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
