collector_name;collector_address;collector_number;collector_nik;collector_zip;collector_rt;collector_rw;collector_birth_place;collector_age;collector_marital_status;collector_gender;avg_bill_methods;debtor_volume_handled;bill_amount_collected;total_actual;total_cost;success_rate;time_to_collect
Jerome Fletcher;"Gg. Tebet Barat Dalam No. 1
Tidore Kepulauan, Kalimantan Tengah 70520";+62 (060) 576-6979;8,50223E+15;70520;15;11;Banten, 08-01-1985;38;Cerai hidup;perempuan;surat panggilan;39;53000000;215500000;778031;25;7
Angelica Barnes;"Gg. Pasteur No. 80
Palu, KS 41985";+62 (0010) 139 3412;9,51813E+15;41985;4;14;Nusa Tenggara Timur, 26-02-1982;41;Belum menikah;perempuan;surat panggilan;21;40500000;50500000;429390;80;8
Sheila Franklin;"Jalan Cempaka No. 752
Mojokerto, Kalimantan Barat 35799";+62 (040) 855-8824;1,1006E+15;35799;10;7;Sumatera Barat, 19-08-1996;27;Belum menikah;perempuan;surat panggilan;31;164500000;392000000;526511;42;6
Eric Scott;"Jl. Medokan Ayu No. 9
Kota Administrasi Jakarta Barat, SU 29429";+62 (519) 245 0238;5,59639E+15;29429;20;8;Jawa Tengah, 20-07-1997;26;Belum menikah;perempuan;surat panggilan;21;91500000;181000000;282712;51;8
Amanda Myers;"Gang Jayawijaya No. 51
Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 42382";+62-094-372-6468;1,85696E+15;42382;16;7;Sulawesi Utara, 05-12-1974;49;Cerai mati;perempuan;surat panggilan;23;204500000;236000000;287079;87;8
Peggy Gonzales;"Gang Medokan Ayu No. 978
Banjarbaru, BA 93610";+62-0388-691-1467;6,31701E+15;93610;3;8;Sulawesi Barat, 23-04-1993;30;Cerai mati;perempuan;surat panggilan;22;167000000;223500000;348306;75;7
Michele Reynolds;"Gg. Veteran No. 33
Pasuruan, SU 10600";+62-112-636-1742;2,52484E+15;10600;13;13;Kepulauan Bangka Belitung, 05-12-1998;25;Menikah;perempuan;surat panggilan;38;100000000;117500000;456306;85;8
Amanda Hodge;"Gg. H.J Maemunah No. 29
Samarinda, JB 04437";+62-063-213-1287;9,76076E+15;4437;11;18;Gorontalo, 21-06-1989;34;Belum menikah;laki-laki;surat panggilan;22;210500000;266000000;432960;79;6
Robert White;"Gang Rumah Sakit No. 6
Banjarbaru, Bengkulu 96081";+62 (016) 930-2774;4,91112E+15;96081;18;9;Bengkulu, 17-10-1980;43;Belum menikah;laki-laki;surat panggilan;24;58000000;59000000;459922;98;9
Kristin Kline;"Gang Jend. A. Yani No. 5
Malang, Kepulauan Riau 99938";+62 (044) 283-2317;2,75148E+15;99938;3;13;Lampung, 10-03-1964;59;Menikah;laki-laki;surat panggilan;31;149000000;245000000;403167;61;7
Veronica Nicholson;"Jalan Ir. H. Djuanda No. 14
Langsa, PB 21884";+62 (91) 435 6638;3,32995E+15;21884;19;14;Bali, 25-09-1978;45;Cerai mati;perempuan;surat panggilan;28;65000000;97500000;283353;67;9
Carrie Hill;"Jl. Rumah Sakit No. 3
Padangpanjang, Kepulauan Bangka Belitung 38497";+62 (56) 329 0353;1,19741E+15;38497;19;4;Nusa Tenggara Barat, 23-10-1998;25;Belum menikah;perempuan;surat panggilan;31;66500000;170500000;430261;39;9
Scott Wallace;"Jalan Cikutra Timur No. 782
Tanjungbalai, Jawa Timur 79685";+62 (559) 493-6489;5,4564E+15;79685;10;1;Lampung, 01-03-1994;29;Cerai hidup;perempuan;surat panggilan;22;52000000;301000000;332822;17;9
Miss Lisa Ross;"Gang Soekarno Hatta No. 666
Batu, MA 27873";+62-000-599-6145;6,29769E+15;27873;19;6;Sulawesi Tenggara, 24-03-1980;43;Belum menikah;laki-laki;surat panggilan;26;46500000;55500000;339148;84;6
John Brown;"Jalan Pelajar Pejuang No. 17
Gorontalo, JT 97260";+62 (439) 294 8205;3,21465E+15;97260;11;20;Kalimantan Utara, 06-03-1986;37;Menikah;laki-laki;surat panggilan;35;161500000;390000000;697682;41;7
Madison Moore;"Jl. Jend. Sudirman No. 848
Kupang, JK 13011";+62 (830) 306 6952;8,90102E+15;13011;11;7;Maluku, 24-05-1996;27;Belum menikah;perempuan;surat panggilan;23;120500000;186500000;344464;65;6
Thomas Zamora;"Gang Jakarta No. 23
Tual, SR 47681";+62 (0601) 780 8648;6,48383E+15;47681;11;12;Sumatera Utara, 06-06-1979;44;Belum menikah;laki-laki;surat panggilan;36;228000000;384500000;636095;59;9
Lisa Harper;"Jalan Rawamangun No. 838
Kota Administrasi Jakarta Utara, Sumatera Selatan 57129";+62 (451) 008-5989;5,76717E+15;57129;11;13;Sumatera Selatan, 11-05-1996;27;Cerai mati;laki-laki;surat panggilan;25;114500000;180000000;395189;64;9
Tyler Wallace;"Gg. Pasteur No. 6
Magelang, MU 48114";+62-028-232-1672;3,54934E+15;48114;3;18;Gorontalo, 13-01-1991;32;Belum menikah;perempuan;surat panggilan;24;64000000;312000000;303555;21;6
Ian Alexander;"Jalan Veteran No. 40
Banda Aceh, Sulawesi Selatan 79385";+62-005-672-8603;6,35997E+15;79385;8;1;Bengkulu, 19-12-1982;41;Belum menikah;perempuan;surat panggilan;33;79000000;231000000;404232;34;8
James Dean;"Jalan Rajawali Timur No. 5
Balikpapan, Jambi 05200";+62 (081) 912 7089;9,52795E+15;5200;15;5;Kalimantan Barat, 07-11-1962;61;Cerai hidup;laki-laki;surat panggilan;34;329500000;366000000;595246;90;6
Jeff Roberts;"Jalan Rawamangun No. 5
Surakarta, KI 36606";+62 (650) 802 7781;1,36187E+15;36606;11;3;Sulawesi Tenggara, 29-07-1995;28;Cerai hidup;laki-laki;surat panggilan;30;211000000;264500000;519234;80;7
Diane Norman;"Gg. Raya Ujungberung No. 315
Parepare, SU 35982";+62 (70) 857 0808;7,88194E+15;35982;18;17;Sulawesi Utara, 20-02-1998;25;Cerai mati;perempuan;surat panggilan;39;82500000;261500000;745017;32;7
Joshua Smith;"Gang Sukabumi No. 27
Prabumulih, Kalimantan Utara 69677";+62 (0659) 365-4547;4,48081E+15;69677;12;12;Nusa Tenggara Timur, 20-04-1993;30;Belum menikah;perempuan;surat panggilan;26;186500000;385000000;309329;48;7
Holly Krueger;"Gang M.T Haryono No. 5
Surakarta, Banten 11786";+62-320-520-5827;7,90451E+15;11786;13;13;Kepulauan Bangka Belitung, 05-02-1964;59;Cerai mati;laki-laki;surat panggilan;38;380000000;535000000;772515;71;7
David Nelson;"Gang Rajawali Barat No. 879
Subulussalam, KI 74359";+62 (026) 203-7306;8,55573E+15;74359;4;1;Gorontalo, 04-11-1969;54;Cerai mati;laki-laki;surat panggilan;34;53500000;310000000;406344;17;8
Regina Hernandez;"Jalan Rumah Sakit No. 592
Mojokerto, Papua 51064";+62 (405) 271-4988;7,97737E+15;51064;19;7;Sulawesi Barat, 04-04-1990;33;Menikah;perempuan;surat panggilan;39;113000000;485500000;648474;23;9
Cody House;"Jalan Rumah Sakit No. 9
Bontang, Riau 67235";+62 (61) 022 0756;3,24029E+15;67235;13;8;Jawa Tengah, 28-12-1978;45;Belum menikah;laki-laki;surat panggilan;39;175500000;501000000;479094;35;8
Paul Reynolds;"Jl. Yos Sudarso No. 3
Langsa, Sumatera Barat 43777";+62 (0735) 089-7749;5,01719E+15;43777;4;17;Jawa Barat, 26-01-1976;47;Cerai mati;laki-laki;surat panggilan;27;28500000;353500000;329527;8;8
Gail Castaneda DVM;"Jalan K.H. Wahid Hasyim No. 5
Pekanbaru, Jawa Tengah 14598";+62 (0810) 390 1348;1,46643E+15;14598;12;1;Sulawesi Tengah, 08-03-1964;59;Belum menikah;perempuan;surat panggilan;34;110500000;131500000;354709;84;8
James Ochoa;"Gg. Sukabumi No. 674
Surakarta, Kalimantan Timur 84282";+62 (0711) 007 6530;1,9743E+15;84282;3;10;Lampung, 01-10-1976;47;Cerai hidup;laki-laki;surat panggilan;20;158000000;264000000;409605;60;8
Heather Smith;"Gang Rajawali Timur No. 67
Pasuruan, BB 52272";+62 (112) 283 6240;1,92849E+15;52272;12;7;Sulawesi Barat, 29-05-1963;60;Menikah;laki-laki;surat panggilan;39;332000000;501500000;601894;66;6
Sheila Bryant;"Gang Dipatiukur No. 697
Pekanbaru, Kalimantan Tengah 87151";+62 (0835) 617-5423;3,17596E+15;87151;11;1;Jambi, 21-12-1970;53;Cerai mati;laki-laki;surat panggilan;26;283500000;354500000;455948;80;7
Andrew Kim;"Gg. Kutai No. 61
Madiun, Kepulauan Riau 15187";+62 (82) 984-3822;8,97483E+15;15187;2;6;Lampung, 10-06-1994;29;Cerai mati;laki-laki;surat panggilan;38;279500000;356000000;730130;79;7
Margaret Brown;"Gang S. Parman No. 361
Sabang, JA 73497";+62 (0528) 963-5710;7,18495E+15;73497;5;18;Jambi, 25-12-1989;34;Menikah;laki-laki;surat panggilan;32;75000000;286500000;632614;26;7
Paul Brock;"Gang Otto Iskandardinata No. 9
Kota Administrasi Jakarta Selatan, Sumatera Selatan 40597";+62 (0957) 544-1178;9,73064E+15;40597;18;15;Banten, 16-11-2000;23;Belum menikah;perempuan;surat panggilan;25;118500000;158500000;306088;75;9
Julie Torres;"Gg. Ahmad Yani No. 8
Samarinda, Sulawesi Selatan 59297";+62 (26) 856-3168;9,26464E+15;59297;3;4;DKI Jakarta, 14-12-1996;27;Cerai hidup;laki-laki;surat panggilan;27;165000000;308500000;433271;53;7
Carol Miller DVM;"Jl. Monginsidi No. 532
Kota Administrasi Jakarta Timur, Kalimantan Barat 66854";+62 (904) 872-9405;1,917E+15;66854;20;7;Kalimantan Barat, 11-04-1999;24;Menikah;laki-laki;surat panggilan;36;229500000;480500000;541001;48;6
Kristina Flores;"Jalan Jamika No. 32
Bandar Lampung, Kalimantan Barat 79138";+62 (0490) 127-1634;8,45914E+15;79138;2;5;DI Yogyakarta, 02-09-1983;40;Cerai hidup;perempuan;surat panggilan;38;322000000;502000000;553404;64;6
Austin Pierce;"Gg. Antapani Lama No. 8
Bogor, KT 47486";+62 (58) 228-7803;5,19459E+15;47486;9;3;Kepulauan Bangka Belitung, 20-12-1960;63;Cerai hidup;perempuan;surat panggilan;30;137000000;161500000;542030;85;6
Linda Mason;"Jalan Rungkut Industri No. 2
Medan, KU 33176";+62 (0660) 067 2078;8,96529E+15;33176;14;11;Sulawesi Tengah, 05-06-1998;25;Belum menikah;perempuan;surat panggilan;23;46500000;271000000;287654;17;6
Amanda Barnes;"Gang K.H. Wahid Hasyim No. 9
Pagaralam, Nusa Tenggara Barat 37822";+62 (0482) 283 4843;7,25311E+15;37822;8;16;Papua, 24-08-1991;32;Menikah;laki-laki;surat panggilan;38;106500000;183500000;612331;58;9
Jennifer Lee;"Gg. Raya Setiabudhi No. 63
Bengkulu, Sumatera Utara 07159";+62 (89) 725 5872;8,05106E+15;7159;2;12;Jambi, 25-04-1962;61;Belum menikah;perempuan;surat panggilan;26;110500000;157000000;280767;70;6
Kathleen Anderson;"Jalan HOS. Cokroaminoto No. 66
Ternate, BB 83510";+62 (045) 568-5956;9,62594E+15;83510;9;20;Sulawesi Utara, 19-06-1977;46;Cerai hidup;laki-laki;surat panggilan;21;144500000;218500000;276640;66;6
Lisa Maddox;"Gg. Moch. Ramdan No. 528
Depok, PA 98470";+62-0914-306-0195;3,79672E+15;98470;4;20;Kalimantan Barat, 06-04-1962;61;Cerai hidup;perempuan;surat panggilan;20;52500000;79500000;228560;66;7
Ashley Snow;"Gang Rumah Sakit No. 362
Dumai, Jawa Tengah 25230";+62 (0318) 365-5347;7,30083E+15;25230;11;16;Jawa Timur, 28-02-1993;30;Belum menikah;perempuan;surat panggilan;28;134500000;175000000;561163;77;7
Mrs. Debbie Saunders;"Gg. Wonoayu No. 245
Salatiga, SU 31436";+62 (607) 992-4593;7,86755E+15;31436;11;19;DKI Jakarta, 28-04-1992;31;Cerai mati;laki-laki;surat panggilan;30;64000000;84500000;377073;76;8
Emily Lee;"Jl. Lembong No. 930
Bandung, Kalimantan Selatan 09917";+62 (169) 431-2615;3,46581E+15;9917;16;15;Nusa Tenggara Timur, 12-08-1968;55;Belum menikah;laki-laki;surat panggilan;37;181000000;214000000;613501;85;9
Steven Smith;"Gang Gardujati No. 638
Makassar, Banten 52631";+62 (0947) 595-1326;5,85175E+15;52631;3;18;Jawa Tengah, 07-10-1978;45;Cerai mati;laki-laki;surat panggilan;28;131500000;291500000;408289;45;9
Jonathan Campbell;"Gg. Pasir Koja No. 92
Lubuklinggau, Papua Barat 99460";+62 (009) 036 9044;3,03939E+15;99460;6;19;Sumatera Barat, 15-06-2000;23;Belum menikah;perempuan;surat panggilan;39;316000000;443500000;521232;71;9
Madison Reeves;"Jalan Medokan Ayu No. 466
Blitar, KT 96528";+62-080-821-3218;2,78642E+15;96528;20;4;Kepulauan Riau, 29-08-1977;46;Belum menikah;laki-laki;surat panggilan;27;43000000;188500000;473843;23;9
David Dennis;"Jalan Soekarno Hatta No. 100
Ternate, YO 85379";+62-97-468-8018;6,62587E+15;85379;2;1;Sulawesi Selatan, 08-01-1986;37;Cerai hidup;perempuan;surat panggilan;27;102500000;212000000;410626;48;7
Brian Johnson;"Jalan PHH. Mustofa No. 241
Bogor, Bengkulu 64842";+62 (0053) 492 8714;2,67361E+15;64842;6;19;Bengkulu, 24-09-1993;30;Menikah;perempuan;surat panggilan;39;111000000;313000000;642450;35;7
James Lee;"Gg. Raya Setiabudhi No. 69
Tanjungbalai, Kalimantan Timur 67857";+62-048-176-6911;6,32164E+15;67857;3;3;Bengkulu, 16-06-1992;31;Belum menikah;perempuan;surat panggilan;25;48500000;124500000;478257;39;7
Mr. Troy Drake PhD;"Gg. Suryakencana No. 5
Lubuklinggau, BE 56995";+62-47-717-5107;9,57559E+15;56995;11;14;Maluku Utara, 08-06-1992;31;Cerai hidup;laki-laki;surat panggilan;35;31000000;62000000;658272;50;8
Brandy Clark;"Jalan Wonoayu No. 81
Magelang, DI Yogyakarta 72793";+62-016-076-8482;4,52875E+15;72793;18;8;Aceh, 21-09-1964;59;Belum menikah;perempuan;surat panggilan;39;134000000;143000000;395229;94;9
Austin King;"Jalan Antapani Lama No. 69
Prabumulih, Jambi 60913";+62 (273) 762-9740;1,83905E+15;60913;8;10;Kalimantan Tengah, 29-06-1986;37;Cerai mati;laki-laki;surat panggilan;35;207500000;232500000;416016;89;9
Joseph Vasquez;"Jl. H.J Maemunah No. 00
Blitar, YO 67494";+62 (027) 056 6935;5,91581E+15;67494;16;3;Gorontalo, 23-11-1977;46;Cerai mati;perempuan;surat panggilan;28;179500000;321000000;492616;56;9
Jaclyn Ayala;"Jl. Gegerkalong Hilir No. 87
Bitung, SR 12306";+62 (47) 271-3969;8,40986E+15;12306;2;13;Sulawesi Tengah, 11-11-1990;33;Cerai hidup;perempuan;surat panggilan;20;84500000;166500000;363856;51;7
Courtney Orr;"Jalan Ronggowarsito No. 2
Jambi, Jawa Barat 77329";+62 (879) 898 3188;8,73911E+15;77329;14;13;Sumatera Utara, 13-12-1993;30;Menikah;perempuan;surat panggilan;26;252500000;328500000;467077;77;8
Jacqueline Ryan;"Gang Pelajar Pejuang No. 091
Bukittinggi, SU 32480";+62 (72) 736-0370;5,77145E+15;32480;3;17;Kepulauan Bangka Belitung, 29-12-1961;62;Cerai mati;laki-laki;surat panggilan;33;136500000;278000000;632038;49;7
Joseph Cline;"Jl. Dr. Djunjunan No. 2
Lubuklinggau, Banten 63800";+62 (108) 068-4736;7,34337E+15;63800;17;14;Bengkulu, 30-06-1973;50;Menikah;perempuan;surat panggilan;22;25500000;109000000;376807;23;6
Danielle Fernandez;"Gang M.T Haryono No. 847
Kendari, KR 11966";+62 (884) 153 4392;7,36103E+15;11966;11;9;DI Yogyakarta, 01-12-1962;61;Menikah;perempuan;surat panggilan;30;124500000;349500000;549310;36;7
George Nelson;"Jl. Kutisari Selatan No. 3
Madiun, BT 41173";+62 (0867) 861-0793;6,8947E+15;41173;14;6;Sulawesi Selatan, 16-04-1984;39;Cerai hidup;perempuan;surat panggilan;28;170000000;371500000;308606;46;8
Patrick Fletcher;"Jalan Jakarta No. 016
Kupang, AC 52407";+62 (199) 929-8223;6,01587E+15;52407;12;4;Maluku, 01-05-1975;48;Cerai mati;perempuan;surat panggilan;32;152000000;277000000;554894;55;6
Daniel Perry;"Gg. Kiaracondong No. 585
Jambi, BT 22517";+62 (71) 854 0112;7,27312E+15;22517;12;17;Kepulauan Bangka Belitung, 25-12-1996;27;Menikah;perempuan;surat panggilan;33;115000000;136500000;332365;84;6
Cynthia Moses;"Gg. Rajawali Barat No. 094
Tarakan, Kalimantan Selatan 84009";+62 (098) 517-2272;9,96183E+15;84009;13;17;Lampung, 07-04-1970;53;Menikah;laki-laki;surat panggilan;38;87500000;112500000;545647;78;6
Belinda Malone;"Gang Jend. Sudirman No. 171
Blitar, Kalimantan Barat 99455";+62 (015) 110 8283;4,07103E+15;99455;6;7;Kalimantan Timur, 25-12-1980;43;Menikah;perempuan;surat panggilan;29;21000000;114000000;416870;18;8
Peter Brooks;"Gang Medokan Ayu No. 02
Bandar Lampung, KS 75839";+62 (301) 512 0298;5,86911E+15;75839;2;8;Kalimantan Selatan, 14-03-1986;37;Cerai hidup;perempuan;surat panggilan;33;155000000;168000000;558554;92;6
Mrs. Lauren Maldonado MD;"Gg. Cikutra Barat No. 31
Bitung, Jawa Barat 05368";+62-43-661-2245;2,6277E+15;5368;7;4;Maluku Utara, 10-09-1981;42;Belum menikah;laki-laki;surat panggilan;32;272500000;332500000;536362;82;8
Mary Burton;"Gang Ahmad Dahlan No. 5
Lubuklinggau, BB 63913";+62-356-246-0083;7,36605E+15;63913;17;20;Nusa Tenggara Barat, 07-12-1962;61;Belum menikah;perempuan;surat panggilan;37;35500000;43000000;568832;83;9
Daryl Morgan;"Jalan Erlangga No. 33
Balikpapan, KB 54163";+62 (85) 544 3182;6,73953E+15;54163;2;20;Sumatera Selatan, 11-11-1989;34;Menikah;laki-laki;surat panggilan;38;114000000;166000000;680773;69;7
Brian Hamilton;"Gang Monginsidi No. 123
Pematangsiantar, ST 51777";+62 (135) 519 7583;9,74828E+15;51777;15;1;Sulawesi Tengah, 23-02-1975;48;Cerai hidup;laki-laki;surat panggilan;27;34000000;157000000;415014;22;7
Caitlin Hamilton;"Gang Bangka Raya No. 400
Mojokerto, NT 49075";+62-0034-805-7345;6,62905E+15;49075;15;11;Sulawesi Tenggara, 19-04-1990;33;Menikah;laki-laki;surat panggilan;36;74500000;118500000;664869;63;8
Emily Mcdonald;"Jl. Sukajadi No. 99
Bau-Bau, Sumatera Utara 76296";+62 (87) 198-7797;5,63061E+15;76296;5;20;Bali, 22-11-1978;45;Cerai mati;laki-laki;surat panggilan;33;32500000;119500000;527507;27;8
Sarah Wilson;"Gg. Rajiman No. 70
Kupang, ST 56792";+62 (0870) 681-1441;1,67793E+15;56792;20;12;DI Yogyakarta, 11-12-1993;30;Cerai mati;laki-laki;surat panggilan;35;282000000;304500000;357136;93;9
Mackenzie Lucero;"Jalan Waringin No. 6
Palu, Nusa Tenggara Timur 49992";+62 (586) 879 7458;7,72947E+15;49992;20;6;Jawa Timur, 24-11-1990;33;Cerai mati;laki-laki;surat panggilan;22;97500000;250000000;282364;39;9
Louis Kennedy;"Jalan Jamika No. 664
Pangkalpinang, KU 41900";+62 (674) 610 2635;6,58085E+15;41900;14;8;DI Yogyakarta, 13-11-1971;52;Belum menikah;laki-laki;surat panggilan;34;35500000;53500000;584657;66;7
Beth Martinez;"Jl. M.H Thamrin No. 3
Banda Aceh, NT 41462";+62 (0098) 111 1953;9,09803E+15;41462;2;16;Sulawesi Tengah, 05-07-1977;46;Cerai hidup;perempuan;surat panggilan;22;98000000;237500000;409228;41;7
Lisa Evans;"Gang Waringin No. 0
Tomohon, Sulawesi Tengah 43498";+62 (0204) 090 2632;6,65622E+15;43498;1;13;Kalimantan Timur, 04-07-1998;25;Menikah;perempuan;surat panggilan;37;79500000;107500000;466829;74;9
Gabrielle Casey;"Gg. Suniaraja No. 186
Kota Administrasi Jakarta Pusat, Kalimantan Timur 51534";+62 (642) 806 7214;5,94265E+15;51534;15;17;Nusa Tenggara Timur, 25-11-1980;43;Menikah;perempuan;surat panggilan;21;92500000;115500000;275622;80;8
Robert Church;"Jl. Gegerkalong Hilir No. 6
Mojokerto, Jawa Barat 45881";+62 (039) 920-3138;8,53685E+15;45881;14;17;Papua, 27-06-1997;26;Menikah;perempuan;surat panggilan;22;272500000;315000000;412006;87;7
Tamara Garcia;"Gang Indragiri No. 863
Bandar Lampung, JB 58462";+62 (60) 267 9522;5,09663E+15;58462;2;14;Sulawesi Utara, 06-10-1970;53;Belum menikah;perempuan;surat panggilan;37;228000000;459500000;643108;50;9
Sandra Parker;"Jalan Ciumbuleuit No. 232
Pasuruan, Kalimantan Barat 61049";+62-74-905-4748;9,06563E+15;61049;10;13;Kalimantan Utara, 01-07-1972;51;Cerai hidup;laki-laki;surat panggilan;20;94000000;228500000;404417;41;7
Janice Torres;"Gg. Wonoayu No. 607
Meulaboh, Maluku Utara 58446";+62 (01) 334 6626;2,18E+15;58446;11;1;DI Yogyakarta, 21-07-1998;25;Cerai hidup;perempuan;surat panggilan;21;77500000;180500000;279747;43;9
Joann Holmes;"Gg. Rajawali Barat No. 63
Semarang, Maluku 98675";+62 (087) 368 7821;4,67171E+15;98675;12;16;Sulawesi Selatan, 06-11-1967;56;Menikah;laki-laki;surat panggilan;37;80500000;120000000;506918;67;9
Jennifer Rivers;"Gg. Lembong No. 823
Sorong, JT 22120";+62 (025) 681 5504;4,38029E+15;22120;12;11;Banten, 07-12-1982;41;Cerai hidup;laki-laki;surat panggilan;33;51500000;70500000;519013;73;7
William Wall;"Jl. Erlangga No. 1
Manado, SG 87680";+62-0966-560-6715;4,61732E+15;87680;18;14;Sulawesi Tengah, 05-06-1974;49;Cerai mati;perempuan;surat panggilan;24;81000000;293500000;455988;28;7
Thomas Caldwell;"Gang Kutai No. 43
Surabaya, KT 95953";+62 (0306) 698 6034;2,90565E+15;95953;14;4;Maluku, 29-04-1995;28;Cerai mati;perempuan;surat panggilan;35;172500000;239500000;679808;72;6
Lisa Williams;"Jalan Suniaraja No. 093
Palopo, KS 56715";+62 (710) 551-6848;5,32052E+15;56715;10;20;Nusa Tenggara Timur, 03-12-1966;57;Menikah;laki-laki;surat panggilan;33;69000000;106000000;502433;65;9
Benjamin Sharp;"Gg. Gardujati No. 9
Medan, JI 58440";+62-0822-976-4168;8,9632E+15;58440;1;7;Nusa Tenggara Barat, 06-08-1967;56;Menikah;laki-laki;surat panggilan;31;58500000;200000000;524547;29;9
Jennifer Taylor;"Jl. Ronggowarsito No. 37
Cilegon, SN 76153";+62-01-435-1856;2,91644E+15;76153;1;7;Kepulauan Riau, 15-04-1999;24;Cerai mati;laki-laki;surat panggilan;29;49000000;88000000;372409;56;8
Hannah Henderson;"Gang Sadang Serang No. 6
Cimahi, KB 48804";+62-85-006-5223;8,48181E+15;48804;6;19;Jawa Barat, 20-12-1974;49;Belum menikah;laki-laki;surat panggilan;32;38500000;97000000;386123;40;9
Thomas Townsend;"Gg. Laswi No. 20
Pekanbaru, PA 37910";+62 (0828) 626 7792;3,30811E+15;37910;6;18;Sulawesi Selatan, 08-08-1976;47;Cerai hidup;laki-laki;surat panggilan;36;26500000;496500000;676776;5;6
James Zuniga;"Gg. Gedebage Selatan No. 971
Sorong, JT 07817";+62-819-232-5487;9,42618E+15;7817;12;4;Lampung, 08-04-1985;38;Cerai hidup;laki-laki;surat panggilan;21;40000000;117500000;257673;34;9
John Parker;"Jalan KH Amin Jasuta No. 826
Lhokseumawe, KB 91821";+62 (79) 054-9782;1,09241E+15;91821;9;19;Papua Barat, 03-04-1960;63;Cerai mati;laki-laki;surat panggilan;33;193000000;480000000;678313;40;9
Mary Cunningham;"Gg. Rajawali Timur No. 80
Padang, SU 30355";+62 (0749) 261 7027;9,45104E+15;30355;18;12;Maluku, 11-08-1968;55;Cerai hidup;perempuan;surat panggilan;26;153500000;185000000;273917;83;9
Jonathan Browning;"Jl. Sentot Alibasa No. 9
Madiun, SB 84081";+62 (0370) 950-2044;9,6285E+15;84081;15;17;Kalimantan Utara, 16-09-1971;52;Menikah;laki-laki;surat panggilan;23;31000000;168000000;348726;18;7
Fred Cook;"Gang Suniaraja No. 763
Bengkulu, KR 60777";+62-90-485-8328;7,99208E+15;60777;6;16;Gorontalo, 16-06-1998;25;Cerai hidup;laki-laki;surat panggilan;34;80500000;210000000;613588;38;6
Susan Higgins;"Gg. Cihampelas No. 9
Bekasi, ST 85378";+62 (113) 363-6038;3,20862E+15;85378;14;17;Sumatera Utara, 28-11-1966;57;Cerai hidup;laki-laki;surat panggilan;22;254500000;321500000;261612;79;7
Spencer Fisher;"Jl. Jend. A. Yani No. 32
Tarakan, Maluku Utara 66643";+62 (228) 583 2087;5,56993E+15;66643;7;19;Jawa Timur, 13-05-1976;47;Belum menikah;perempuan;surat panggilan;25;12500000;258500000;392032;5;8
Tyler Wilson;"Jl. Pasir Koja No. 11
Bekasi, LA 50333";+62-79-028-7758;1,17767E+15;50333;5;1;Sumatera Barat, 10-04-1995;28;Menikah;perempuan;surat panggilan;31;340000000;357500000;364408;95;8
Terrence Banks;"Gang Pasir Koja No. 55
Kota Administrasi Jakarta Timur, Maluku Utara 26506";+62 (0045) 556 8478;1,63143E+15;26506;17;13;Nusa Tenggara Timur, 14-08-1983;40;Cerai mati;laki-laki;surat panggilan;33;173500000;254500000;591840;68;9
Douglas Bishop;"Gg. Cihampelas No. 1
Binjai, Kalimantan Barat 89433";+62-033-952-0536;8,66315E+15;89433;13;11;DKI Jakarta, 20-02-1972;51;Belum menikah;perempuan;surat panggilan;20;43000000;46000000;358953;93;8
Travis Davis;"Jl. R.E Martadinata No. 397
Banjarmasin, SU 98451";+62 (25) 029-6217;3,82319E+15;98451;4;19;Riau, 05-11-1979;44;Belum menikah;laki-laki;surat panggilan;31;18500000;251500000;410719;7;7
John Butler;"Gang Peta No. 41
Langsa, Bali 75358";+62 (00) 280-4958;2,19998E+15;75358;16;17;Gorontalo, 08-05-1998;25;Menikah;perempuan;surat panggilan;27;60000000;89000000;442328;67;8
