collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
2576099374048383,Sherry Thompson,"Jawa Timur, 18-08-1962",61,laki-laki,S2,"Bojong, Sukabumi, Jawa Barat, Indonesia",-6.958892571,106.8302594,15159,13,1,Senin-Jumat,Pagi-Siang
1884714918710589,Julie Cooper,"Jawa Tengah, 07-07-1994",29,laki-laki,S1,"Cokroyasan, Purworejo, Jawa Tengah, Jawa, 54172, Indonesia",-7.810203934,109.9302707,77704,2,10,Senin-Jumat,Pagi-Sore
5910537860785026,Stephanie Brooks,"Sumatera Utara, 09-05-2000",23,perempuan,S2,"Karanglayung, Sumedang, Jawa Barat, Indonesia",-6.706351718,108.0138574,81188,15,16,Senin-Jumat,Pagi-Siang
8005375328623475,Jacqueline Massey,"Jambi, 12-08-1977",46,laki-laki,SMA,"Kertaharja, Sumedang, Jawa Barat, Indonesia",-6.729046269,107.886349,7325,2,19,Senin-Jumat,Sore-Malam
6469448550869251,James Garcia,"DKI Jakarta, 05-05-1978",45,perempuan,SMA,"Saradan, Sragen, Jawa Tengah, Jawa, 57212, Indonesia",-7.465017106,110.9941073,53308,19,8,Senin-Minggu,Siang-Malam
8558316891793094,Donald Gonzalez,"Jawa Barat, 02-10-1969",54,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.440667253,108.990922,54897,2,19,Senin-Jumat,Sore-Malam
4306237496418232,Cheryl Weber,"Gorontalo, 10-09-1964",59,perempuan,S1,"Tangge Tengah, Purwojiwo, Wonosobo, Jawa Tengah, Jawa, 56371, Indonesia",-7.405358229,110.0036787,20873,15,3,Senin-Jumat,Sore-Malam
5853270946220784,Cody Benson,"Bengkulu, 18-04-1966",57,laki-laki,S1,"Cikondang, Cianjur, Jawa Barat, Indonesia",-6.881030447,107.2333321,11250,9,4,Senin-Minggu,Siang-Malam
8218710877299804,Daniel Byrd,"Sulawesi Selatan, 14-07-1960",63,perempuan,D3,"Jogomulyo, Magelang, Jawa Tengah, Jawa, 56161, Indonesia",-7.534681738,110.1589565,67014,5,2,Senin-Minggu,Pagi-Sore
6408845228961804,David Carey,"Sumatera Utara, 23-03-1987",36,perempuan,S3,"Jawa Barat, Jawa, Indonesia",-7.459438147,106.2934542,26177,7,1,Senin-Jumat,Sore-Malam
5425574385138407,Matthew Bright,"Nusa Tenggara Timur, 14-10-1987",36,perempuan,S1,"Pemalang, Jawa Tengah, Jawa, Indonesia",-6.949002998,109.3549755,56559,1,3,Senin-Jumat,Pagi-Siang
2988646419440964,Matthew Larson,"Bengkulu, 21-10-1965",58,perempuan,S1,Address not found,-7.861077367,105.9106131,38672,7,18,Senin-Minggu,Pagi-Siang
2348272243838817,April Arroyo,"Bali, 22-11-1991",32,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.620867776,109.5985674,26420,7,2,Senin-Jumat,Sore-Malam
1517820417699643,Julie Duncan,"Jawa Barat, 03-11-1976",47,perempuan,S2,"Paciran, Lamongan, Jawa Timur, Indonesia",-6.81374153,112.4026958,4830,17,15,Senin-Jumat,Sore-Malam
3596521313419565,Anita Rose,"Maluku, 24-07-1998",25,perempuan,SMA,"Nglandung, Madiun, Jawa Timur, 63173, Indonesia",-7.698074551,111.5076243,57684,19,5,Senin-Jumat,Siang-Malam
5512938890741717,Stephanie Herring,"Kalimantan Utara, 15-12-1969",54,perempuan,S2,"Ponorogo, Jawa Timur, Indonesia",-7.876112504,111.7175473,37796,9,2,Senin-Jumat,Sore-Malam
6.49221E+15,Claudia Mclaughlin,"Sumatera Utara, 04-01-1970",53,perempuan,S1,"Wonorejo, Kebumen, Jawa Tengah, Jawa, 54364, Indonesia",-7.613766298,109.5681024,13323,6,11,Senin-Minggu,Pagi-Sore
5815518630770526,Chad Rodriguez,"Riau, 10-05-1977",46,perempuan,S1,"Jayasari, Lebak, Banten, Indonesia",-6.498469349,106.1743252,32549,2,11,Senin-Minggu,Siang-Malam
5481554343287707,Matthew Haas,"Papua Barat, 01-04-1976",47,laki-laki,D4,"Sukasirna, Cianjur, Jawa Barat, Indonesia",-7.06531147,107.2468188,33300,20,9,Senin-Jumat,Siang-Malam
9.4228E+15,Bradley Norris,"Bali, 12-08-1999",24,laki-laki,S1,"Kripik, Demak, Jawa Tengah, Jawa, Indonesia",-6.803313002,110.5083022,29231,10,14,Senin-Jumat,Sore-Malam
1076304799907998,Dana Gutierrez,"Sumatera Barat, 16-12-1997",26,laki-laki,S1,"Mulyorejo, Blora, Jawa Tengah, 58312, Indonesia",-7.150247738,111.5504589,40372,10,3,Senin-Minggu,Siang-Malam
1729178029189133,Stacey Gonzalez,"Sumatera Barat, 17-12-1989",34,laki-laki,S1,"Randublatung, Blora, Jawa Tengah, Jawa, Indonesia",-7.198997431,111.384381,13036,1,1,Senin-Jumat,Sore-Malam
6.54404E+15,Elijah Bryant,"Jambi, 14-04-1986",37,laki-laki,S1,"Longok, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.411729271,108.3450482,5279,6,9,Senin-Jumat,Pagi-Siang
5595096166175677,Stacey Young,"Sumatera Barat, 26-03-1968",55,perempuan,S1,"Cirebon, Jawa Barat, 45121, Indonesia",-6.685799224,108.6252167,58695,18,8,Senin-Jumat,Pagi-Sore
2528581230309102,George Medina,"Kalimantan Barat, 10-03-1991",32,laki-laki,S1,"Kotabaru, Tasikmalaya, Jawa Barat, 46182, Indonesia",-7.369951829,108.2509151,35598,13,12,Senin-Jumat,Sore-Malam
4413536295316454,Emily Cook,"Bali, 09-09-1974",49,perempuan,S1,"Andapan Selatan, Wonoagung, Demak, Jawa Tengah, Jawa, Indonesia",-6.86236716,110.5543938,56794,16,4,Senin-Minggu,Sore-Malam
2989301610832778,Dr. Jared Gutierrez MD,"Jawa Barat, 13-01-1977",46,laki-laki,SMA,"Sindangkerta, Tasikmalaya, Jawa Barat, Indonesia",-7.721468899,108.0564136,93814,8,13,Senin-Minggu,Siang-Malam
6502451498634283,Mary Gonzales,"Jawa Timur, 07-03-1983",40,laki-laki,S1,"Karyamukti, Bandung Barat, Jawa Barat, 40912, Indonesia",-7.033038365,107.4797214,68953,7,3,Senin-Jumat,Pagi-Sore
3869183377077974,Kevin English,"Sulawesi Barat, 08-11-1996",27,laki-laki,S1,"Sirnarasa, Tanjungsari, Bogor, Jawa Barat, Indonesia",-6.657739208,107.1109959,98776,8,4,Senin-Jumat,Pagi-Sore
2722399381842915,Tammy Williams,"Banten, 19-05-1976",47,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.722270013,107.1997247,98991,20,17,Senin-Jumat,Sore-Malam
6618747348375536,Stacy Martin,"Banten, 26-08-1983",40,laki-laki,S1,"Bojong Koneng, Babakan Madang, Bogor, Jawa Barat, Indonesia",-6.602304858,106.9114677,97574,7,1,Senin-Jumat,Pagi-Sore
4030031384310909,Patricia Stark,"Sumatera Utara, 29-06-1980",43,laki-laki,D4,"Caringin, Garut, Jawa Barat, 44165, Indonesia",-7.438299031,107.5089743,57669,12,8,Senin-Jumat,Sore-Malam
8.7897E+15,Joshua Hardin,"Maluku Utara, 24-04-1961",62,perempuan,SMA,"Jenu, Tuban, Jawa Timur, Jawa, Indonesia",-6.811413808,111.9224129,70533,2,3,Senin-Jumat,Pagi-Sore
5.09034E+15,Tina Haas,"Jawa Timur, 04-10-1986",37,perempuan,SMA,"Gang Hibah I, RW 09, Baru, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13790, Indonesia",-6.326694492,106.8520461,18553,6,5,Senin-Jumat,Pagi-Siang
4848790098876582,Jimmy Vaughn,"Sumatera Selatan, 26-10-1985",38,perempuan,SMA,"Kutasari, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.405173226,108.8117642,93184,10,18,Senin-Jumat,Siang-Malam
2287144466237897,Julie Camacho,"Jawa Tengah, 06-02-1989",34,laki-laki,S1,"Pamoyanan, Tasikmalaya, Jawa Barat, Jawa, 46156, Indonesia",-7.132998527,108.1515894,33519,10,13,Senin-Minggu,Sore-Malam
5907517772877671,Kevin Randall,"Kalimantan Timur, 03-04-1967",56,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.694767253,112.2763198,11817,3,10,Senin-Jumat,Pagi-Sore
2634092047663081,Jeremiah Valenzuela,"Kalimantan Timur, 05-08-1982",41,perempuan,S1,"Kesrug, Wonosari, Batang, Jawa Tengah, Jawa, Indonesia",-7.113906702,109.9380416,11654,17,13,Senin-Jumat,Pagi-Siang
1403566957438781,Zachary Brock,"Nusa Tenggara Timur, 05-02-1998",25,laki-laki,S1,Address not found,-7.873587378,107.5377957,48066,16,15,Senin-Jumat,Sore-Malam
9323896845570109,Darryl Green,"Papua, 07-04-1981",42,laki-laki,S1,"Kebanaran, Banjarnegara, Jawa Tengah, Jawa, 21234, Indonesia",-7.491949017,109.5003293,19276,9,9,Senin-Jumat,Pagi-Sore
5325005713874827,Xavier Bailey,"Kalimantan Barat, 26-01-1980",43,laki-laki,SMA,"Gelar Anyar, Cianjur, Jawa Barat, 43266, Indonesia",-7.204009378,107.1272856,67114,16,20,Senin-Jumat,Pagi-Sore
6170477216557078,Jill Wilkerson,"Kepulauan Bangka Belitung, 15-06-1990",33,perempuan,S1,"Terangmas, Kudus, Jawa Tengah, Jawa, Indonesia",-6.92381708,110.8232988,88193,3,9,Senin-Jumat,Pagi-Sore
2743379397992015,Veronica Mosley,"Sumatera Selatan, 04-06-1994",29,perempuan,S1,"Ngadirejo, Sukoharjo, Jawa Tengah, Jawa, 57557, Indonesia",-7.571739348,110.7499365,7524,8,2,Senin-Jumat,Siang-Malam
8678158680212203,Jonathan Campos,"Jambi, 04-05-1994",29,laki-laki,S1,"Gedong, Wonogiri, Jawa Tengah, Jawa, Indonesia",-7.861323014,110.9928849,64350,5,6,Senin-Jumat,Pagi-Siang
8307901096652835,Vanessa Smith,"Sulawesi Tengah, 14-02-1985",38,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.370400451,110.1464485,79698,2,15,Senin-Jumat,Sore-Malam
6027213878988883,Darryl Humphrey,"Papua Barat, 13-06-1991",32,perempuan,D4,Address not found,-7.982371448,106.7168908,28718,10,2,Senin-Jumat,Sore-Malam
4.94858E+15,Amanda Rush,"Kepulauan Riau, 23-04-1983",40,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.833753716,108.5445039,46824,13,6,Senin-Jumat,Sore-Malam
3315040137188816,John Villarreal,"Sumatera Barat, 02-05-1978",45,perempuan,S1,"Ambal, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.86565926,109.7136258,2956,1,3,Senin-Jumat,Pagi-Siang
8586374666329239,Angela Mccarty,"Sumatera Barat, 28-06-1966",57,laki-laki,S1,"Curugluhur, Sukabumi, Jawa Barat, 43181, Indonesia",-7.228014024,106.8276105,52075,14,5,Senin-Jumat,Pagi-Siang
1555509552911616,Justin Jackson MD,"DKI Jakarta, 20-03-1999",24,perempuan,SMA,"Jawa Barat, Jawa, Indonesia",-7.007499401,106.4255546,9650,8,7,Senin-Jumat,Pagi-Sore
3414256672442385,Christopher Butler,"Sulawesi Tenggara, 08-06-1971",52,perempuan,D3,"Jenderal Soedirman University, Jalan Gunung Muria, Karangkobar, Karangwangkal, Banyumas, Jawa Tengah, Jawa, 53122, Indonesia",-7.408227883,109.2556637,70925,1,19,Senin-Jumat,Sore-Malam
4789701754201134,Amanda Hayes,"Jawa Tengah, 17-05-1971",52,laki-laki,S1,"Cikawung, Kabupaten Indramayu, Jawa Barat, Jawa, Indonesia",-6.654778841,108.0059104,32530,3,8,Senin-Jumat,Pagi-Sore
6553018417700773,Jerry Combs,"Aceh, 05-02-1964",59,perempuan,S1,"Sukamakmur, Bogor, Jawa Barat, Indonesia",-6.602662942,107.0383156,23855,17,12,Senin-Jumat,Siang-Malam
2463023812219947,Michael Leonard,"Kepulauan Riau, 30-11-1996",27,laki-laki,S1,"Gandoang, Brebes, Jawa Tengah, Jawa, Indonesia",-7.151120028,108.859441,79351,19,17,Senin-Minggu,Siang-Malam
2368781517475485,Alexis Lambert,"Sumatera Utara, 11-02-1965",58,perempuan,S1,"Gambir, Majalengka, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.463174923,109.6369207,97463,18,7,Senin-Jumat,Pagi-Siang
5795801331134582,Billy Miller,"Jawa Tengah, 20-12-1961",62,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-7.720761407,112.2390319,68479,12,19,Senin-Minggu,Sore-Malam
8.99356E+15,Dylan White,"Gorontalo, 21-02-1973",50,perempuan,SMA,"Kajen, Pekalongan, Jawa Tengah, Jawa, 51156, Indonesia",-7.033660111,109.5997615,29187,8,10,Senin-Jumat,Pagi-Sore
6.63057E+15,Michael Collins,"Kalimantan Tengah, 23-01-1985",38,perempuan,SMA,"Pemalang, Jawa Tengah, Jawa, Indonesia",-7.100432491,109.366545,26235,2,15,Senin-Jumat,Pagi-Siang
7659362497058669,James Gardner,"Maluku Utara, 02-03-1995",28,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.8256141,109.1770803,43120,5,18,Senin-Jumat,Sore-Malam
6951752377986584,Mark Sanchez,"Sumatera Selatan, 20-08-1982",41,laki-laki,D4,"Jawa Barat, Jawa, Indonesia",-7.910298963,108.4643292,8367,2,20,Senin-Jumat,Siang-Malam
7387101087897976,Christina Foster,"Sulawesi Tenggara, 17-10-1963",60,laki-laki,S3,"Cisarua, Bogor, Jawa Barat, 16750, Indonesia",-6.692367211,106.9477681,87546,3,11,Senin-Jumat,Pagi-Sore
4658269384399688,Aaron Gonzalez,"Kalimantan Utara, 06-09-1994",29,laki-laki,S1,"Sarangan, Magetan, Jawa Timur, Jawa, Indonesia",-7.673631638,111.2128023,65604,19,8,Senin-Jumat,Pagi-Siang
4201414863984667,Patricia Whitehead,"DI Yogyakarta, 10-11-1986",37,laki-laki,S1,"Sibubut, Jawa Barat, Indonesia",-6.563043048,108.4866889,16487,12,14,Senin-Jumat,Sore-Malam
8669062824057662,Kayla Myers,"Maluku Utara, 25-04-1977",46,perempuan,S1,"Simpang, Cianjur, Jawa Barat, Indonesia",-7.193443072,107.2157655,45943,15,5,Senin-Jumat,Siang-Malam
8553379858640366,Kimberly Ballard,"Kepulauan Bangka Belitung, 10-09-1992",31,perempuan,S2,"Sumberagung, Blora, Jawa Tengah, Jawa, Indonesia",-7.011513988,111.389094,73649,10,16,Senin-Jumat,Siang-Malam
7235225997783571,Rodney Lynch,"Kalimantan Selatan, 14-09-1980",43,perempuan,S1,"Jalan Tambakromo - Kawengan, Kawengan, Malo, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.066100683,111.6884857,69703,11,13,Senin-Jumat,Sore-Malam
9480720019459169,Mary Mosley,"Maluku, 07-05-1971",52,laki-laki,S2,"Klepek, Kunjang, Jawa Timur, Jawa, Indonesia",-7.659032938,112.144087,70859,13,18,Senin-Jumat,Sore-Malam
9296670347673741,Ricardo Armstrong,"Bengkulu, 26-07-1969",54,laki-laki,SMA,"Jawa Timur, Jawa, Indonesia",-6.837974148,112.4870896,43078,1,11,Senin-Jumat,Siang-Malam
8.14546E+15,Richard Lee,"Nusa Tenggara Timur, 10-07-1970",53,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.898549363,109.2689868,77706,19,11,Senin-Jumat,Sore-Malam
7725753646850555,Krystal Warren,"Sumatera Utara, 07-08-1993",30,perempuan,SMA,"Giripurwo, Girimulyo, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55671, Indonesia",-7.764090412,110.1625333,92381,17,12,Senin-Jumat,Pagi-Siang
5.18133E+15,Marilyn Bowman,"Gorontalo, 02-03-1961",62,perempuan,S1,"Ngliron, Blora, Jawa Tengah, Jawa, Indonesia",-7.122440158,111.4424069,87155,12,20,Senin-Jumat,Sore-Malam
4110427209605474,Patricia Clark,"Sumatera Selatan, 12-11-2000",23,perempuan,S1,"Mojo, Pemalang, Jawa Tengah, Jawa, Indonesia",-6.779966368,109.5292154,14872,17,1,Senin-Minggu,Pagi-Siang
4.20036E+15,Jill Collins,"Jawa Tengah, 16-06-1962",61,laki-laki,S1,"Perumnas Parung Panjang, Parung Panjang, Bogor, Jawa Barat, Indonesia",-6.35545628,106.5605802,69931,3,11,Senin-Jumat,Sore-Malam
9575490672508793,Bobby Lynn,"Bali, 29-06-1995",28,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.567190723,106.3138144,53790,18,1,Senin-Jumat,Sore-Malam
6601513326515621,Dawn English,"Papua Barat, 15-01-1984",39,laki-laki,SMA,"Jawa Timur, Jawa, Indonesia",-6.588069974,111.9969779,10018,3,7,Senin-Jumat,Siang-Malam
7.08168E+15,Linda Moreno,"Maluku Utara, 16-07-1968",55,perempuan,S1,"Kaligangsa Kulon, Brebes, Jawa Tengah, Jawa, 52218, Indonesia",-6.866354585,109.0756891,49350,15,3,Senin-Jumat,Siang-Malam
3449661521026913,Steven Lee,"Lampung, 19-03-1993",30,perempuan,S1,"Tegalega, Garut, Jawa Barat, 44165, Indonesia",-7.48041208,107.5534199,81837,2,19,Senin-Jumat,Pagi-Siang
1263385580124376,Stephanie Rowe,"Sumatera Utara, 23-08-1962",61,laki-laki,S1,"Karangreja, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.421825092,108.8059974,16016,17,5,Senin-Minggu,Pagi-Sore
7162862784398967,Nicholas Tran,"Lampung, 26-05-1962",61,perempuan,S1,"Sekaler, Suwawal, Jepara, Jawa Tengah, Jawa, 59452, Indonesia",-6.540329694,110.6907057,15783,15,11,Senin-Minggu,Pagi-Siang
4118386618759049,Mark Black,"Nusa Tenggara Timur, 28-07-1969",54,perempuan,S1,"Jalan Suryokusuman, Purworejo, Jawa Tengah, Jawa, 54114, Indonesia",-7.718179733,110.0006989,97704,15,19,Senin-Jumat,Pagi-Sore
7145645878700578,Duane Parrish,"Riau, 23-02-1964",59,laki-laki,S1,"Cimanggung, Sumedang, Jawa Barat, 45364, Indonesia",-6.959271844,107.8372507,13970,5,8,Senin-Jumat,Pagi-Sore
4803704917363469,Emily Salazar,"DKI Jakarta, 18-03-1971",52,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.570142527,110.6068528,91794,10,19,Senin-Jumat,Siang-Malam
1263079231414422,Jeffery Coleman,"Banten, 29-08-1997",26,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.431359493,106.6066887,50580,1,4,Senin-Minggu,Sore-Malam
4263466028116827,Matthew White,"Papua Barat, 18-11-1961",62,perempuan,SMA,"Ngawi, Jawa Timur, Jawa, 63211, Indonesia",-7.404038904,111.4634728,81774,4,20,Senin-Jumat,Siang-Malam
9150049402732054,Heather Stewart,"Kalimantan Tengah, 12-03-1984",39,laki-laki,S1,"Sambirejo, Sragen, Jawa Tengah, Jawa, Indonesia",-7.481600884,111.0670652,27004,7,9,Senin-Jumat,Sore-Malam
9345081691268158,Tiffany Pope,"Sumatera Utara, 05-10-1993",30,perempuan,SMA,"Ngaringan, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.05213,111.1951085,97404,10,8,Senin-Jumat,Pagi-Siang
9189297201610684,George Wright,"Banten, 09-10-1990",33,perempuan,S2,"Sukosari, Lamongan, Jawa Timur, Indonesia",-7.273471862,112.3502093,24702,5,7,Senin-Minggu,Siang-Malam
3363778124438679,Frances Young,"Papua, 29-04-1964",59,laki-laki,S1,"Jenisgelaran, Jombang, Jawa Timur, Jawa, Indonesia",-7.697158271,112.3414496,56193,13,6,Senin-Jumat,Sore-Malam
8781719173443577,Morgan Murray,"Kepulauan Riau, 06-06-1975",48,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.645209978,106.9829823,35821,14,14,Senin-Jumat,Pagi-Sore
1848809924609632,Matthew Thornton,"Sulawesi Tenggara, 04-01-1989",34,laki-laki,D3,"Wates Barat, Bade, Boyolali, Jawa Tengah, Jawa, 57385, Indonesia",-7.348760031,110.7012072,97490,17,9,Senin-Jumat,Sore-Malam
8364437813235338,Michael Jackson,"Bengkulu, 14-04-1972",51,perempuan,SMA,"Susukan, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.244336372,109.6733852,59594,10,18,Senin-Jumat,Sore-Malam
2325806687343569,Anthony Pierce,"Sumatera Utara, 26-10-1989",34,laki-laki,S1,"Curugciung, Pandeglang, Banten, Indonesia",-6.684942874,105.8719425,54352,17,18,Senin-Jumat,Siang-Malam
8016932331942337,Jackson Wright,"Kalimantan Tengah, 19-12-1985",38,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.36620347,112.0428683,96201,8,13,Senin-Minggu,Pagi-Sore
9633390373626499,April Miller,"Gorontalo, 13-01-1981",42,perempuan,SMA,"Jalan Raya Cibarusah, Sukamanah, Jonggol, Bogor, Jawa Barat, 16830, Indonesia",-6.442163959,107.060109,39487,1,15,Senin-Jumat,Sore-Malam
7.20693E+15,Linda Levine,"Lampung, 12-05-1996",27,perempuan,S3,Address not found,-7.757303001,106.4915228,81290,12,3,Senin-Jumat,Pagi-Sore
1065375053928935,Laura Dalton,"Sumatera Selatan, 24-10-1991",32,perempuan,S1,"Gentungan, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.544014775,110.9948896,38754,20,5,Senin-Jumat,Siang-Malam
7245110285805371,Michael Shepard,"Kalimantan Timur, 06-01-1991",32,laki-laki,S1,"Sindangsari, Ciamis, Jawa Barat, Jawa, Indonesia",-7.453472809,108.6162328,58501,6,8,Senin-Jumat,Siang-Malam
1213496469778274,Angela Cervantes,"Banten, 19-04-1983",40,laki-laki,S1,"Sedayu, Purworejo, Jawa Tengah, Indonesia",-7.656857797,110.1142359,25120,16,12,Senin-Jumat,Pagi-Siang
3334520340121716,Nicole Salazar,"Lampung, 30-03-1993",30,perempuan,SMA,"Masjid Rahmatan lil 'Alamin, Jalan Al Zaytun, Gantar, Kabupaten Indramayu, Jawa Barat, Jawa, Indonesia",-6.522555224,108.0117974,1007,1,6,Senin-Jumat,Siang-Malam
6391553707713937,Monica Frost MD,"Jawa Timur, 25-01-1976",47,laki-laki,D3,"Prabugantungan, Lebak, Banten, Jawa, Indonesia",-6.455607456,106.0653872,76315,5,3,Senin-Jumat,Sore-Malam
9516112042889428,Judith James,"Jawa Barat, 22-12-1979",44,perempuan,S1,"Karya Mekar, Tanjungsari, Bogor, Jawa Barat, 16840, Indonesia",-6.579113775,107.0825142,40601,11,18,Senin-Jumat,Siang-Malam
9783058646731281,Ryan Henry,"Jambi, 31-12-1964",59,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.980039472,109.1840025,15299,11,11,Senin-Jumat,Sore-Malam
4977332943048159,Amy Brown,"Jawa Timur, 07-09-1989",34,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-6.366174163,108.4536831,41664,8,11,Senin-Minggu,Sore-Malam
3176637207329261,Hector Tran,"Lampung, 16-05-1965",58,laki-laki,S1,Address not found,-7.997462394,106.592349,5131,1,14,Sabtu-Minggu,Pagi-Siang
7.17184E+15,Sharon Wiley,"Kalimantan Tengah, 09-06-1997",26,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.549650357,109.4964531,55186,4,11,Senin-Jumat,Pagi-Sore
9475905842197959,Lauren Davis,"Sumatera Selatan, 05-02-1964",59,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.517483893,107.1304219,39971,12,20,Senin-Jumat,Pagi-Siang
8242966924731832,Eric Phillips,"Sumatera Barat, 28-10-1976",47,laki-laki,SMA,"Purwakarta, Jawa Barat, 41152, Indonesia",-6.534280725,107.4114895,38147,15,17,Senin-Jumat,Pagi-Sore
5404571452656843,Tina Henderson,"Kalimantan Barat, 19-07-1997",26,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.666516288,109.5621719,4014,13,12,Senin-Minggu,Pagi-Sore
3782647262893576,Margaret Perez,"Sumatera Utara, 04-07-1998",25,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.427127402,111.5311068,90746,12,14,Sabtu-Minggu,Pagi-Sore
6287357638870566,Stephen Smith,"Sumatera Barat, 29-02-1964",59,perempuan,S2,"Jalan Kalimbulu, Bulurejo, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.682310479,109.3951911,97225,8,9,Senin-Jumat,Siang-Malam
6289121519803925,Shannon Frank,"Bengkulu, 14-10-1983",40,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.819439379,107.7938583,30180,18,18,Senin-Jumat,Sore-Malam
7187564079253742,Holly Johnson,"Bengkulu, 18-05-1966",57,perempuan,S1,"Rawamekar, Jawa Barat, Indonesia",-6.297899725,107.6278467,98770,4,7,Senin-Jumat,Pagi-Siang
7681340158873624,Michael Rodriguez,"Bengkulu, 28-08-1987",36,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-6.537817163,108.74874,84322,10,3,Senin-Jumat,Pagi-Sore
1137986645610416,Dana Green,"Banten, 29-12-1994",29,perempuan,S2,Address not found,-7.701498229,106.2984312,40206,8,6,Senin-Jumat,Siang-Malam
3748538842106977,Victoria Wright,"Lampung, 11-06-1980",43,perempuan,S1,"Sukorejo, Jombang, Jawa Timur, Jawa, 61461, Indonesia",-7.551055951,112.1706316,74840,19,15,Senin-Jumat,Sore-Malam
7773422853250725,Jason Wagner,"Papua, 10-10-1981",42,laki-laki,S1,"Mlokomanis Wetan, Wonogiri, Jawa Tengah, Jawa, 57784, Indonesia",-7.788737356,111.0079437,26910,14,5,Senin-Jumat,Siang-Malam
6629033135030784,Cynthia Chan,"Sulawesi Selatan, 13-10-1970",53,laki-laki,SMA,"Karya Mekar, Tanjungsari, Bogor, Jawa Barat, 16840, Indonesia",-6.568952304,107.1039741,20669,19,1,Senin-Jumat,Sore-Malam
2.5198E+15,Erin Jones MD,"Sumatera Selatan, 07-08-1988",35,laki-laki,S1,"Cikancas, Jawa Barat, 45170, Indonesia",-6.825839323,108.5284692,15092,4,20,Senin-Jumat,Sore-Malam
8678365864865562,Jody Robbins,"Kalimantan Barat, 27-08-1965",58,perempuan,S2,"Bobol, Sekar, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.414483657,111.6909003,33679,6,13,Senin-Jumat,Pagi-Sore
6616604797083949,Nichole Miller,"Sumatera Barat, 09-10-1992",31,perempuan,D4,"Gunungsari, Tasikmalaya, Jawa Barat, 46153, Indonesia",-7.302722035,108.1442747,73827,11,17,Senin-Jumat,Pagi-Sore
5587176775308406,Ronald Rojas,"Gorontalo, 02-11-1991",32,perempuan,S1,"Sawah Lama, Ciputat, Tangerang Selatan, Banten, 15413, Indonesia",-6.29224366,106.7288772,94945,13,14,Senin-Jumat,Sore-Malam
9770566816389947,Emily Mendez,"Kalimantan Tengah, 07-01-1982",41,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.524512416,112.4178886,83768,14,18,Senin-Jumat,Pagi-Siang
7.7514E+15,Jennifer Phillips,"Kalimantan Utara, 08-01-1976",47,perempuan,S1,"Tirip, Jambangan, Sragen, Jawa Tengah, Jawa, Indonesia",-7.288254714,110.9520564,4232,18,19,Senin-Jumat,Pagi-Siang
9664736003558578,Lisa Lyons,"Bali, 16-02-1968",55,perempuan,S1,"Jalan Gading - Ngalang, Ngalang, Gedangsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, 55862, Indonesia",-7.892287224,110.5743804,37218,14,4,Senin-Jumat,Siang-Malam
9192728255018979,Kimberly Waller,"Sulawesi Utara, 23-07-1975",48,laki-laki,SMA,"Gesik, Bango, Demak, Jawa Tengah, Jawa, 59511, Indonesia",-6.870714443,110.6802851,6422,19,11,Senin-Jumat,Pagi-Siang
