debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,aging,previous_collection_status,previous_payment_status,amount_of_late_days,tenure,best_collection_method,debtor_latitude,debtor_longitude
2288771861940482,Betania Tampubolon,laki-laki,"Kepulauan Bangka Belitung, 03-02-1981",42,"Jalan Abdul Muis No. 29
Batam, Papua 28634",28634,12,14,Cerai mati,Pegawai Swasta,Perum Pradana Utami Tbk,+62 (079) 920-0719,Akhir pekan,"pagi, sore, malam",91724720.23,S-1,634,Diragukan,Berhasil,Terlambat,9,17,Telepon,-6.701528,111.868562
3165747339703293,Taufan Wibowo,perempuan,"DI Yogyakarta, 16-09-1970",53,"Gang Sukabumi No. 6
Probolinggo, RI 63140",63140,19,20,Cerai hidup,Profesional,PT Prabowo Hastuti,+62 (027) 757-3358,Hari kerja,"pagi, malam",118832797.86113986,S-3,564,Lancar,Berhasil,Terlambat,0,31,Telepon,-7.102711,106.524011
3997713179153739,Perkasa Suryono,perempuan,"Sulawesi Tengah, 02-02-1982",41,"Jl. R.E Martadinata No. 75
Padangpanjang, Sulawesi Utara 11278",11278,1,3,Menikah,Pegawai Negeri,UD Lestari,+62 (66) 895 4606,Hari kerja,malam,18064823.144912384,S-2,773,Dalam Perhatian Khusus,Berhasil,Terlambat,0,7,Telepon,-8.194291,109.52789
6523041548576641,"dr. Jumadi Hardiansyah, M.TI.",laki-laki,"Kepulauan Riau, 28-08-1978",45,"Jl. Ronggowarsito No. 3
Bau-Bau, Nusa Tenggara Barat 60570",60570,4,13,Cerai hidup,Pengusaha,PT Tamba,+62 (087) 081 4497,Hari kerja,"pagi, malam",44717082.17198381,D-3,555,Kurang Lancar,Gagal,Terlambat,9,17,Field,-6.763589,112.596258
7977276665126046,Maryadi Kuswoyo,perempuan,"Kepulauan Riau, 26-11-1974",49,"Jl. Astana Anyar No. 23
Makassar, SU 07780",7780,11,12,Cerai hidup,Pegawai Swasta,UD Astuti,+62 (0454) 660-2781,Akhir pekan,"pagi, sore, malam",1000000,D-3,630,Lancar,Berhasil,Terlambat,0,3,Telepon,-6.062896,111.70492
8487506163607450,Banawi Yuniar,laki-laki,"Sulawesi Barat, 01-07-1978",45,"Gang Jayawijaya No. 166
Banjarbaru, Kalimantan Utara 08265",8265,7,8,Cerai mati,Buruh,PD Melani,+62 (43) 987 7363,Akhir pekan,"pagi, malam",63995813.97504294,D-4,628,Lancar,Berhasil,Terlambat,0,9,Telepon,-6.629752,106.864567
5874382059733674,Ella Lailasari,laki-laki,"Kalimantan Selatan, 25-09-1989",34,"Jl. Cikutra Barat No. 2
Probolinggo, Sumatera Utara 46635",46635,4,16,Cerai mati,Pegawai Swasta,PD Mandasari,+62 (93) 673-8531,Akhir pekan,"pagi, sore, malam",21486073.90029608,S-2,476,Dalam Perhatian Khusus,Gagal,Terlambat,4,3,Telepon,-6.646284,112.607794
6853958418230782,Drs. Mutia Wibowo,perempuan,"Maluku Utara, 17-11-1963",60,"Gang Cihampelas No. 8
Tangerang Selatan, KR 37982",37982,10,13,Belum menikah,Pengusaha,CV Mulyani,-4648,Akhir pekan,"pagi, sore, malam",64748864.72800165,S-1,583,Kurang Lancar,Berhasil,Tepat waktu,22,12,Field,-6.393332,107.282282
8658865813296343,Rahman Usada,laki-laki,"Papua, 20-01-1974",49,"Gg. Gegerkalong Hilir No. 475
Batu, BB 22257",22257,18,13,Cerai hidup,Pegawai Swasta,Perum Melani Tbk,+62 (0870) 815-4140,Hari libur nasional/cuti bersama,"pagi, sore, malam",57377692.44666885,SMP,497,Diragukan,Gagal,Terlambat,8,12,Field,-7.356144,110.902575
5050271428550166,H. Kawaya Sihombing,laki-laki,"Bengkulu, 27-12-1990",33,"Jalan Cikapayang No. 5
Metro, Kalimantan Utara 69514",69514,6,17,Belum menikah,Pegawai Swasta,CV Permadi Dabukke,+62 (98) 890-5907,Hari kerja,"pagi, malam",104743510.61703227,SMA,520,Diragukan,Gagal,Terlambat,4,31,Telepon,-6.522041,112.670602
7143680833473527,Kuncara Hasanah,laki-laki,"Kepulauan Bangka Belitung, 17-06-1964",59,"Gg. Surapati No. 4
Payakumbuh, JK 82304",82304,6,3,Belum menikah,Profesional,UD Ramadan Dongoran (Persero) Tbk,-10791,Hari kerja,"pagi, malam",9805463.100146964,D-4,681,Lancar,Gagal,Terlambat,0,3,Telepon,-6.532634,112.163546
5292163969643549,"Kasusra Pratama, M.M.",perempuan,"Bengkulu, 23-06-1964",59,"Gg. Moch. Ramdan No. 14
Padangpanjang, Kalimantan Utara 98829",98829,7,14,Cerai mati,Profesional,UD Novitasari Tbk,+62 (958) 746 2453,Akhir pekan,"pagi, sore, malam",37627161.22208995,SMP,435,Dalam Perhatian Khusus,Berhasil,Terlambat,0,10,Telepon,-6.743884,111.861974
6179213693087123,"T. Garang Lazuardi, M.TI.",laki-laki,"Kalimantan Barat, 22-05-1975",48,"Gang Medokan Ayu No. 366
Cilegon, NB 49029",49029,1,6,Menikah,Profesional,Perum Sitompul,-2407,Hari kerja,"pagi, malam",41036342,SD,586,Lancar,Berhasil,Tepat waktu,0,15,WhatsApp,-7.817036,112.205848
9273067683291265,Indah Nurdiyanti,laki-laki,"Riau, 24-04-1995",28,"Jalan Cikutra Timur No. 185
Kota Administrasi Jakarta Barat, JT 68277",68277,19,12,Cerai hidup,Pegawai Swasta,PD Prasetyo Saputra Tbk,+62 (85) 471-7910,Hari kerja,"pagi, malam",115408217.85182405,SMP,467,Kurang Lancar,Gagal,Terlambat,0,27,Telepon,-7.093483,111.635859
3825470994526949,Dimas Gunarto,perempuan,"Kalimantan Tengah, 15-10-1978",45,"Gg. Pacuan Kuda No. 3
Lubuklinggau, Sumatera Selatan 22221",22221,20,1,Menikah,Profesional,PD Uyainah Prasasta Tbk,-9856,Hari kerja,"pagi, malam",1000000,S-2,752,Lancar,Berhasil,Terlambat,0,4,Telepon,-8.210871,113.252526
9357946492700563,Puspa Tampubolon,laki-laki,"Aceh, 05-09-1990",33,"Gang Kebonjati No. 009
Serang, NB 83113",83113,1,7,Belum menikah,Profesional,PD Haryanto Tbk,+62 (045) 703 3817,Hari kerja,"pagi, malam",79833663.82983035,D-3,746,Kurang Lancar,Gagal,Terlambat,3,23,Telepon,-6.832688,110.683992
4504145638054913,Anastasia Mahendra,perempuan,"Bali, 12-09-1987",36,"Jl. Monginsidi No. 209
Bima, Kalimantan Barat 09074",9074,18,4,Cerai hidup,Pengusaha,CV Kuswoyo Tbk,+62 (585) 484 5096,Akhir pekan,"pagi, sore, malam",103051319.9072668,SMP,402,Diragukan,Gagal,Terlambat,6,25,Telepon,-8.060981,113.955993
6938617134809007,Novi Anggraini,laki-laki,"Sulawesi Tengah, 24-07-1994",29,"Jalan Pacuan Kuda No. 9
Kota Administrasi Jakarta Utara, Jawa Timur 18230",18230,8,7,Cerai hidup,Pengusaha,CV Hidayat Fujiati (Persero) Tbk,+62 (196) 854-0785,Hari kerja,"pagi, malam",41493115.39020159,D-4,676,Lancar,Berhasil,Terlambat,6,12,Telepon,-7.613072,110.534572
4413171810714755,Kenari Laksmiwati,laki-laki,"Sulawesi Selatan, 24-11-1971",52,"Gg. Astana Anyar No. 18
Banda Aceh, MU 83425",83425,20,16,Cerai mati,Pengusaha,PD Pratama Pangestu,+62 (89) 111 5558,Hari kerja,"pagi, malam",145936729.17388076,D-4,660,Dalam Perhatian Khusus,Berhasil,Terlambat,7,35,Telepon,-7.583203,113.978417
9550693446599171,Umaya Mandasari,perempuan,"Sulawesi Barat, 24-05-1992",31,"Jl. Bangka Raya No. 42
Sukabumi, Nusa Tenggara Barat 11829",11829,16,10,Belum menikah,Pegawai Swasta,Perum Hutagalung Gunawan (Persero) Tbk,-5309,Akhir pekan,"pagi, sore, malam",43655993.05494346,S-2,699,Dalam Perhatian Khusus,Gagal,Terlambat,0,7,Telepon,-7.010432,110.318095
8048483309535735,Gamani Adriansyah,perempuan,"Jambi, 22-04-1966",57,"Gang Cikutra Barat No. 2
Sibolga, Bengkulu 34080",34080,9,12,Cerai mati,Pegawai Swasta,PT Prayoga Utami,+62 (41) 044 3907,Hari kerja,"pagi, malam",148694151.6164682,SMP,621,Kurang Lancar,Berhasil,Terlambat,19,37,Field,-7.438827,109.156321
3643490383179815,drg. Sadina Safitri,perempuan,"Kepulauan Riau, 09-11-1989",34,"Gang PHH. Mustofa No. 3
Kota Administrasi Jakarta Selatan, Banten 00566",566,15,16,Cerai hidup,Pegawai Negeri,PT Padmasari Tbk,+62 (0016) 444 4177,Hari kerja,malam,107489634.54621032,D-4,647,Lancar,Berhasil,Tepat waktu,0,30,WhatsApp,-7.494989,109.004289
5601919293530335,Cahyono Pudjiastuti,perempuan,"Riau, 21-01-1987",36,"Jl. Abdul Muis No. 643
Semarang, BB 60493",60493,20,12,Menikah,Buruh,PT Megantara Tbk,+62 (467) 242-3985,Hari kerja,malam,124188085.34956014,SD,613,Diragukan,Berhasil,Terlambat,15,36,Field,-8.066774,106.981468
7452831219545722,Cahyanto Mahendra,laki-laki,"Lampung, 26-02-1981",42,"Gang BKR No. 46
Medan, Kalimantan Barat 15339",15339,17,20,Cerai hidup,Pengusaha,Perum Situmorang Hariyah Tbk,+62 (759) 477-7382,Hari kerja,"pagi, malam",77970996.94845943,S-3,529,Kurang Lancar,Berhasil,Terlambat,1,16,Telepon,-6.306242,113.666963
6219135885327343,Mila Rahimah,perempuan,"Kalimantan Barat, 26-12-1964",59,"Jl. Moch. Toha No. 62
Kota Administrasi Jakarta Selatan, Sulawesi Barat 43618",43618,20,17,Menikah,Buruh,CV Anggriawan,+62 (54) 138 7366,Hari kerja,malam,113656573.05969729,S-1,486,Lancar,Berhasil,Terlambat,0,27,Telepon,-7.94062,108.995452
6929806493837798,Wirda Damanik,laki-laki,"Sulawesi Barat, 08-03-1994",29,"Gang Tubagus Ismail No. 545
Batam, SS 53627",53627,3,17,Cerai mati,Pegawai Swasta,PT Rahmawati Rahimah (Persero) Tbk,-2927,Hari kerja,"pagi, malam",14301836.912027989,S-3,623,Macet,Berhasil,Terlambat,0,3,Telepon,-8.093047,108.608982
8842735715602611,Kacung Anggraini,laki-laki,"Jawa Barat, 21-05-1969",54,"Gang Dr. Djunjunan No. 2
Depok, JA 35248",35248,2,2,Cerai mati,Pegawai Negeri,Perum Jailani Putra,+62 (094) 807-7740,Akhir pekan,"pagi, sore, malam",74515129.20994638,S-3,565,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,18,WhatsApp,-7.918494,106.820561
8232351663503978,R.M. Hendri Andriani,laki-laki,"DKI Jakarta, 03-06-1991",32,"Jl. Suniaraja No. 0
Meulaboh, DI Yogyakarta 84940",84940,18,14,Cerai mati,Profesional,PT Usada Tbk,+62 (071) 073-9081,Hari libur nasional/cuti bersama,"pagi, sore, malam",37483450.55088662,SMA,631,Kurang Lancar,Berhasil,Tepat waktu,15,9,Field,-6.603253,111.518448
6921313736333730,Uli Saptono,laki-laki,"Papua Barat, 17-11-1996",27,"Jalan KH Amin Jasuta No. 11
Kotamobagu, SU 90222",90222,10,10,Cerai mati,Buruh,PT Pratiwi Tbk,+62 (023) 724-6870,Hari libur nasional/cuti bersama,"pagi, malam",1000000,D-4,696,Lancar,Berhasil,Terlambat,0,3,Telepon,-6.176941,108.075156
7076790920411124,Ibun Pranowo,perempuan,"Sumatera Utara, 15-11-1975",48,"Gang KH Amin Jasuta No. 9
Sorong, Maluku 68278",68278,12,3,Cerai mati,Buruh,UD Maryati,+62 (075) 999 3146,Akhir pekan,"pagi, malam",96132072.15294786,S-3,697,Kurang Lancar,Berhasil,Tepat waktu,4,21,WhatsApp,-7.017146,110.753968
9080563008648290,Ivan Hartati,laki-laki,"Maluku, 23-07-1990",33,"Jalan Veteran No. 27
Gorontalo, Sulawesi Tenggara 50561",50561,17,20,Cerai hidup,Pegawai Swasta,CV Lailasari Lailasari (Persero) Tbk,+62 (87) 944-8092,Hari kerja,"pagi, malam",17129535.843574144,D-4,686,Kurang Lancar,Gagal,Terlambat,4,5,Telepon,-7.25433,109.370215
5718247736821400,Laila Padmasari,perempuan,"Sulawesi Utara, 03-07-1970",53,"Jl. Ronggowarsito No. 296
Banjarbaru, KT 90205",90205,10,20,Cerai mati,Buruh,PT Prasasta (Persero) Tbk,+62 (080) 528-6435,Hari kerja,malam,83036042.02942714,SMA,351,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,21,WhatsApp,-7.690969,107.451133
2217167804105285,R. Kani Hartati,laki-laki,"Kalimantan Timur, 18-09-1973",50,"Gg. Cihampelas No. 189
Kediri, Nusa Tenggara Timur 60604",60604,5,20,Belum menikah,Buruh,UD Saefullah (Persero) Tbk,-2598,Hari kerja,malam,80993402.89374517,SMP,557,Diragukan,Gagal,Terlambat,0,17,Telepon,-7.656817,108.035729
3308565117606853,Dt. Nyoman Palastri,perempuan,"Lampung, 26-07-1995",28,"Gang Suryakencana No. 4
Manado, SN 32773",32773,6,15,Cerai mati,Buruh,UD Situmorang Tbk,+62 (0777) 913 6085,Akhir pekan,"pagi, malam",34243298.836380035,D-3,817,Kurang Lancar,Berhasil,Tepat waktu,5,10,WhatsApp,-6.710295,112.46758
5829410008804989,Aisyah Melani,perempuan,"Jawa Timur, 06-05-1970",53,"Gang Erlangga No. 829
Bau-Bau, Kalimantan Utara 34783",34783,11,3,Cerai mati,Pengusaha,Perum Hasanah Tbk,-9371,Hari kerja,"pagi, malam",44489512.02,S-1,583,Macet,Gagal,Terlambat,15,15,Field,-6.055518,113.632895
7683416183124436,Kacung Sirait,perempuan,"Sulawesi Utara, 21-02-1965",58,"Gg. Astana Anyar No. 2
Bau-Bau, Sulawesi Selatan 81184",81184,14,4,Cerai mati,Pegawai Swasta,PT Agustina (Persero) Tbk,+62 (003) 270 4398,Hari kerja,"pagi, malam",29601380.92949702,D-3,471,Diragukan,Berhasil,Terlambat,5,5,Telepon,-6.179341,112.209542
2316077310850580,Dr. Elisa Hutagalung,laki-laki,"Banten, 02-10-1998",25,"Gang Asia Afrika No. 7
Cimahi, Sumatera Barat 22600",22600,13,20,Cerai mati,Pegawai Swasta,PD Saptono Wijaya,+62 (913) 596 0016,Hari kerja,"pagi, malam",59519537.304634914,S-1,481,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,19,WhatsApp,-6.262739,113.745903
3186083973424307,Daliono Purwanti,laki-laki,"Kalimantan Selatan, 20-09-1989",34,"Gang Veteran No. 62
Pekalongan, Kalimantan Timur 55236",55236,2,16,Menikah,Pegawai Negeri,CV Hassanah (Persero) Tbk,+62 (0325) 714-1968,Akhir pekan,"pagi, sore, malam",64128221.44818328,SMP,692,Macet,Gagal,Terlambat,19,13,Field,-6.28178,112.73393
8385686562910234,Martaka Tarihoran,perempuan,"Jambi, 12-11-1974",49,"Gg. Ahmad Yani No. 17
Semarang, DI Yogyakarta 18750",18750,10,16,Cerai mati,Pengusaha,Perum Puspasari Sitompul Tbk,+62 (03) 226-7481,Hari kerja,"pagi, malam",183165362.2944136,S-3,704,Dalam Perhatian Khusus,Berhasil,Terlambat,0,49,Telepon,-8.253416,111.009739
8720623947870564,Lili Prasetyo,laki-laki,"Sumatera Barat, 26-06-1997",26,"Jl. M.H Thamrin No. 25
Kota Administrasi Jakarta Pusat, BB 91252",91252,8,7,Menikah,Pegawai Swasta,UD Prasetya,-6890,Akhir pekan,"pagi, sore, malam",1000000,S-2,652,Diragukan,Berhasil,Terlambat,7,6,Telepon,-7.929928,107.437224
2436255638491216,"Dr. Oni Mustofa, M.M.",perempuan,"Nusa Tenggara Timur, 14-05-1972",51,"Jl. Jayawijaya No. 05
Bengkulu, JA 13418",13418,17,14,Cerai hidup,Pegawai Swasta,PT Kusmawati,-3334,Hari kerja,"pagi, malam",145055279.06342608,S-1,540,Dalam Perhatian Khusus,Berhasil,Terlambat,0,34,Telepon,-8.234956,108.845739
2161103256303974,dr. Zaenab Pratiwi,perempuan,"Kalimantan Barat, 19-10-1967",56,"Gang Rumah Sakit No. 82
Bengkulu, JA 82893",82893,19,7,Belum menikah,Pegawai Swasta,Perum Putra,+62 (23) 698-8179,Akhir pekan,"pagi, sore, malam",112242758.30301689,SD,433,Diragukan,Gagal,Terlambat,3,34,Telepon,-7.732999,113.754454
6451622436722132,Cahyanto Waskita,laki-laki,"Jawa Timur, 06-07-1974",49,"Jalan Pelajar Pejuang No. 65
Prabumulih, Kalimantan Selatan 86552",86552,12,20,Belum menikah,Pegawai Swasta,PT Utami,+62 (057) 725 0155,Akhir pekan,"pagi, sore, malam",83836452.18925372,D-4,674,Diragukan,Berhasil,Terlambat,6,17,Telepon,-6.305625,109.667595
4174978162257592,"Cut Sari Prasetya, M.TI.",laki-laki,"Bali, 30-07-1972",51,"Gg. Raya Ujungberung No. 261
Sawahlunto, Sumatera Barat 70690",70690,4,20,Belum menikah,Pegawai Negeri,CV Aryani Tbk,+62 (081) 040 6711,Hari kerja,malam,70189682.35527156,SMA,588,Kurang Lancar,Gagal,Terlambat,13,22,Field,-8.282938,113.182433
3920650190652897,Dt. Wira Simbolon,perempuan,"Jambi, 28-08-2000",23,"Gg. Ir. H. Djuanda No. 41
Tangerang Selatan, Jawa Tengah 19237",19237,7,13,Belum menikah,Profesional,UD Riyanti (Persero) Tbk,+62 (99) 999 2086,Hari kerja,"pagi, malam",139250923.46681955,SMP,250,Diragukan,Berhasil,Terlambat,5,40,Telepon,-6.320489,107.545042
1732517951671108,Atmaja Simanjuntak,perempuan,"Bengkulu, 07-08-1970",53,"Gg. Dipatiukur No. 454
Batam, SR 94437",94437,7,11,Cerai mati,Profesional,PT Palastri Gunarto Tbk,+62 (494) 789-3870,Hari kerja,"pagi, malam",137178092.86248213,SD,705,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,36,WhatsApp,-7.380331,106.845443
8174703035889118,"Ulva Saefullah, S.Pd",perempuan,"Sulawesi Selatan, 19-03-1998",25,"Jl. Pasirkoja No. 27
Batam, Sulawesi Tenggara 19547",19547,10,5,Menikah,Buruh,CV Pradana Yuliarti (Persero) Tbk,-9185,Akhir pekan,"pagi, malam",89176774.90574121,S-1,530,Lancar,Berhasil,Tepat waktu,0,25,WhatsApp,-7.227487,106.903082
1622247261592135,Ratna Nurdiyanti,perempuan,"Kalimantan Barat, 07-01-1993",30,"Gg. Gegerkalong Hilir No. 944
Langsa, Kalimantan Timur 41910",41910,2,11,Menikah,Profesional,PT Yolanda Maryadi Tbk,-2261,Hari kerja,"pagi, malam",65743370.22937824,SMA,410,Diragukan,Gagal,Terlambat,3,21,Telepon,-8.104124,113.040471
7543163036484140,Lala Usamah,laki-laki,"Maluku, 31-03-1992",31,"Gang Rungkut Industri No. 73
Tangerang, JT 54764",54764,17,15,Cerai mati,Pegawai Swasta,Perum Widodo,-6950,Hari kerja,"pagi, malam",153206569.08484185,SMA,780,Lancar,Berhasil,Tepat waktu,4,36,WhatsApp,-7.511193,108.762624
5568585298302321,"Ilyas Wahyudin, M.Farm",laki-laki,"Kalimantan Utara, 08-11-1992",31,"Gang BKR No. 55
Bandar Lampung, Kalimantan Timur 85782",85782,7,4,Cerai mati,Pegawai Negeri,PD Permata (Persero) Tbk,+62 (008) 688-3663,Hari kerja,malam,48662057.44173148,SD,675,Macet,Berhasil,Tepat waktu,11,17,WhatsApp,-7.182771,107.23346
1092125525974620,Vanesa Dongoran,perempuan,"Jambi, 23-04-1969",54,"Jl. W.R. Supratman No. 30
Pangkalpinang, Sulawesi Selatan 29211",29211,16,19,Menikah,Pengusaha,PD Prasasta Tbk,-7889,Hari kerja,"pagi, malam",179448748.8433066,S-3,653,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,46,WhatsApp,-7.918268,113.949487
6169983103777397,Ozy Yolanda,perempuan,"Kepulauan Riau, 25-09-1995",28,"Gg. Astana Anyar No. 93
Subulussalam, Maluku 65162",65162,14,10,Cerai mati,Profesional,PT Pratama Tbk,-7333,Akhir pekan,"pagi, sore, malam",174395636.0519522,D-3,766,Diragukan,Gagal,Terlambat,17,42,Field,-7.928336,109.676659
9027791784826277,"Hasna Pratama, S.Kom",laki-laki,"Sulawesi Barat, 17-02-1994",29,"Jalan Soekarno Hatta No. 05
Palu, KI 46429",46429,19,13,Cerai mati,Profesional,PD Budiman Damanik,+62 (061) 675 1732,Akhir pekan,"pagi, sore, malam",167948739.80613527,S-1,443,Dalam Perhatian Khusus,Berhasil,Tepat waktu,3,44,WhatsApp,-7.097955,110.795808
6837440644199863,"R. Ulva Wahyuni, S.Farm",perempuan,"Nusa Tenggara Timur, 04-11-1963",60,"Gang Rajiman No. 228
Padang Sidempuan, Lampung 60483",60483,4,17,Cerai hidup,Buruh,Perum Iswahyudi,-8338,Hari kerja,malam,36149912.14522989,SD,696,Diragukan,Gagal,Terlambat,20,12,Field,-7.159996,107.253962
7703625949147094,Iriana Prayoga,perempuan,"Kalimantan Timur, 25-09-1984",39,"Gang Pasteur No. 444
Bengkulu, NT 45104",45104,17,20,Menikah,Pengusaha,PT Najmudin (Persero) Tbk,+62 (90) 182-9686,Hari kerja,"pagi, malam",124540763.3516878,D-4,695,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,29,WhatsApp,-7.667135,113.151312
7777494462608769,Sutan Edi Halimah,perempuan,"Sumatera Selatan, 11-02-1993",30,"Gg. Erlangga No. 373
Banjar, YO 56253",56253,19,19,Cerai hidup,Pegawai Negeri,PT Uyainah Pertiwi (Persero) Tbk,+62 (81) 117 0636,Akhir pekan,"pagi, sore, malam",2189847.168404758,S-1,558,Lancar,Berhasil,Tepat waktu,0,5,WhatsApp,-6.624494,112.720808
4431820626774232,Yuliana Nasyidah,perempuan,"Kalimantan Barat, 23-03-1981",42,"Gg. S. Parman No. 29
Pekalongan, NT 97657",97657,12,6,Cerai hidup,Pegawai Negeri,Perum Damanik,+62 (018) 324-5421,Hari kerja,malam,49750491.1,SMA,646,Macet,Berhasil,Terlambat,21,8,Field,-6.24818,106.818595
8400408663896067,"Puti Maimunah Latupono, M.Ak",perempuan,"Kalimantan Tengah, 26-07-1962",61,"Jl. Rajiman No. 82
Jayapura, ST 38291",38291,18,16,Cerai mati,Profesional,PD Iswahyudi Maryadi,-8924,Akhir pekan,"pagi, sore, malam",61698184.95,SMA,531,Lancar,Berhasil,Tepat waktu,0,11,WhatsApp,-6.45242,110.586869
9117835254172114,"Laras Andriani, S.E.",perempuan,"Kalimantan Timur, 16-01-1989",34,"Gang Cihampelas No. 809
Bima, JK 09243",9243,13,2,Menikah,Pegawai Swasta,PD Sitorus Yolanda Tbk,+62 (0192) 814-3139,Hari kerja,"pagi, malam",2307473.6453846246,D-3,563,Dalam Perhatian Khusus,Berhasil,Tepat waktu,2,3,WhatsApp,-6.323503,108.440206
5333126888120739,Daruna Hutasoit,laki-laki,"Sulawesi Utara, 13-04-1999",24,"Jl. Gardujati No. 0
Padangpanjang, Kalimantan Barat 60851",60851,3,19,Cerai mati,Pegawai Negeri,PT Hariyah Sihombing (Persero) Tbk,+62 (656) 863 2149,Akhir pekan,"pagi, sore, malam",136413994.67634916,D-3,768,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,31,WhatsApp,-8.240807,109.575858
5167498737086859,dr. Ilsa Budiman,perempuan,"Kalimantan Selatan, 28-03-1960",63,"Gang Sadang Serang No. 56
Pangkalpinang, KI 84638",84638,8,10,Menikah,Profesional,Perum Zulaika Sitorus (Persero) Tbk,+62 (93) 070-3404,Hari kerja,"pagi, malam",71202051.93072663,D-4,621,Lancar,Gagal,Terlambat,0,20,Telepon,-8.26084,106.286661
8147122869435467,Drs. Lurhur Saefullah,perempuan,"Riau, 31-05-1976",47,"Gg. Cihampelas No. 18
Binjai, DI Yogyakarta 57147",57147,16,14,Belum menikah,Pegawai Negeri,UD Hutapea Marpaung (Persero) Tbk,+62 (873) 252-9833,Akhir pekan,"pagi, sore, malam",62778241.53461109,D-4,549,Kurang Lancar,Gagal,Terlambat,5,21,Telepon,-8.238361,109.087978
6314064989285246,"R. Prasetyo Pangestu, S.Gz",laki-laki,"Sumatera Utara, 27-03-1982",41,"Jl. Kutisari Selatan No. 4
Bandung, KU 65464",65464,11,20,Menikah,Buruh,CV Napitupulu Mayasari Tbk,-4676,Akhir pekan,"pagi, malam",82211985.67,S-1,718,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,19,WhatsApp,-7.35916,110.127019
5901100523659092,Hasta Nababan,perempuan,"Kalimantan Selatan, 21-10-1983",40,"Gang Moch. Ramdan No. 3
Pontianak, JB 71502",71502,14,15,Cerai hidup,Pegawai Negeri,Perum Puspasari Yuniar (Persero) Tbk,-11165,Hari kerja,malam,25823008.55261139,D-3,621,Kurang Lancar,Gagal,Terlambat,13,9,Field,-6.519242,107.798412
1113534906546450,"Cut Lala Firgantoro, S.Gz",perempuan,"Sulawesi Utara, 15-01-1982",41,"Gg. Ahmad Dahlan No. 48
Medan, KI 87265",87265,9,1,Cerai mati,Profesional,CV Kuswandari (Persero) Tbk,-6759,Hari kerja,"pagi, malam",70349791.84810615,SMP,597,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,16,WhatsApp,-6.54591,113.08202
6808517312907418,Cengkir Mandasari,perempuan,"Bali, 05-01-1967",56,"Gg. Sadang Serang No. 84
Mojokerto, Kepulauan Bangka Belitung 04806",4806,3,2,Cerai hidup,Pegawai Negeri,Perum Usada (Persero) Tbk,+62 (053) 411-0794,Akhir pekan,"pagi, sore, malam",87983571.37469308,SMA,502,Diragukan,Berhasil,Terlambat,12,23,Telepon,-6.65013,107.37949
6891901023865773,"dr. Diah Purwanti, M.Farm",laki-laki,"Kalimantan Timur, 16-05-1960",63,"Jl. Peta No. 82
Lubuklinggau, JK 85719",85719,1,3,Belum menikah,Pegawai Negeri,PD Samosir Susanti,+62 (22) 270-4846,Hari kerja,malam,68878335.70391327,SD,468,Macet,Berhasil,Tepat waktu,0,14,WhatsApp,-7.524979,112.194656
2414068249437912,Eka Anggraini,perempuan,"Maluku, 29-02-1992",31,"Gg. Sukabumi No. 1
Surakarta, Kalimantan Utara 15239",15239,8,11,Menikah,Pengusaha,CV Waskita (Persero) Tbk,+62 (049) 858-2463,Hari kerja,"pagi, malam",42819145.31951872,SD,489,Macet,Gagal,Terlambat,7,12,Telepon,-6.283628,106.201825
3701114910118189,Cahyanto Samosir,laki-laki,"DKI Jakarta, 26-09-1979",44,"Jl. M.H Thamrin No. 20
Sorong, SS 79505",79505,20,13,Belum menikah,Pegawai Negeri,UD Anggraini Megantara Tbk,-7216,Hari kerja,malam,165893866.9583944,SMP,250,Kurang Lancar,Berhasil,Tepat waktu,18,36,Field,-7.376129,109.731901
3742044457171940,Uli Prabowo,perempuan,"Jambi, 16-12-1987",36,"Gg. Waringin No. 62
Pagaralam, Sulawesi Tenggara 60175",60175,12,5,Menikah,Pegawai Negeri,Perum Sinaga Hutapea Tbk,-9250,Hari kerja,malam,63659919.91514966,SMA,491,Macet,Berhasil,Terlambat,3,21,Telepon,-6.362215,110.286003
6603851205586692,"Balangga Kusumo, S.Psi",laki-laki,"Bali, 08-09-1982",41,"Jl. Cikutra Barat No. 1
Batu, Bali 77669",77669,12,17,Menikah,Pegawai Negeri,UD Yuniar Wacana Tbk,+62 (061) 756-3909,Hari kerja,malam,69933543.75722618,D-4,618,Macet,Gagal,Terlambat,21,17,Field,-7.564503,106.837779
