debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Eli Jailani,perempuan,33,Belum menikah,0,SMA,2,5000000,1600000,300000000.0,0.25,20000000,60000000,6,48,1409102,41.44,132800000.0,Lemah,Tinggi,Baik,kredit kendaraan bermotor,450,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1409102 dan bunga pertahun sebesar 6%."
"Wira Purnawati, M.Pd",laki-laki,24,Sudah menikah,5,S1,0,12500000,4100000,670000000.0,0.2,60000000,240000000,5,48,5527030,65.8,317800000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5527030 dan bunga pertahun sebesar 5%."
Cakrawangsa Kusumo,laki-laki,31,Belum menikah,0,S1,6,29500000,12400000,240000000.0,0.3,240000000,560000000,8,120,6794345,39.73,589200000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6794345 dan bunga pertahun sebesar 8%."
Budi Utami,perempuan,17,Sudah menikah,1,SMA,0,3500000,1500000,170000000.0,0.35,175000000,325000000,7,120,3773526,188.68,83000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 325000000 dengan cicilan per bulan sebesar 3773526 dan bunga pertahun sebesar 7%."
Asman Manullang,laki-laki,41,Sudah menikah,5,S1,1,11000000,2400000,720000000.0,0.2,60000000,240000000,10,48,6087020,70.78,308200000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1350,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 6087020 dan bunga pertahun sebesar 10%."
Elma Haryanti,laki-laki,24,Belum menikah,0,D4,0,6500000,2400000,430000000.0,0.25,20000000,60000000,5,48,1381758,33.7,170200000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1381758 dan bunga pertahun sebesar 5%."
Aris Sitompul,perempuan,44,Sudah menikah,4,SMA,2,3000000,1700000,260000000.0,0.3,150000000,350000000,8,120,4246466,326.65,79600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4246466 dan bunga pertahun sebesar 8%."
Sabar Yuliarti,perempuan,28,Sudah menikah,1,D4,2,16000000,6200000,160000000.0,0.2,60000000,240000000,6,48,5636407,57.51,327600000.0,Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
"Zulfa Hastuti, M.M.",perempuan,31,Belum menikah,0,S1,5,19000000,10000000,700000000.0,0.2,60000000,240000000,6,48,5636407,62.63,411000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
Daliono Hutapea,laki-laki,40,Sudah menikah,3,S2,7,37500000,21100000,590000000.0,0.2,100000000,400000000,9,72,7210215,43.96,712800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7210215 dan bunga pertahun sebesar 9%."
Novi Ramadan,laki-laki,26,Cerai Mati,0,SD,6,9000000,5100000,110000000.0,0.15,52500000,297500000,9,72,5362597,137.5,171800000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5362597 dan bunga pertahun sebesar 9%."
"Mursinin Sinaga, S.E.I",perempuan,37,Sudah menikah,4,S1,5,14000000,3100000,110000000.0,0.2,60000000,240000000,6,48,5636407,51.71,314800000.0,Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
"Julia Tampubolon, S.Psi",laki-laki,36,Sudah menikah,1,SMA,3,5000000,1500000,250000000.0,0.15,52500000,297500000,3,72,4520119,129.15,130000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4520119 dan bunga pertahun sebesar 3%."
Cut Ani Wijayanti,laki-laki,41,Belum menikah,0,S2,0,10500000,3600000,350000000.0,0.35,175000000,325000000,10,120,4294899,62.24,243800000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 325000000 dengan cicilan per bulan sebesar 4294899 dan bunga pertahun sebesar 10%."
Garan Widodo,laki-laki,32,Cerai Mati,1,S2,5,28000000,7900000,640000000.0,0.2,100000000,400000000,11,72,7613632,37.88,646200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7613632 dan bunga pertahun sebesar 11%."
Kambali Saragih,laki-laki,31,Belum menikah,0,SMA,3,5500000,2800000,150000000.0,0.2,16000000,64000000,7,48,1532560,56.76,116400000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Septi Palastri,perempuan,32,Belum menikah,0,D3,6,12500000,3500000,410000000.0,0.25,125000000,375000000,6,120,4163269,46.26,305000000.0,Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4163269 dan bunga pertahun sebesar 6%."
Puji Suwarno,perempuan,39,Belum menikah,0,SMA,4,7000000,2600000,180000000.0,0.2,16000000,64000000,7,48,1532560,34.83,158800000.0,Cukup,Menengah,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Cahyo Andriani,perempuan,20,Cerai Mati,0,SMA,0,4500000,1100000,280000000.0,0.2,70000000,280000000,10,72,5187235,152.57,122800000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 5187235 dan bunga pertahun sebesar 10%."
"Mahmud Simanjuntak, M.TI.",laki-laki,29,Belum menikah,0,SMP,2,4000000,2000000,290000000.0,0.2,16000000,64000000,11,48,1654113,82.71,103000000.0,Lemah,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1654113 dan bunga pertahun sebesar 11%."
Daryani Mandala,laki-laki,32,Sudah menikah,3,SMA,4,6500000,3500000,230000000.0,0.25,125000000,375000000,6,120,4163269,138.78,141000000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4163269 dan bunga pertahun sebesar 6%."
"Fitria Laksita, M.TI.",laki-laki,28,Cerai Hidup,1,S1,4,20500000,12300000,650000000.0,0.2,100000000,400000000,9,72,7210215,87.93,413400000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7210215 dan bunga pertahun sebesar 9%."
"Ajimat Suryatmi, M.Kom.",perempuan,37,Sudah menikah,3,S1,10,37500000,20000000,530000000.0,0.2,100000000,400000000,11,72,7613632,43.51,723000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7613632 dan bunga pertahun sebesar 11%."
drg. Chandra Salahudin,perempuan,38,Sudah menikah,3,S2,9,43500000,22800000,110000000.0,0.2,100000000,400000000,6,72,6629155,32.02,790400000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6629155 dan bunga pertahun sebesar 6%."
Icha Fujiati,perempuan,58,Sudah menikah,2,S2,2,15500000,7300000,440000000.0,0.2,600000,2400000,8,72,42080,0.51,330400000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
Slamet Tamba,laki-laki,31,Sudah menikah,5,S1,5,9000000,3000000,200000000.0,0.15,52500000,297500000,7,72,5072079,84.53,205000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5072079 dan bunga pertahun sebesar 7%."
R. Lurhur Saptono,perempuan,33,Belum menikah,0,S3,3,20000000,8800000,910000000.0,0.15,450000,2550000,10,72,47241,0.42,468400000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 47241 dan bunga pertahun sebesar 10%."
Gilda Novitasari,laki-laki,36,Sudah menikah,4,S2,6,48000000,21000000,620000000.0,0.3,240000000,560000000,11,120,7714001,28.57,968000000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7714001 dan bunga pertahun sebesar 11%."
dr. Dacin Zulaika,laki-laki,31,Sudah menikah,1,SMA,7,6500000,2000000,170000000.0,0.15,52500000,297500000,6,72,4930434,109.57,156000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4930434 dan bunga pertahun sebesar 6%."
Asman Rahimah,laki-laki,36,Sudah menikah,5,S2,6,52000000,20400000,920000000.0,0.2,100000000,400000000,4,72,6258073,19.8,1101200000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit kendaraan bermotor,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6258073 dan bunga pertahun sebesar 4%."
Atma Winarsih,laki-laki,41,Sudah menikah,1,SMA,3,5500000,3000000,230000000.0,0.15,52500000,297500000,9,72,5362597,214.5,122000000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5362597 dan bunga pertahun sebesar 9%."
"drg. Parman Mayasari, M.M.",perempuan,10,Sudah menikah,2,SD,0,3500000,1900000,260000000.0,0.2,16000000,64000000,5,48,1473875,92.12,87200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2500,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1473875 dan bunga pertahun sebesar 5%."
Atmaja Hakim,perempuan,40,Sudah menikah,1,SD,3,4000000,1600000,110000000.0,0.2,16000000,64000000,9,48,1592643,66.36,90800000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1592643 dan bunga pertahun sebesar 9%."
Umi Nugroho,laki-laki,31,Sudah menikah,2,S1,4,17000000,7900000,360000000.0,0.25,125000000,375000000,9,120,4750342,52.2,353200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
"R. Azalea Widiastuti, S.E.I",laki-laki,14,Belum menikah,0,SMA,0,4000000,2300000,280000000.0,0.25,125000000,375000000,10,120,4955653,291.51,96400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Prayoga Nashiruddin,perempuan,28,Belum menikah,0,S2,1,11000000,6300000,790000000.0,0.3,150000000,350000000,10,120,4625276,98.41,268400000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Adikara Pudjiastuti,laki-laki,23,Sudah menikah,1,S1,0,17000000,9100000,410000000.0,0.2,60000000,240000000,6,48,5636407,71.35,339800000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
dr. Wasis Novitasari,perempuan,39,Sudah menikah,2,SD,0,4000000,1400000,180000000.0,0.2,16000000,64000000,12,48,1685365,64.82,97200000.0,Sangat Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1450,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1685365 dan bunga pertahun sebesar 12%."
"Drs. Nova Saptono, S.E.",laki-laki,39,Belum menikah,0,SMA,9,8000000,2600000,260000000.0,0.3,150000000,350000000,8,120,4246466,78.64,195800000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4246466 dan bunga pertahun sebesar 8%."
"Drs. Rini Prasetyo, S.E.",perempuan,27,Sudah menikah,5,SMA,6,11000000,5200000,260000000.0,0.15,450000,2550000,5,72,41068,0.71,233600000.0,Cukup,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
"Yuliana Handayani, M.Ak",laki-laki,40,Cerai Hidup,1,D4,7,15000000,6900000,170000000.0,0.2,600000,2400000,10,72,44462,0.55,301200000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 44462 dan bunga pertahun sebesar 10%."
Maryanto Prasasta,perempuan,30,Belum menikah,0,D4,4,16000000,9000000,320000000.0,0.2,60000000,240000000,11,48,6202925,88.61,312000000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 6202925 dan bunga pertahun sebesar 11%."
Uli Sihombing,perempuan,19,Cerai Mati,1,SD,0,3500000,1100000,110000000.0,0.25,20000000,60000000,6,48,1409102,58.71,81800000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1409102 dan bunga pertahun sebesar 6%."
Dina Firmansyah,perempuan,33,Sudah menikah,3,D4,6,38000000,13800000,100000000.0,0.25,200000000,600000000,8,120,7279656,30.08,762400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 7279656 dan bunga pertahun sebesar 8%."
Indra Wahyudin,perempuan,30,Sudah menikah,1,S1,0,15500000,8200000,620000000.0,0.25,125000000,375000000,9,120,4750342,65.07,335600000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
R. Betania Hidayat,perempuan,37,Belum menikah,0,D4,3,14000000,6000000,580000000.0,0.25,125000000,375000000,7,120,4354068,54.43,325000000.0,Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4354068 dan bunga pertahun sebesar 7%."
Abyasa Melani,perempuan,45,Sudah menikah,5,D4,3,13500000,6000000,130000000.0,0.2,60000000,240000000,5,48,5527030,73.69,268000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5527030 dan bunga pertahun sebesar 5%."
Yono Hidayanto,laki-laki,35,Sudah menikah,1,S1,6,38500000,12700000,440000000.0,0.2,100000000,400000000,6,72,6629155,25.69,821600000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6629155 dan bunga pertahun sebesar 6%."
"Tri Hartati, S.IP",perempuan,36,Belum menikah,0,S1,7,21000000,8000000,80000000.0,0.2,600000,2400000,3,72,36465,0.28,423000000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 36465 dan bunga pertahun sebesar 3%."
Zulaikha Hidayat,laki-laki,30,Cerai Mati,1,S3,0,18500000,9200000,710000000.0,0.2,600000,2400000,7,72,40918,0.44,404600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 40918 dan bunga pertahun sebesar 7%."
Darsirah Tarihoran,laki-laki,37,Belum menikah,0,S3,4,26000000,9900000,540000000.0,0.25,200000000,600000000,11,120,8265001,51.34,563200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 8265001 dan bunga pertahun sebesar 11%."
