debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Adiarja Tarihoran,laki-laki,50,Belum menikah,0,S2,5,26000000,14200000,320000000.0,0.15,450000,2550000,10,72,47240.89,0.4,490600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
"R.M. Gamanto Marpaung, S.Sos",laki-laki,16,Belum menikah,0,SMP,0,3500000,1700000,170000000.0,0.2,16000000,64000000,8,48,1562427.03,86.8,80600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2500,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
"Yani Purwanti, S.Pt",perempuan,34,Sudah menikah,1,S1,2,9500000,2500000,120000000.0,0.3,150000000,350000000,10,120,4625275.79,66.08,212000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,1850,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
"Sutan Aditya Dabukke, S.H.",laki-laki,19,Sudah menikah,5,SMA,0,5500000,1900000,250000000.0,0.15,52500000,297500000,8,72,5216139.08,144.89,134200000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Siti Rajasa,perempuan,33,Sudah menikah,1,S1,4,7500000,3900000,570000000.0,0.2,70000000,280000000,10,72,5187234.58,144.09,194200000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit usaha,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Ikhsan Anggraini,perempuan,42,Sudah menikah,2,S1,5,22000000,5200000,170000000.0,0.2,600000,2400000,5,72,38651.84,0.23,487600000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Gaduh Damanik,laki-laki,42,Sudah menikah,1,D3,9,10000000,4800000,180000000.0,0.3,150000000,350000000,9,120,4433652.08,85.26,209400000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
KH. Balijan Samosir,perempuan,44,Sudah menikah,1,S2,1,13500000,3600000,110000000.0,0.2,60000000,240000000,10,48,6087020.02,61.49,292800000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1850,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Kurnia Tarihoran, M.TI.",perempuan,26,Sudah menikah,1,D3,3,7000000,3500000,280000000.0,0.15,52500000,297500000,4,72,4654441.96,132.98,157000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
"R. Jagaraga Saptono, M.Kom.",laki-laki,29,Belum menikah,0,D4,3,14500000,5200000,170000000.0,0.3,150000000,350000000,11,120,4821250.4,51.84,305600000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Suci Ardianto,laki-laki,37,Cerai Hidup,3,S2,6,57500000,13100000,830000000.0,0.15,300000000,1700000000,10,300,15447912.67,34.79,1311800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit usaha,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 10% dengan cicilan selama 300 bulan"
Usyi Iswahyudi,perempuan,25,Belum menikah,0,D4,1,14000000,4100000,260000000.0,0.25,125000000,375000000,6,120,4163268.82,42.05,313800000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Murti Novitasari,laki-laki,28,Belum menikah,0,S1,4,17000000,3500000,530000000.0,0.2,60000000,240000000,12,48,6320120.5,46.82,423000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
Hasim Kusmawati,laki-laki,27,Cerai Hidup,1,S2,0,10500000,5400000,230000000.0,0.15,450000,2550000,3,72,38743.87,0.76,210200000.0,Cukup,Menengah,Sangat Baik,kredit usaha,500,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Gilang Pudjiastuti,perempuan,24,Sudah menikah,1,D4,0,14500000,6700000,380000000.0,0.25,125000000,375000000,6,120,4163268.82,53.38,305600000.0,Kuat,Tinggi,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Nadia Prabowo,laki-laki,29,Cerai Hidup,0,SMA,5,9500000,2200000,270000000.0,0.25,20000000,60000000,4,48,1354743.28,18.56,233600000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Iriana Hidayanto,laki-laki,51,Sudah menikah,5,SMA,3,4000000,1900000,200000000.0,0.2,70000000,280000000,7,72,4773721.81,227.32,96200000.0,Sangat Lemah,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Zelaya Puspita,laki-laki,49,Belum menikah,0,S3,5,22000000,7500000,400000000.0,0.15,450000,2550000,10,72,47240.89,0.33,483000000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Queen Narpati,perempuan,31,Belum menikah,0,SD,9,11500000,5500000,130000000.0,0.25,125000000,375000000,7,120,4354067.97,72.57,232000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Alika Yuliarti,perempuan,36,Sudah menikah,2,SMA,4,8000000,2000000,220000000.0,0.3,150000000,350000000,7,120,4063796.77,67.73,194000000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
"Diana Maheswara, S.E.I",laki-laki,35,Sudah menikah,2,D4,8,21000000,10800000,520000000.0,0.2,100000000,400000000,9,72,7210214.87,70.69,434400000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Karen Usada,perempuan,14,Sudah menikah,2,SD,0,4000000,1100000,230000000.0,0.2,70000000,280000000,5,72,4509381.15,155.5,105800000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Virman Namaga,laki-laki,40,Belum menikah,0,S3,7,41500000,12600000,210000000.0,0.3,240000000,560000000,8,120,6794345.28,23.51,872800000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Tgk. Aurora Suryono,perempuan,42,Sudah menikah,3,SMA,3,6000000,1600000,280000000.0,0.15,52500000,297500000,9,72,5362597.31,121.88,155800000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
"Ophelia Puspita, M.TI.",perempuan,45,Belum menikah,0,S3,5,26500000,13400000,960000000.0,0.15,450000,2550000,6,72,42260.86,0.32,576200000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Devi Putra,laki-laki,51,Sudah menikah,3,SMA,1,3500000,1000000,90000000.0,0.25,125000000,375000000,8,120,4549784.79,181.99,82000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Sutan Koko Widodo, S.H.",laki-laki,39,Sudah menikah,1,S1,8,18500000,9600000,120000000.0,0.3,150000000,350000000,11,120,4821250.4,54.17,348800000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
T. Galiono Puspita,laki-laki,27,Sudah menikah,1,D4,3,8500000,4000000,350000000.0,0.2,16000000,64000000,6,48,1503041.86,33.4,194000000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Ir. Paramita Riyanti,perempuan,31,Belum menikah,0,SMP,5,7000000,3300000,180000000.0,0.25,125000000,375000000,8,120,4549784.79,122.97,151400000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Yono Yuniar,laki-laki,28,Sudah menikah,2,D3,5,4500000,1000000,450000000.0,0.15,52500000,297500000,5,72,4791217.47,136.89,146000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Lintang Widiastuti,laki-laki,39,Sudah menikah,1,S2,7,50000000,16600000,900000000.0,0.15,300000000,1700000000,9,300,14266338.18,42.71,1097800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit usaha,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 9% dengan cicilan selama 300 bulan"
"Tania Nurdiyanti, S.Sos",perempuan,41,Sudah menikah,1,S2,6,57500000,19900000,400000000.0,0.2,400000000,1600000000,7,300,11308467.16,30.08,1187200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit usaha,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 7% dengan cicilan selama 300 bulan"
Hasna Wijaya,laki-laki,47,Sudah menikah,3,S1,4,15500000,6600000,720000000.0,0.25,125000000,375000000,8,120,4549784.79,51.12,368800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Zelda Farida,laki-laki,37,Belum menikah,0,S2,5,23000000,13600000,370000000.0,0.2,100000000,400000000,5,72,6441973.06,68.53,430800000.0,Sangat Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Taufan Setiawan,perempuan,25,Belum menikah,0,S1,1,13500000,7800000,200000000.0,0.15,450000,2550000,5,72,41067.58,0.72,251400000.0,Kuat,Menengah,Sangat Baik,kredit usaha,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Warsa Rahayu,perempuan,43,Belum menikah,0,D3,3,18000000,8900000,400000000.0,0.3,150000000,350000000,10,120,4625275.79,50.83,368200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
"Drs. Alika Wijayanti, M.Kom.",perempuan,33,Sudah menikah,3,S3,3,18000000,7100000,510000000.0,0.15,450000,2550000,4,72,39895.22,0.37,400800000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Waluyo Habibi,laki-laki,30,Belum menikah,0,SMA,1,3500000,1800000,280000000.0,0.2,16000000,64000000,4,48,1445059.5,85.0,91400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2350,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
drg. Ophelia Tampubolon,perempuan,37,Sudah menikah,3,SMA,6,4500000,2300000,130000000.0,0.2,16000000,64000000,7,48,1532559.66,69.66,99400000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 7% dengan cicilan selama 48 bulan"
"Cut Jamalia Prasetya, S.Sos",perempuan,22,Sudah menikah,4,SMA,2,3500000,1600000,120000000.0,0.15,52500000,297500000,9,72,5362597.31,282.24,78800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
"Sutan Saadat Kuswoyo, S.Gz",laki-laki,40,Belum menikah,0,SMA,5,7500000,2900000,280000000.0,0.15,52500000,297500000,9,72,5362597.31,116.58,178200000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Emas Aryani,laki-laki,32,Sudah menikah,4,S1,8,30000000,12100000,410000000.0,0.3,240000000,560000000,11,120,7714000.63,43.09,623800000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Lala Padmasari,laki-laki,39,Belum menikah,0,SD,3,5500000,1400000,220000000.0,0.3,150000000,350000000,7,120,4063796.77,99.12,140200000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
"Adinata Ardianto, S.T.",perempuan,37,Sudah menikah,3,D3,5,9500000,5500000,270000000.0,0.3,150000000,350000000,7,120,4063796.77,101.59,194000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Gabriella Prasetya,perempuan,18,Belum menikah,0,SMA,0,5000000,2600000,260000000.0,0.3,150000000,350000000,10,120,4625275.79,192.72,114800000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Danuja Salahudin,perempuan,37,Belum menikah,0,D4,8,27000000,10500000,410000000.0,0.2,100000000,400000000,8,72,7013296.24,42.5,571000000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Jaka Setiawan,perempuan,49,Belum menikah,0,S1,6,25500000,10800000,300000000.0,0.2,100000000,400000000,7,72,6819602.59,46.39,518400000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Galih Pradipta,laki-laki,38,Sudah menikah,2,D4,7,30500000,17700000,550000000.0,0.2,600000,2400000,7,72,40917.62,0.32,581600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
"Sutan Dasa Pudjiastuti, S.Ked",perempuan,40,Sudah menikah,3,SMA,6,11500000,2500000,200000000.0,0.2,600000,2400000,4,72,37548.44,0.42,272000000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
"Ina Nasyiah, S.T.",perempuan,49,Belum menikah,0,S2,0,20000000,6600000,260000000.0,0.2,60000000,240000000,5,48,5527030.46,41.25,426800000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
"Kania Hasanah, M.M.",perempuan,37,Belum menikah,0,S1,9,25500000,8300000,360000000.0,0.25,200000000,600000000,11,120,8265000.68,48.05,557400000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Hairyanto Rajasa, M.Kom.",laki-laki,21,Belum menikah,0,SMA,1,4000000,1500000,220000000.0,0.15,52500000,297500000,8,72,5216139.08,208.65,101000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
"Ellis Nurdiyanti, S.Sos",laki-laki,26,Sudah menikah,5,D4,2,9500000,2200000,680000000.0,0.25,20000000,60000000,5,48,1381757.61,18.93,271600000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit kendaraan bermotor,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
