collector_name,collector_address,collector_number,collector_nik,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender,collector_location,collector_vehicle,collector_id,collector_location_coord,workload_score
Sheila Franklin,"Jalan Cempaka No. 752
Mojokerto, Kalimantan Barat 35799",+62 (040) 855-8824,1100595454403883,35799,10,7,"Sumatera Barat, 19-08-1996",27,Belum menikah,perempuan,Bogor,Punya,C0355,-6.5962986:106.7972421,419.957832869346
Eric Scott,"Jl. Medokan Ayu No. 9
Kota Administrasi Jakarta Barat, SU 29429",+62 (519) 245 0238,5596388948842026,29429,20,8,"Jawa Tengah, 20-07-1997",26,Belum menikah,perempuan,Medan,Tidak Punya,C0356,3.5896654:98.6738261,125.47062399459536
Amanda Myers,"Gang Jayawijaya No. 51
Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 42382",+62-094-372-6468,1856961545818205,42382,16,7,"Sulawesi Utara, 05-12-1974",49,Cerai mati,perempuan,Mataram,Punya,C0357,-8.5837726:116.10685,285.34764079158776
Peggy Gonzales,"Gang Medokan Ayu No. 978
Banjarbaru, BA 93610",+62-0388-691-1467,6317013285318611,93610,3,8,"Sulawesi Barat, 23-04-1993",30,Cerai mati,perempuan,Bogor,Punya,C0358,-6.5962986:106.7972421,543.0567598617927
Michele Reynolds,"Gg. Veteran No. 33
Pasuruan, SU 10600",+62-112-636-1742,2524842882584789,10600,13,13,"Kepulauan Bangka Belitung, 05-12-1998",25,Menikah,perempuan,Makassar,Tidak Punya,C0359,-5.1342962:119.4124282,418.286657336168
Amanda Hodge,"Gg. H.J Maemunah No. 29
Samarinda, JB 04437",+62-063-213-1287,9760762592937185,4437,11,18,"Gorontalo, 21-06-1989",34,Belum menikah,laki-laki,Balikpapan,Punya,C0360,-1.2398711:116.8593379,384.9673836908769
Robert White,"Gang Rumah Sakit No. 6
Banjarbaru, Bengkulu 96081",+62 (016) 930-2774,4911121665235583,96081,18,9,"Bengkulu, 17-10-1980",43,Belum menikah,laki-laki,Semarang,Punya,C0361,-6.9903988:110.4229104,432.0072977452073
Kristin Kline,"Gang Jend. A. Yani No. 5
Malang, Kepulauan Riau 99938",+62 (044) 283-2317,2751480827042106,99938,3,13,"Lampung, 10-03-1964",59,Menikah,laki-laki,Surabaya,Punya,C0362,-7.2459717:112.7378266,594.7955195333925
Veronica Nicholson,"Jalan Ir. H. Djuanda No. 14
Langsa, PB 21884",+62 (91) 435 6638,3329949878875230,21884,19,14,"Bali, 25-09-1978",45,Cerai mati,perempuan,Tangerang,Punya,C0363,-6.1761924:106.6382161,651.3584346657153
Carrie Hill,"Jl. Rumah Sakit No. 3
Padangpanjang, Kepulauan Bangka Belitung 38497",+62 (56) 329 0353,1197411351067704,38497,19,4,"Nusa Tenggara Barat, 23-10-1998",25,Belum menikah,perempuan,Mataram,Punya,C0364,-8.5837726:116.10685,305.70338520171936
Scott Wallace,"Jalan Cikutra Timur No. 782
Tanjungbalai, Jawa Timur 79685",+62 (559) 493-6489,5456400363851770,79685,10,1,"Lampung, 01-03-1994",29,Cerai hidup,perempuan,Pekanbaru,Punya,C0365,0.5262455:101.4515727,536.7119050144101
Miss Lisa Ross,"Gang Soekarno Hatta No. 666
Batu, MA 27873",+62-000-599-6145,6297687233916760,27873,19,6,"Sulawesi Tenggara, 24-03-1980",43,Belum menikah,laki-laki,Bandung,Punya,C0366,-6.9215529:107.6110212,1000.0
John Brown,"Jalan Pelajar Pejuang No. 17
Gorontalo, JT 97260",+62 (439) 294 8205,3214647076556524,97260,11,20,"Kalimantan Utara, 06-03-1986",37,Menikah,laki-laki,Pekanbaru,Punya,C0367,0.5262455:101.4515727,625.8149646997917
Madison Moore,"Jl. Jend. Sudirman No. 848
Kupang, JK 13011",+62 (830) 306 6952,8901020535303929,13011,11,7,"Maluku, 24-05-1996",27,Belum menikah,perempuan,Malang,Punya,C0368,-7.9771206:112.6340291,277.5435621808283
Thomas Zamora,"Gang Jakarta No. 23
Tual, SR 47681",+62 (0601) 780 8648,6483828856355163,47681,11,12,"Sumatera Utara, 06-06-1979",44,Belum menikah,laki-laki,Manado,Punya,C0369,1.4900578:124.8408708,231.26230041892268
Lisa Harper,"Jalan Rawamangun No. 838
Kota Administrasi Jakarta Utara, Sumatera Selatan 57129",+62 (451) 008-5989,5767172350609735,57129,11,13,"Sumatera Selatan, 11-05-1996",27,Cerai mati,laki-laki,Makassar,Punya,C0370,-5.1342962:119.4124282,507.22319704989786
Tyler Wallace,"Gg. Pasteur No. 6
Magelang, MU 48114",+62-028-232-1672,3549336394249462,48114,3,18,"Gorontalo, 13-01-1991",32,Belum menikah,perempuan,Semarang,Tidak Punya,C0371,-6.9903988:110.4229104,665.1043157652894
Ian Alexander,"Jalan Veteran No. 40
Banda Aceh, Sulawesi Selatan 79385",+62-005-672-8603,6359966267029109,79385,8,1,"Bengkulu, 19-12-1982",41,Belum menikah,perempuan,Medan,Punya,C0372,3.5896654:98.6738261,460.4685641140677
James Dean,"Jalan Rajawali Timur No. 5
Balikpapan, Jambi 05200",+62 (081) 912 7089,9527949402625687,5200,15,5,"Kalimantan Barat, 07-11-1962",61,Cerai hidup,laki-laki,Yogyakarta,Punya,C0373,-7.9778383999999996:110.36722565020224,533.9695434379973
Jeff Roberts,"Jalan Rawamangun No. 5
Surakarta, KI 36606",+62 (650) 802 7781,1361865311814174,36606,11,3,"Sulawesi Tenggara, 29-07-1995",28,Cerai hidup,laki-laki,Medan,Tidak Punya,C0374,3.5896654:98.6738261,687.2496119744028
Diane Norman,"Gg. Raya Ujungberung No. 315
Parepare, SU 35982",+62 (70) 857 0808,7881939737427769,35982,18,17,"Sulawesi Utara, 20-02-1998",25,Cerai mati,perempuan,Medan,Punya,C0375,3.5896654:98.6738261,364.9515639542951
Joshua Smith,"Gang Sukabumi No. 27
Prabumulih, Kalimantan Utara 69677",+62 (0659) 365-4547,4480813202994545,69677,12,12,"Nusa Tenggara Timur, 20-04-1993",30,Belum menikah,perempuan,Medan,Punya,C0376,3.5896654:98.6738261,549.7506427019252
Holly Krueger,"Gang M.T Haryono No. 5
Surakarta, Banten 11786",+62-320-520-5827,7904513994080537,11786,13,13,"Kepulauan Bangka Belitung, 05-02-1964",59,Cerai mati,laki-laki,Tangerang,Punya,C0377,-6.1761924:106.6382161,329.7022273367911
David Nelson,"Gang Rajawali Barat No. 879
Subulussalam, KI 74359",+62 (026) 203-7306,8555728420320341,74359,4,1,"Gorontalo, 04-11-1969",54,Cerai mati,laki-laki,Bogor,Punya,C0378,-6.5962986:106.7972421,611.527801636199
Regina Hernandez,"Jalan Rumah Sakit No. 592
Mojokerto, Papua 51064",+62 (405) 271-4988,7977369696957368,51064,19,7,"Sulawesi Barat, 04-04-1990",33,Menikah,perempuan,Jakarta,Tidak Punya,C0379,-6.175247:106.8270488,368.09960005502217
Cody House,"Jalan Rumah Sakit No. 9
Bontang, Riau 67235",+62 (61) 022 0756,3240285492565222,67235,13,8,"Jawa Tengah, 28-12-1978",45,Belum menikah,laki-laki,Depok,Punya,C0380,-6.40719:106.8158371,501.8658066301723
Paul Reynolds,"Jl. Yos Sudarso No. 3
Langsa, Sumatera Barat 43777",+62 (0735) 089-7749,5017186213870296,43777,4,17,"Jawa Barat, 26-01-1976",47,Cerai mati,laki-laki,Depok,Punya,C0381,-6.40719:106.8158371,323.4344010228233
Gail Castaneda DVM,"Jalan K.H. Wahid Hasyim No. 5
Pekanbaru, Jawa Tengah 14598",+62 (0810) 390 1348,1466432376583215,14598,12,1,"Sulawesi Tengah, 08-03-1964",59,Belum menikah,perempuan,Tangerang,Punya,C0382,-6.1761924:106.6382161,219.48697046327288
James Ochoa,"Gg. Sukabumi No. 674
Surakarta, Kalimantan Timur 84282",+62 (0711) 007 6530,1974302933498982,84282,3,10,"Lampung, 01-10-1976",47,Cerai hidup,laki-laki,Semarang,Punya,C0383,-6.9903988:110.4229104,225.26880328470725
Heather Smith,"Gang Rajawali Timur No. 67
Pasuruan, BB 52272",+62 (112) 283 6240,1928486405783788,52272,12,7,"Sulawesi Barat, 29-05-1963",60,Menikah,laki-laki,Tangerang,Punya,C0384,-6.1761924:106.6382161,184.052102620306
Sheila Bryant,"Gang Dipatiukur No. 697
Pekanbaru, Kalimantan Tengah 87151",+62 (0835) 617-5423,3175957589935813,87151,11,1,"Jambi, 21-12-1970",53,Cerai mati,laki-laki,Palembang,Punya,C0385,-2.9888243:104.7568507,300.9810612551228
Andrew Kim,"Gg. Kutai No. 61
Madiun, Kepulauan Riau 15187",+62 (82) 984-3822,8974834347884749,15187,2,6,"Lampung, 10-06-1994",29,Cerai mati,laki-laki,Pekanbaru,Punya,C0386,0.5262455:101.4515727,693.8487761321885
Margaret Brown,"Gang S. Parman No. 361
Sabang, JA 73497",+62 (0528) 963-5710,7184946936841691,73497,5,18,"Jambi, 25-12-1989",34,Menikah,laki-laki,Malang,Punya,C0387,-7.9771206:112.6340291,177.93117484395043
Paul Brock,"Gang Otto Iskandardinata No. 9
Kota Administrasi Jakarta Selatan, Sumatera Selatan 40597",+62 (0957) 544-1178,9730640873865053,40597,18,15,"Banten, 16-11-2000",23,Belum menikah,perempuan,Pontianak,Punya,C0388,-0.0226903:109.3447488,447.8389765151078
Julie Torres,"Gg. Ahmad Yani No. 8
Samarinda, Sulawesi Selatan 59297",+62 (26) 856-3168,9264644134009318,59297,3,4,"DKI Jakarta, 14-12-1996",27,Cerai hidup,laki-laki,Bandung,Punya,C0389,-6.9215529:107.6110212,460.6297783284099
Carol Miller DVM,"Jl. Monginsidi No. 532
Kota Administrasi Jakarta Timur, Kalimantan Barat 66854",+62 (904) 872-9405,1917001360949203,66854,20,7,"Kalimantan Barat, 11-04-1999",24,Menikah,laki-laki,Pekanbaru,Punya,C0390,0.5262455:101.4515727,573.7071551698027
Kristina Flores,"Jalan Jamika No. 32
Bandar Lampung, Kalimantan Barat 79138",+62 (0490) 127-1634,8459136659764372,79138,2,5,"DI Yogyakarta, 02-09-1983",40,Cerai hidup,perempuan,Depok,Punya,C0391,-6.40719:106.8158371,378.7998418950592
Austin Pierce,"Gg. Antapani Lama No. 8
Bogor, KT 47486",+62 (58) 228-7803,5194594466767952,47486,9,3,"Kepulauan Bangka Belitung, 20-12-1960",63,Cerai hidup,perempuan,Medan,Punya,C0392,3.5896654:98.6738261,664.8323992397345
Linda Mason,"Jalan Rungkut Industri No. 2
Medan, KU 33176",+62 (0660) 067 2078,8965290515466395,33176,14,11,"Sulawesi Tengah, 05-06-1998",25,Belum menikah,perempuan,Bogor,Tidak Punya,C0393,-6.5962986:106.7972421,558.7244824151276
Amanda Barnes,"Gang K.H. Wahid Hasyim No. 9
Pagaralam, Nusa Tenggara Barat 37822",+62 (0482) 283 4843,7253111962079784,37822,8,16,"Papua, 24-08-1991",32,Menikah,laki-laki,Pontianak,Punya,C0394,-0.0226903:109.3447488,712.7694989703596
Jennifer Lee,"Gg. Raya Setiabudhi No. 63
Bengkulu, Sumatera Utara 07159",+62 (89) 725 5872,8051064270492288,7159,2,12,"Jambi, 25-04-1962",61,Belum menikah,perempuan,Pekanbaru,Punya,C0395,0.5262455:101.4515727,381.3531867080892
Kathleen Anderson,"Jalan HOS. Cokroaminoto No. 66
Ternate, BB 83510",+62 (045) 568-5956,9625935379485442,83510,9,20,"Sulawesi Utara, 19-06-1977",46,Cerai hidup,laki-laki,Yogyakarta,Punya,C0396,-7.9778383999999996:110.36722565020224,759.6815987970913
Lisa Maddox,"Gg. Moch. Ramdan No. 528
Depok, PA 98470",+62-0914-306-0195,3796717635172850,98470,4,20,"Kalimantan Barat, 06-04-1962",61,Cerai hidup,perempuan,Manado,Punya,C0397,1.4900578:124.8408708,610.9173747322639
Ashley Snow,"Gang Rumah Sakit No. 362
Dumai, Jawa Tengah 25230",+62 (0318) 365-5347,7300830112776925,25230,11,16,"Jawa Timur, 28-02-1993",30,Belum menikah,perempuan,Malang,Punya,C0398,-7.9771206:112.6340291,634.1559934268298
Mrs. Debbie Saunders,"Gg. Wonoayu No. 245
Salatiga, SU 31436",+62 (607) 992-4593,7867552883797848,31436,11,19,"DKI Jakarta, 28-04-1992",31,Cerai mati,laki-laki,Balikpapan,Punya,C0399,-1.2398711:116.8593379,478.0801637564728
Emily Lee,"Jl. Lembong No. 930
Bandung, Kalimantan Selatan 09917",+62 (169) 431-2615,3465807261290928,9917,16,15,"Nusa Tenggara Timur, 12-08-1968",55,Belum menikah,laki-laki,Jakarta,Punya,C0400,-6.175247:106.8270488,535.4200507605565
Steven Smith,"Gang Gardujati No. 638
Makassar, Banten 52631",+62 (0947) 595-1326,5851754570818785,52631,3,18,"Jawa Tengah, 07-10-1978",45,Cerai mati,laki-laki,Surabaya,Punya,C0401,-7.2459717:112.7378266,399.155032867362
Jonathan Campbell,"Gg. Pasir Koja No. 92
Lubuklinggau, Papua Barat 99460",+62 (009) 036 9044,3039386708001788,99460,6,19,"Sumatera Barat, 15-06-2000",23,Belum menikah,perempuan,Malang,Punya,C0402,-7.9771206:112.6340291,443.73469355041743
Madison Reeves,"Jalan Medokan Ayu No. 466
Blitar, KT 96528",+62-080-821-3218,2786422175791041,96528,20,4,"Kepulauan Riau, 29-08-1977",46,Belum menikah,laki-laki,Pontianak,Punya,C0403,-0.0226903:109.3447488,491.0464860911016
David Dennis,"Jalan Soekarno Hatta No. 100
Ternate, YO 85379",+62-97-468-8018,6625867925396571,85379,2,1,"Sulawesi Selatan, 08-01-1986",37,Cerai hidup,perempuan,Medan,Tidak Punya,C0404,3.5896654:98.6738261,407.04779619257897
Brian Johnson,"Jalan PHH. Mustofa No. 241
Bogor, Bengkulu 64842",+62 (0053) 492 8714,2673610992254619,64842,6,19,"Bengkulu, 24-09-1993",30,Menikah,perempuan,Pekanbaru,Punya,C0405,0.5262455:101.4515727,307.23555227636825
James Lee,"Gg. Raya Setiabudhi No. 69
Tanjungbalai, Kalimantan Timur 67857",+62-048-176-6911,6321644398085688,67857,3,3,"Bengkulu, 16-06-1992",31,Belum menikah,perempuan,Semarang,Punya,C0406,-6.9903988:110.4229104,378.9978444945009
Mr. Troy Drake PhD,"Gg. Suryakencana No. 5
Lubuklinggau, BE 56995",+62-47-717-5107,9575587254195374,56995,11,14,"Maluku Utara, 08-06-1992",31,Cerai hidup,laki-laki,Yogyakarta,Punya,C0407,-7.9778383999999996:110.36722565020224,604.7896693721996
Brandy Clark,"Jalan Wonoayu No. 81
Magelang, DI Yogyakarta 72793",+62-016-076-8482,4528749423876211,72793,18,8,"Aceh, 21-09-1964",59,Belum menikah,perempuan,Jakarta,Punya,C0408,-6.175247:106.8270488,494.3595011421712
Austin King,"Jalan Antapani Lama No. 69
Prabumulih, Jambi 60913",+62 (273) 762-9740,1839051378673941,60913,8,10,"Kalimantan Tengah, 29-06-1986",37,Cerai mati,laki-laki,Bandung,Punya,C0409,-6.9215529:107.6110212,583.4128225911991
Joseph Vasquez,"Jl. H.J Maemunah No. 00
Blitar, YO 67494",+62 (027) 056 6935,5915814646559008,67494,16,3,"Gorontalo, 23-11-1977",46,Cerai mati,perempuan,Balikpapan,Punya,C0410,-1.2398711:116.8593379,579.3165179396456
Jaclyn Ayala,"Jl. Gegerkalong Hilir No. 87
Bitung, SR 12306",+62 (47) 271-3969,8409858177028594,12306,2,13,"Sulawesi Tengah, 11-11-1990",33,Cerai hidup,perempuan,Bandung,Punya,C0411,-6.9215529:107.6110212,357.87197594033205
Courtney Orr,"Jalan Ronggowarsito No. 2
Jambi, Jawa Barat 77329",+62 (879) 898 3188,8739107715275083,77329,14,13,"Sumatera Utara, 13-12-1993",30,Menikah,perempuan,Balikpapan,Punya,C0412,-1.2398711:116.8593379,418.6137385434704
Jacqueline Ryan,"Gang Pelajar Pejuang No. 091
Bukittinggi, SU 32480",+62 (72) 736-0370,5771451463517363,32480,3,17,"Kepulauan Bangka Belitung, 29-12-1961",62,Cerai mati,laki-laki,Batam,Punya,C0413,1.1030815:104.0383696,105.59612379525788
Joseph Cline,"Jl. Dr. Djunjunan No. 2
Lubuklinggau, Banten 63800",+62 (108) 068-4736,7343372566396009,63800,17,14,"Bengkulu, 30-06-1973",50,Menikah,perempuan,Bandung,Punya,C0414,-6.9215529:107.6110212,529.7320528108685
Danielle Fernandez,"Gang M.T Haryono No. 847
Kendari, KR 11966",+62 (884) 153 4392,7361032989754875,11966,11,9,"DI Yogyakarta, 01-12-1962",61,Menikah,perempuan,Bekasi,Punya,C0415,-6.2349858:106.9945444,594.6188606477226
George Nelson,"Jl. Kutisari Selatan No. 3
Madiun, BT 41173",+62 (0867) 861-0793,6894699073219475,41173,14,6,"Sulawesi Selatan, 16-04-1984",39,Cerai hidup,perempuan,Samarinda,Punya,C0416,-0.5017804:117.1393089,341.99966100245365
Patrick Fletcher,"Jalan Jakarta No. 016
Kupang, AC 52407",+62 (199) 929-8223,6015871320018461,52407,12,4,"Maluku, 01-05-1975",48,Cerai mati,perempuan,Pekanbaru,Punya,C0417,0.5262455:101.4515727,661.0788668675814
Daniel Perry,"Gg. Kiaracondong No. 585
Jambi, BT 22517",+62 (71) 854 0112,7273121804011687,22517,12,17,"Kepulauan Bangka Belitung, 25-12-1996",27,Menikah,perempuan,Balikpapan,Punya,C0418,-1.2398711:116.8593379,457.7556198321981
Cynthia Moses,"Gg. Rajawali Barat No. 094
Tarakan, Kalimantan Selatan 84009",+62 (098) 517-2272,9961831805672865,84009,13,17,"Lampung, 07-04-1970",53,Menikah,laki-laki,Makassar,Punya,C0419,-5.1342962:119.4124282,559.4253461571061
Belinda Malone,"Gang Jend. Sudirman No. 171
Blitar, Kalimantan Barat 99455",+62 (015) 110 8283,4071026147193727,99455,6,7,"Kalimantan Timur, 25-12-1980",43,Menikah,perempuan,Surabaya,Punya,C0420,-7.2459717:112.7378266,564.5668741924164
Peter Brooks,"Gang Medokan Ayu No. 02
Bandar Lampung, KS 75839",+62 (301) 512 0298,5869113904793022,75839,2,8,"Kalimantan Selatan, 14-03-1986",37,Cerai hidup,perempuan,Samarinda,Punya,C0421,-0.5017804:117.1393089,654.3006155532203
Mrs. Lauren Maldonado MD,"Gg. Cikutra Barat No. 31
Bitung, Jawa Barat 05368",+62-43-661-2245,2627701735806777,5368,7,4,"Maluku Utara, 10-09-1981",42,Belum menikah,laki-laki,Semarang,Punya,C0422,-6.9903988:110.4229104,298.64282050391193
Mary Burton,"Gang Ahmad Dahlan No. 5
Lubuklinggau, BB 63913",+62-356-246-0083,7366047563915672,63913,17,20,"Nusa Tenggara Barat, 07-12-1962",61,Belum menikah,perempuan,Bekasi,Punya,C0423,-6.2349858:106.9945444,340.6568000090774
Daryl Morgan,"Jalan Erlangga No. 33
Balikpapan, KB 54163",+62 (85) 544 3182,6739527106731317,54163,2,20,"Sumatera Selatan, 11-11-1989",34,Menikah,laki-laki,Medan,Punya,C0424,3.5896654:98.6738261,513.357596260932
Brian Hamilton,"Gang Monginsidi No. 123
Pematangsiantar, ST 51777",+62 (135) 519 7583,9748280282358920,51777,15,1,"Sulawesi Tengah, 23-02-1975",48,Cerai hidup,laki-laki,Manado,Punya,C0425,1.4900578:124.8408708,377.7630959053058
Caitlin Hamilton,"Gang Bangka Raya No. 400
Mojokerto, NT 49075",+62-0034-805-7345,6629049650172887,49075,15,11,"Sulawesi Tenggara, 19-04-1990",33,Menikah,laki-laki,Balikpapan,Punya,C0426,-1.2398711:116.8593379,247.89800717227627
Emily Mcdonald,"Jl. Sukajadi No. 99
Bau-Bau, Sumatera Utara 76296",+62 (87) 198-7797,5630612551154615,76296,5,20,"Bali, 22-11-1978",45,Cerai mati,laki-laki,Bogor,Punya,C0427,-6.5962986:106.7972421,497.36021400260506
Sarah Wilson,"Gg. Rajiman No. 70
Kupang, ST 56792",+62 (0870) 681-1441,1677927284872056,56792,20,12,"DI Yogyakarta, 11-12-1993",30,Cerai mati,laki-laki,Mataram,Punya,C0428,-8.5837726:116.10685,480.7855949018558
Mackenzie Lucero,"Jalan Waringin No. 6
Palu, Nusa Tenggara Timur 49992",+62 (586) 879 7458,7729473727252778,49992,20,6,"Jawa Timur, 24-11-1990",33,Cerai mati,laki-laki,Depok,Punya,C0429,-6.40719:106.8158371,487.3720608169679
Louis Kennedy,"Jalan Jamika No. 664
Pangkalpinang, KU 41900",+62 (674) 610 2635,6580854757260547,41900,14,8,"DI Yogyakarta, 13-11-1971",52,Belum menikah,laki-laki,Manado,Punya,C0430,1.4900578:124.8408708,255.63473156344844
Beth Martinez,"Jl. M.H Thamrin No. 3
Banda Aceh, NT 41462",+62 (0098) 111 1953,9098031442078800,41462,2,16,"Sulawesi Tengah, 05-07-1977",46,Cerai hidup,perempuan,Manado,Punya,C0431,1.4900578:124.8408708,404.62011213519145
Lisa Evans,"Gang Waringin No. 0
Tomohon, Sulawesi Tengah 43498",+62 (0204) 090 2632,6656217175062475,43498,1,13,"Kalimantan Timur, 04-07-1998",25,Menikah,perempuan,Jakarta,Punya,C0432,-6.175247:106.8270488,765.1010026621516
Gabrielle Casey,"Gg. Suniaraja No. 186
Kota Administrasi Jakarta Pusat, Kalimantan Timur 51534",+62 (642) 806 7214,5942651689320834,51534,15,17,"Nusa Tenggara Timur, 25-11-1980",43,Menikah,perempuan,Palembang,Punya,C0433,-2.9888243:104.7568507,474.8760414751887
Robert Church,"Jl. Gegerkalong Hilir No. 6
Mojokerto, Jawa Barat 45881",+62 (039) 920-3138,8536849475146051,45881,14,17,"Papua, 27-06-1997",26,Menikah,perempuan,Medan,Tidak Punya,C0434,3.5896654:98.6738261,723.265619929909
Tamara Garcia,"Gang Indragiri No. 863
Bandar Lampung, JB 58462",+62 (60) 267 9522,5096630847468474,58462,2,14,"Sulawesi Utara, 06-10-1970",53,Belum menikah,perempuan,Depok,Punya,C0435,-6.40719:106.8158371,464.6134571591974
Sandra Parker,"Jalan Ciumbuleuit No. 232
Pasuruan, Kalimantan Barat 61049",+62-74-905-4748,9065626423514771,61049,10,13,"Kalimantan Utara, 01-07-1972",51,Cerai hidup,laki-laki,Surabaya,Punya,C0436,-7.2459717:112.7378266,536.565286464931
Janice Torres,"Gg. Wonoayu No. 607
Meulaboh, Maluku Utara 58446",+62 (01) 334 6626,2179999529216695,58446,11,1,"DI Yogyakarta, 21-07-1998",25,Cerai hidup,perempuan,Bekasi,Tidak Punya,C0437,-6.2349858:106.9945444,433.5965430982469
Joann Holmes,"Gg. Rajawali Barat No. 63
Semarang, Maluku 98675",+62 (087) 368 7821,4671709325390093,98675,12,16,"Sulawesi Selatan, 06-11-1967",56,Menikah,laki-laki,Palembang,Punya,C0438,-2.9888243:104.7568507,316.3622516992328
Jennifer Rivers,"Gg. Lembong No. 823
Sorong, JT 22120",+62 (025) 681 5504,4380292709521598,22120,12,11,"Banten, 07-12-1982",41,Cerai hidup,laki-laki,Mataram,Punya,C0439,-8.5837726:116.10685,425.5272682188661
William Wall,"Jl. Erlangga No. 1
Manado, SG 87680",+62-0966-560-6715,4617322802827950,87680,18,14,"Sulawesi Tengah, 05-06-1974",49,Cerai mati,perempuan,Pontianak,Punya,C0440,-0.0226903:109.3447488,499.6593897530111
Thomas Caldwell,"Gang Kutai No. 43
Surabaya, KT 95953",+62 (0306) 698 6034,2905647895885372,95953,14,4,"Maluku, 29-04-1995",28,Cerai mati,perempuan,Manado,Tidak Punya,C0441,1.4900578:124.8408708,638.3044626394694
Lisa Williams,"Jalan Suniaraja No. 093
Palopo, KS 56715",+62 (710) 551-6848,5320523162015263,56715,10,20,"Nusa Tenggara Timur, 03-12-1966",57,Menikah,laki-laki,Manado,Punya,C0442,1.4900578:124.8408708,605.2777583981224
Benjamin Sharp,"Gg. Gardujati No. 9
Medan, JI 58440",+62-0822-976-4168,8963203328059941,58440,1,7,"Nusa Tenggara Barat, 06-08-1967",56,Menikah,laki-laki,Mataram,Punya,C0443,-8.5837726:116.10685,278.4556880098826
Jennifer Taylor,"Jl. Ronggowarsito No. 37
Cilegon, SN 76153",+62-01-435-1856,2916443759070901,76153,1,7,"Kepulauan Riau, 15-04-1999",24,Cerai mati,laki-laki,Samarinda,Punya,C0444,-0.5017804:117.1393089,294.89133479399607
Hannah Henderson,"Gang Sadang Serang No. 6
Cimahi, KB 48804",+62-85-006-5223,8481806357256869,48804,6,19,"Jawa Barat, 20-12-1974",49,Belum menikah,laki-laki,Samarinda,Punya,C0445,-0.5017804:117.1393089,154.40828193500056
Thomas Townsend,"Gg. Laswi No. 20
Pekanbaru, PA 37910",+62 (0828) 626 7792,3308111474855087,37910,6,18,"Sulawesi Selatan, 08-08-1976",47,Cerai hidup,laki-laki,Balikpapan,Punya,C0446,-1.2398711:116.8593379,314.1029896159889
James Zuniga,"Gg. Gedebage Selatan No. 971
Sorong, JT 07817",+62-819-232-5487,9426176913124833,7817,12,4,"Lampung, 08-04-1985",38,Cerai hidup,laki-laki,Yogyakarta,Punya,C0447,-7.9778383999999996:110.36722565020224,631.8426804278861
John Parker,"Jalan KH Amin Jasuta No. 826
Lhokseumawe, KB 91821",+62 (79) 054-9782,1092412890364888,91821,9,19,"Papua Barat, 03-04-1960",63,Cerai mati,laki-laki,Medan,Punya,C0448,3.5896654:98.6738261,698.5027130484814
Mary Cunningham,"Gg. Rajawali Timur No. 80
Padang, SU 30355",+62 (0749) 261 7027,9451039377559330,30355,18,12,"Maluku, 11-08-1968",55,Cerai hidup,perempuan,Palembang,Punya,C0449,-2.9888243:104.7568507,435.4764220876969
