collector_name,collector_number,collector_address,collector_nik,collector_gender,collector_education_level,collector_location,action_code_history,collector_personality,collector_martial_status
John Brown,+62-45-297-6451,"Jl. Pasirkoja No. 82
Kota Administrasi Jakarta Utara, Gorontalo 72328",6132693016460612,laki-laki,SMA,Palembang,OTHR,kalem,Belum menikah
Melanie Guerrero DVM,+62 (92) 039 4394,"Gang Sukajadi No. 4
Mataram, KU 54998",3851373335491487,laki-laki,D3,Yogyakarta,FDBK,sedang,Menikah
Joseph Thomas,+62 (064) 716 2366,"Gang Rajawali Timur No. 44
Manado, Papua 27768",6778246504725727,laki-laki,SMA,Bekasi,OTHR,kalem,Belum menikah
Stephanie Werner,+62 (60) 018 9591,"Gang Setiabudhi No. 084
Malang, SN 82264",9435924172425599,laki-laki,S1,Bogor,HUPD,sedang,Menikah
Isaac Wise,(0177) 903-1401,"Jl. Kiaracondong No. 162
Banjarmasin, Jawa Barat 02780",4010076780384005,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Mrs. Kathleen Kidd,0849260332,"Gang Jayawijaya No. 617
Denpasar, RI 75038",9283041441904836,laki-laki,SMP,Makassar,ATPU,sedang,Menikah
Dr. Elizabeth Tapia MD,(0248) 665-2037,"Gang Gardujati No. 640
Sorong, AC 29484",8327679479566660,laki-laki,D3,Malang,WRPH,sedang,Menikah
Cristina Martin,+62 (0533) 957-3247,"Gang Sukajadi No. 55
Medan, DKI Jakarta 34737",9093705119134310,laki-laki,SMA,Bekasi,ATPU,kalem,Belum menikah
Melissa Haley,+62 (000) 614 2770,"Jl. Raya Ujungberung No. 050
Blitar, Jawa Timur 11631",3676892364638633,laki-laki,S1,Malang,MUPD,sedang,Menikah
Lisa Sweeney,0826692834,"Jl. M.T Haryono No. 0
Pematangsiantar, Aceh 35873",8418095837816358,laki-laki,SMA,Tangerang,DISP,kalem,Menikah
Mark Jackson,+62-087-573-5493,"Jalan Jamika No. 13
Surabaya, SG 84967",2230510960688802,laki-laki,SMP,Palembang,DISP,kalem,Belum menikah
Shelby Ryan,+62-66-676-1719,"Gg. Jend. Sudirman No. 58
Bukittinggi, RI 43162",6562420703694116,laki-laki,SMA,Tangerang,DISP,sedang,Menikah
Ann Cordova MD,(0759) 594 0847,"Jalan M.T Haryono No. 1
Bekasi, Sumatera Utara 24999",3201818024928337,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Christopher Jones,+62 (52) 863 8861,"Gang Setiabudhi No. 910
Tegal, SB 92632",1327728225500384,laki-laki,D3,Bekasi,WRPH,kalem,Menikah
Samantha Smith,+62 (006) 690 7653,"Gg. Kutisari Selatan No. 381
Tomohon, ST 28278",3231501535241592,laki-laki,D3,Yogyakarta,MUPD,sedang,Menikah
Joshua Lawson,+62 (761) 694 7235,"Jalan Rungkut Industri No. 278
Madiun, Riau 30599",7247946421063821,laki-laki,SMA,Depok,PTPR,kalem,Menikah
Cheryl Davis,+62 (0486) 663 6353,"Gang Raya Setiabudhi No. 20
Tanjungpinang, KT 09851",2204714436437601,laki-laki,SMA,Depok,INCO,kalem,Belum menikah
Shannon Nichols,081 976 8484,"Gang BKR No. 67
Kota Administrasi Jakarta Selatan, Kalimantan Timur 68081",1785029305072385,laki-laki,SMP,Semarang,ATPU,kalem,Belum menikah
Angela Ochoa,+62 (0723) 046 6020,"Jl. Ciumbuleuit No. 32
Ambon, MA 13612",7824213257013804,laki-laki,SMA,Tangerang,PTPR,kalem,Belum menikah
Rachel Jones,+62-005-296-9888,"Jalan Peta No. 1
Yogyakarta, KB 17854",6086041885585493,laki-laki,SMA,Tangerang,INCO,kalem,Belum menikah
Amanda Gutierrez,(016) 428 8488,"Jalan Ciumbuleuit No. 12
Padang Sidempuan, PA 98941",3617001190065637,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Rachel Russell,+62-035-341-1596,"Jalan Indragiri No. 27
Kota Administrasi Jakarta Barat, KT 49020",1725903616313867,laki-laki,SMA,Tangerang,WRPH,kalem,Belum menikah
James Carpenter,(084) 513-8285,"Jalan Kutai No. 8
Serang, Jawa Timur 21385",7157828942691074,laki-laki,SMP,Bandung,CBLT,kalem,Belum menikah
Paul Smith,+62 (440) 856-5520,"Jalan Pasir Koja No. 554
Kota Administrasi Jakarta Selatan, BT 59840",7268475246863327,laki-laki,D3,Palembang,MUPD,sedang,Menikah
Christopher Torres,0871871472,"Gang Jend. A. Yani No. 40
Magelang, JT 69498",7348579884975412,laki-laki,S1,Padang,DISP,sedang,Menikah
Linda Gilmore,+62 (0742) 925-6292,"Gang Kiaracondong No. 102
Surakarta, Sumatera Barat 59482",2551255315450806,laki-laki,D3,Bekasi,OTHR,sedang,Belum menikah
Danielle Scott,(0254) 726-0928,"Gang Ciwastra No. 5
Purwokerto, BA 85843",3258068890934481,laki-laki,SMA,Makassar,ATPU,kalem,Belum menikah
Christina Jackson,(0371) 047-9617,"Gang KH Amin Jasuta No. 65
Binjai, Banten 31190",4620140125396700,laki-laki,S1,Yogyakarta,MUPD,sedang,Menikah
Robert Young,+62-863-924-9851,"Gg. Rajawali Timur No. 257
Kota Administrasi Jakarta Selatan, MA 39589",2730499011247802,laki-laki,S1,Batam,MUPD,sedang,Menikah
Terry Stuart,(0073) 626 2788,"Jalan Cempaka No. 8
Pekalongan, SU 60483",1104082457267870,laki-laki,SMA,Tangerang,OTHR,sedang,Menikah
Brandy Olson,+62 (29) 440 7961,"Gang Pasir Koja No. 112
Langsa, BB 88768",9902513817169111,laki-laki,D3,Semarang,DISP,sedang,Belum menikah
Benjamin Lawrence,+62 (02) 716-4602,"Gg. Cikapayang No. 320
Sungai Penuh, SU 68130",6034692824971067,laki-laki,D3,Bogor,MUPD,sedang,Menikah
Hannah Montgomery,(0764) 387-4949,"Gang Ronggowarsito No. 2
Tangerang Selatan, DI Yogyakarta 46717",3792990450976247,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Emily Blevins,(014) 250-2399,"Gg. Dr. Djunjunan No. 9
Makassar, KI 61061",4105303353119375,laki-laki,SMA,Depok,WRPH,kalem,Belum menikah
Kristin Gill,+62 (044) 194 4518,"Jalan Ciumbuleuit No. 896
Batu, Sulawesi Utara 81536",2248443530477332,laki-laki,SD,Medan,DISP,kalem,Belum menikah
Michael Vega,(0430) 952-8692,"Gg. Gedebage Selatan No. 12
Solok, Jawa Timur 24345",1074416748210185,laki-laki,SMA,Depok,PTPR,sedang,Belum menikah
Jessica Adams,+62 (22) 540 4752,"Jl. Pacuan Kuda No. 3
Banjarmasin, Kepulauan Bangka Belitung 92278",1365788271341298,laki-laki,D3,Yogyakarta,MUPD,sedang,Menikah
Judith Carroll,+62-863-434-1367,"Jl. Cikutra Barat No. 78
Jayapura, Papua Barat 84180",2179001197750119,laki-laki,SMA,Bekasi,INCO,sedang,Menikah
Melissa Hudson,+62 (087) 684-6064,"Gg. Peta No. 089
Balikpapan, KR 78203",7443238693322574,laki-laki,SD,Palembang,INCO,kalem,Belum menikah
Alex Morales MD,+62-53-104-0550,"Jl. Stasiun Wonokromo No. 84
Pematangsiantar, JB 81280",3378022597316393,laki-laki,SMA,Yogyakarta,ATPU,sedang,Belum menikah
Henry Baker,+62 (032) 100 8209,"Gang Medokan Ayu No. 782
Ternate, JK 44689",1925263626714225,laki-laki,D3,Yogyakarta,INCO,sedang,Menikah
John Juarez,+62 (56) 272 0205,"Jl. Otto Iskandardinata No. 54
Cimahi, Maluku Utara 90311",5045924660277565,laki-laki,D3,Depok,DISC,sedang,Menikah
Claudia Koch,+62-773-482-1314,"Gang K.H. Wahid Hasyim No. 022
Blitar, JT 92992",7266554034170425,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Jacqueline Nguyen,(071) 291-2078,"Gang Dipenogoro No. 64
Magelang, ST 89692",9356455442755115,laki-laki,S1,Batam,PTPR,sedang,Belum menikah
Benjamin Brown,+62 (24) 148 1357,"Gg. S. Parman No. 675
Prabumulih, SR 06282",8752622901941139,laki-laki,D3,Bekasi,DISC,sedang,Menikah
Rebecca Fisher,+62 (905) 029 1780,"Gang Indragiri No. 762
Sorong, Sulawesi Selatan 37890",7124077351124329,laki-laki,SMA,Yogyakarta,PTPR,kalem,Belum menikah
Lisa Vang,+62 (945) 206 0322,"Gg. Gedebage Selatan No. 741
Ambon, RI 59294",1369097504928561,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Dana Jackson,081 761 7583,"Gang Stasiun Wonokromo No. 67
Palu, Maluku Utara 72648",3946170770308608,laki-laki,S2,Padang,HUPD,sedang,Menikah
Kristine Scott,+62 (296) 895 5535,"Gang Raya Ujungberung No. 228
Probolinggo, Papua Barat 99073",6593234855619745,laki-laki,D3,Bekasi,OTHR,sedang,Menikah
Aaron Mccarthy,+62-0859-455-9411,"Gang Jayawijaya No. 68
Malang, Banten 16390",6007766409796089,laki-laki,SMP,Palembang,OTHR,kalem,Belum menikah
Allison Vaughn,+62-98-657-7581,"Jl. Jamika No. 55
Pekanbaru, Papua 67870",1100563081721926,laki-laki,SMA,Depok,DISP,kalem,Belum menikah
Margaret Horton,+62 (0937) 692-5078,"Jl. Soekarno Hatta No. 86
Tegal, Maluku Utara 23717",8067357065585927,laki-laki,SMA,Medan,CBLT,kalem,Belum menikah
Heather Chan,+62-040-427-5917,"Gg. Sentot Alibasa No. 8
Balikpapan, SB 29609",1534227553464027,laki-laki,SMA,Yogyakarta,INCO,sedang,Menikah
Patrick Smith,(0818) 008-2830,"Gang Tebet Barat Dalam No. 6
Singkawang, JI 44198",7569250306623856,laki-laki,SMA,Palembang,OTHR,kalem,Belum menikah
Trevor Montoya,+62 (058) 347 6800,"Jl. Moch. Ramdan No. 0
Subulussalam, ST 66297",5842886017587893,laki-laki,D3,Malang,MUPD,sedang,Menikah
Chad Vasquez,(016) 463-2642,"Gang Pacuan Kuda No. 5
Tangerang, Gorontalo 39561",7197339793123676,laki-laki,SMA,Palembang,DISP,kalem,Belum menikah
Elizabeth Vasquez,+62 (000) 004 2512,"Jl. Medokan Ayu No. 43
Bima, KS 58194",9086797414191486,laki-laki,S1,Bogor,HUPD,sedang,Menikah
Barbara Marquez,(0475) 163 6196,"Gang Cihampelas No. 204
Kediri, Banten 90553",7712839477315385,laki-laki,S1,Malang,MUPD,sedang,Menikah
Kristi Scott,+62 (701) 223-2925,"Jl. M.H Thamrin No. 18
Sawahlunto, KB 95542",8676289839713401,laki-laki,D3,Bekasi,PTPR,sedang,Belum menikah
Eric Kerr Jr.,+62-27-171-1231,"Jalan Ir. H. Djuanda No. 614
Batam, Riau 28668",3957147288404273,laki-laki,SMA,Depok,LMSG,kalem,Belum menikah
Jessica Jacobs,(088) 943 7183,"Jl. Ahmad Yani No. 580
Tidore Kepulauan, NB 41775",5985642768200340,laki-laki,S1,Malang,PTPR,sedang,Menikah
Cheryl Barnes,(048) 706-9285,"Gang Gegerkalong Hilir No. 43
Tual, BA 33585",8250586737969245,laki-laki,SMA,Bekasi,INCO,sedang,Menikah
Eric Martinez,+62 (075) 370-5962,"Jalan Kebonjati No. 038
Bekasi, YO 41511",3413935785772330,laki-laki,SMA,Tangerang,PTPR,kalem,Belum menikah
Mark Hickman,(055) 400-5545,"Jl. K.H. Wahid Hasyim No. 049
Lhokseumawe, Riau 70734",7039659293447509,laki-laki,SMP,Bekasi,DISP,sedang,Belum menikah
Tammy Krause,(061) 760 0897,"Gang R.E Martadinata No. 9
Salatiga, DKI Jakarta 94022",4093967042835322,laki-laki,SMP,Yogyakarta,OTHR,kalem,Belum menikah
Sherry Bates,+62 (015) 887-1264,"Jalan Setiabudhi No. 598
Surabaya, Bengkulu 72857",6050531697610266,laki-laki,D3,Tangerang,PTPR,kalem,Menikah
Amy Lee,(0938) 716 7862,"Gg. Otto Iskandardinata No. 256
Tebingtinggi, Jawa Tengah 26569",1926639551335402,laki-laki,S1,Bogor,INCO,sedang,Menikah
Rachel Mcpherson,+62 (0386) 382-7330,"Jalan Setiabudhi No. 3
Ambon, Banten 72186",4936673071155241,laki-laki,SMA,Tangerang,ATPU,kalem,Belum menikah
Richard Rush,+62 (831) 889 9726,"Gang Moch. Ramdan No. 866
Kota Administrasi Jakarta Timur, Jawa Barat 95997",9730570962791044,laki-laki,SMA,Yogyakarta,DISP,sedang,Menikah
Isabella Wilkerson,+62 (99) 888-6427,"Jl. Veteran No. 66
Bima, Kalimantan Selatan 92236",4974284636293049,laki-laki,S1,Bekasi,ATPU,sedang,Menikah
Tina Vargas,(013) 037-9720,"Jalan Sukajadi No. 62
Tasikmalaya, PA 10087",8042318165454455,laki-laki,SMA,Depok,CBLT,kalem,Belum menikah
Elizabeth Davis,+62-42-089-6611,"Gang Cempaka No. 9
Pangkalpinang, Sulawesi Tenggara 52833",8037914300529125,laki-laki,S1,Bogor,INCO,sedang,Menikah
Kevin Smith,+62 (0302) 946-1359,"Jl. H.J Maemunah No. 3
Bandar Lampung, JK 05389",6448378200330354,laki-laki,SMA,Tangerang,WRPH,sedang,Menikah
Michael Delgado,+62 (859) 930 5326,"Jalan Ciwastra No. 21
Bima, Kalimantan Timur 77391",3305257309126028,laki-laki,S1,Malang,DISP,sedang,Menikah
Angela Underwood,+62 (075) 764 0673,"Gang Stasiun Wonokromo No. 022
Sibolga, BA 04155",1702776682817561,laki-laki,SMA,Palembang,CBLT,sedang,Belum menikah
Angela Perry,+62-14-253-3918,"Jl. Sadang Serang No. 100
Ambon, Kepulauan Riau 34098",4182481739274142,laki-laki,D3,Tangerang,DISC,sedang,Menikah
Jacqueline Moore,0896220237,"Jl. Kebonjati No. 0
Sabang, Bali 30006",5784965634543944,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
Brian Burton,+62 (050) 465-2400,"Jalan Rungkut Industri No. 78
Kota Administrasi Jakarta Pusat, Kepulauan Riau 77657",6310391978795141,laki-laki,SMA,Tangerang,OTHR,kalem,Belum menikah
Noah Elliott,+62 (744) 039 4281,"Jl. Lembong No. 191
Manado, Sulawesi Utara 65838",8600306215936966,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Christopher Harris,(0642) 215 0604,"Gang Rawamangun No. 740
Jayapura, RI 65439",4340502188371769,laki-laki,SMA,Bekasi,PTPR,sedang,Menikah
Adam Obrien,(0766) 144-7943,"Jalan Rumah Sakit No. 13
Cimahi, ST 12465",1035085739929200,laki-laki,D3,Batam,MUPD,sedang,Menikah
Kelly Reyes,+62 (079) 865 2121,"Jl. Ronggowarsito No. 8
Pekanbaru, BT 67053",8009730477706617,laki-laki,SMA,Malang,OTHR,sedang,Menikah
Dana Cooper,+62-009-779-8138,"Jalan Peta No. 75
Pematangsiantar, NT 64469",1045097482564701,laki-laki,S1,Malang,DISC,sedang,Menikah
Samuel Christian,+62-049-175-3207,"Gg. H.J Maemunah No. 19
Cimahi, Jambi 88368",2350176207602943,laki-laki,SMA,Depok,CBLT,kalem,Belum menikah
Christopher Martinez,+62 (530) 609 5334,"Gg. Pasir Koja No. 3
Denpasar, KI 79534",2038385616283649,laki-laki,SMA,Yogyakarta,DISP,kalem,Menikah
Carrie Silva,+62 (505) 908 2041,"Gang Rungkut Industri No. 283
Binjai, SU 71199",2887984239790139,laki-laki,SMA,Makassar,OTHR,kalem,Belum menikah
Cody Allen,+62 (013) 751 0439,"Jl. Bangka Raya No. 28
Semarang, SB 57353",9111304125869237,laki-laki,SMA,Bekasi,WRPH,kalem,Menikah
Erin Ibarra,+62 (078) 117 2410,"Jalan Cihampelas No. 643
Medan, KS 79607",9799651373809741,laki-laki,D3,Bogor,INCO,sedang,Menikah
Stephanie Nguyen,(061) 733-2580,"Jalan Kebonjati No. 63
Sukabumi, Sumatera Barat 98007",5106556694156686,laki-laki,D3,Malang,HUPD,sedang,Menikah
Erin Parker,(071) 962-7755,"Jl. Cikapayang No. 60
Ambon, Papua 49555",5485722351760823,laki-laki,SMA,Semarang,LMSG,kalem,Belum menikah
Brenda Shields,(024) 128-7463,"Gg. Rajawali Timur No. 5
Balikpapan, KU 62322",5349290215350226,laki-laki,D3,Bekasi,PTPR,sedang,Belum menikah
Lisa Rich,+62 (360) 788 5920,"Gang Cikutra Barat No. 35
Binjai, JI 90660",5371486344034823,laki-laki,S1,Yogyakarta,MUPD,sedang,Menikah
Lisa Wood,(0453) 213 6470,"Gang Ahmad Yani No. 11
Mataram, Papua 26036",7437460224799693,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Kimberly Lopez,+62-076-582-7525,"Gang Pasir Koja No. 77
Pasuruan, JI 90932",8686726316107668,laki-laki,D3,Depok,DISC,sedang,Menikah
Jessica Martinez,+62 (879) 515 6152,"Jl. Jamika No. 05
Blitar, BE 52993",6031105740514750,laki-laki,D3,Tangerang,PTPR,sedang,Menikah
Suzanne Gray,+62 (0159) 062 7865,"Jl. Cihampelas No. 23
Bima, NT 61107",7924994730824921,laki-laki,SMA,Semarang,LMSG,kalem,Belum menikah
Eileen Luna,(0934) 146-9378,"Gang Pasteur No. 822
Purwokerto, Kalimantan Timur 58135",8070770849056783,laki-laki,D3,Depok,PTPR,sedang,Menikah
Scott Jenkins,+62 (0448) 434-9215,"Jl. W.R. Supratman No. 4
Sukabumi, Banten 00644",9712181178375700,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
John Hall,+62 (272) 770-5783,"Gang Pasir Koja No. 05
Bogor, Papua Barat 72852",2465338867811821,laki-laki,SMA,Depok,OTHR,kalem,Belum menikah
Rachel Jones,+62 (17) 553 8756,"Jalan Tubagus Ismail No. 1
Kotamobagu, KU 30229",5509965512794115,laki-laki,D3,Bogor,DISC,sedang,Menikah
Brian Potts,+62 (0456) 404-5133,"Jalan Kendalsari No. 017
Pekalongan, Papua 63499",6582516653181381,laki-laki,SMA,Tangerang,WRPH,kalem,Belum menikah
Brian Hernandez,+62 (0916) 705-2677,"Jalan Ciumbuleuit No. 370
Medan, Sulawesi Selatan 79308",4726453007556265,laki-laki,SMA,Yogyakarta,INCO,sedang,Menikah
Maria Barron,+62 (226) 917-2722,"Jalan Gegerkalong Hilir No. 587
Denpasar, Maluku 04950",7023694458717216,laki-laki,S1,Padang,HUPD,sedang,Menikah
Christopher Ballard,+62-64-228-7194,"Jl. M.T Haryono No. 541
Samarinda, Bali 49148",5352691481101260,laki-laki,D3,Bekasi,INCO,sedang,Menikah
Angela Baker,(0291) 692-5320,"Jl. Jend. Sudirman No. 4
Denpasar, Riau 86104",2131554084164755,laki-laki,SMA,Bekasi,DISP,sedang,Menikah
Donna Lambert,(051) 392 1608,"Gg. Rawamangun No. 0
Probolinggo, BA 25524",1482518909798526,laki-laki,D3,Malang,DISP,sedang,Menikah
Hannah Dunn,0822100057,"Jalan R.E Martadinata No. 84
Balikpapan, Maluku 67335",8551240145954464,laki-laki,SMA,Palembang,OTHR,kalem,Belum menikah
Sarah Williams,(0107) 417-4578,"Gang BKR No. 606
Padangpanjang, KR 64621",2048090951093245,laki-laki,SMA,Tangerang,OTHR,sedang,Menikah
Tiffany Whitehead,0859279480,"Gang Ahmad Dahlan No. 633
Langsa, Sumatera Barat 14729",8313353782105278,laki-laki,D3,Batam,MUPD,sedang,Menikah
Anna Ware,+62 (57) 282-0629,"Gg. Jamika No. 423
Pematangsiantar, SB 98902",6252832706701407,laki-laki,SMA,Yogyakarta,INCO,kalem,Menikah
Joseph Fischer,+62 (51) 762-3552,"Jl. Raya Ujungberung No. 33
Tanjungbalai, NT 92101",6774060576244479,laki-laki,SMA,Yogyakarta,WRPH,sedang,Menikah
Richard Lopez,+62 (078) 534-9226,"Jalan Cihampelas No. 36
Palopo, Sulawesi Utara 17656",5096661086552851,laki-laki,D3,Malang,WRPH,sedang,Menikah
Lisa Schmidt,(001) 765 4227,"Jalan Indragiri No. 83
Bima, NB 98292",5375423959000093,laki-laki,D3,Bekasi,INCO,sedang,Menikah
Joe Lynn,+62 (54) 282-4073,"Gg. Pasirkoja No. 3
Blitar, RI 90286",3041528613356844,laki-laki,D3,Depok,DISP,kalem,Belum menikah
Brandon Jones,+62 (003) 088 1464,"Gang M.H Thamrin No. 0
Pasuruan, Riau 18796",8083634626287894,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Douglas Jimenez,+62 (0814) 893-5336,"Jl. Rajawali Barat No. 061
Kota Administrasi Jakarta Barat, JK 66743",3481186525226937,laki-laki,D3,Padang,INCO,sedang,Menikah
Mr. David Woods MD,(0268) 625-9751,"Jalan Pasir Koja No. 4
Dumai, GO 86362",1336560310056971,laki-laki,SMA,Yogyakarta,OTHR,sedang,Menikah
Teresa Johnson,+62 (819) 259 0446,"Gang M.T Haryono No. 466
Tangerang, BT 04743",2481928256644689,laki-laki,D3,Bekasi,WRPH,kalem,Belum menikah
Robert Joseph,(070) 321-7462,"Jl. Jayawijaya No. 72
Yogyakarta, KU 31969",1033994987968092,laki-laki,D3,Batam,WRPH,sedang,Menikah
Jordan Erickson,+62 (852) 662-9086,"Jl. H.J Maemunah No. 21
Bandung, Jawa Barat 65337",9525176793126020,laki-laki,SMA,Tangerang,INCO,sedang,Menikah
Lance Park,+62 (032) 333-6757,"Jalan Sadang Serang No. 0
Kotamobagu, BA 28299",1979855427039926,laki-laki,SMP,Medan,CBLT,kalem,Belum menikah
Gregory Klein,+62 (088) 579 4111,"Gg. Dipatiukur No. 00
Bekasi, BT 04832",9212318522219598,laki-laki,SMA,Makassar,WRPH,kalem,Belum menikah
Julie Gregory,(0128) 507 4356,"Gang Pelajar Pejuang No. 6
Langsa, LA 13179",9465231929976452,laki-laki,D3,Padang,HUPD,sedang,Menikah
Cody Barker,+62 (49) 440-4806,"Jl. Cempaka No. 3
Tarakan, Sulawesi Barat 11147",8291981033669103,laki-laki,SMA,Palembang,INCO,sedang,Menikah
George Mays,+62-047-939-0315,"Jalan Jayawijaya No. 950
Lhokseumawe, BB 04929",3488208188239261,laki-laki,D3,Depok,INCO,sedang,Menikah
Christopher Torres,+62 (198) 773-2938,"Jalan Erlangga No. 063
Pontianak, Nusa Tenggara Barat 64039",5087488811606137,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Ellen Miller,0845571166,"Gg. Bangka Raya No. 619
Ternate, PB 26779",6298524629212128,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Darryl Kramer,+62-016-505-6767,"Gg. Raya Ujungberung No. 289
Surakarta, Bali 21892",4424932029805315,laki-laki,SMA,Semarang,CBLT,kalem,Belum menikah
Emma Bates,+62 (061) 837 6240,"Jalan Jamika No. 7
Bau-Bau, JT 58339",1926793374306516,laki-laki,D3,Yogyakarta,OTHR,sedang,Menikah
Tammie Wu,+62 (0878) 445 5001,"Gang Wonoayu No. 9
Sabang, KR 33712",4699144539546801,laki-laki,SMA,Bogor,INCO,sedang,Menikah
Andrew Bruce,0886677656,"Jl. H.J Maemunah No. 7
Cilegon, Kepulauan Riau 57159",2316690731132564,laki-laki,SMA,Tangerang,INCO,kalem,Belum menikah
Jason Griffin,(002) 554-5982,"Jalan Pacuan Kuda No. 4
Tarakan, Sulawesi Utara 27364",2306250005992353,laki-laki,D3,Tangerang,INCO,sedang,Menikah
Tricia Harrell,+62 (802) 644 2009,"Jl. Rumah Sakit No. 412
Lubuklinggau, KT 35126",5933445021761354,laki-laki,SMA,Bekasi,OTHR,kalem,Belum menikah
Leslie Jarvis,+62 (0462) 412-4435,"Gg. Jamika No. 463
Tasikmalaya, BT 04413",9697581403590260,laki-laki,SMA,Depok,LMSG,kalem,Belum menikah
David Ortiz,+62 (16) 088-0785,"Gang Jend. Sudirman No. 912
Padang, MA 74830",7351303718427187,laki-laki,S1,Balikpapan,WUPD,sedang,Menikah
April Thompson,(048) 294-5385,"Gang Yos Sudarso No. 7
Madiun, LA 66052",8159799218342116,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Sandra Wilson,+62 (790) 644-7575,"Jl. S. Parman No. 38
Bekasi, BB 81375",5402449520987360,laki-laki,D3,Depok,INCO,kalem,Belum menikah
Catherine Daniel,(037) 031-3591,"Jl. Cikutra Barat No. 9
Balikpapan, JT 77701",5631121793330726,laki-laki,D3,Tangerang,PTPR,kalem,Belum menikah
Jessica Carter,+62-0164-122-1206,"Jalan Raya Ujungberung No. 1
Cirebon, Kalimantan Tengah 41531",7485280345491937,laki-laki,S1,Balikpapan,WUPD,sedang,Menikah
Bethany Moore,086 643 1520,"Jl. Jakarta No. 7
Bandar Lampung, Papua Barat 66906",1903258652168455,laki-laki,D3,Malang,DISC,sedang,Menikah
Nicole Clay,(0224) 321-9475,"Gg. Pasirkoja No. 553
Padang Sidempuan, KS 32295",8349669450428836,laki-laki,SMA,Depok,OTHR,kalem,Belum menikah
Raymond Crane,(0590) 978 2808,"Gang Peta No. 93
Banda Aceh, KB 05204",3214314936098287,laki-laki,SMA,Depok,ATPU,kalem,Belum menikah
Tina Rubio,+62 (52) 117-6029,"Jl. M.T Haryono No. 42
Kotamobagu, Sulawesi Tengah 08012",5537878243394568,laki-laki,SMA,Tangerang,PTPR,kalem,Menikah
Kathleen Fisher,(073) 798-9076,"Jalan Sentot Alibasa No. 211
Sukabumi, Sulawesi Utara 04715",9620986175094236,laki-laki,D3,Bekasi,DISP,sedang,Menikah
Dakota Michael,+62-25-379-5506,"Jalan M.T Haryono No. 54
Tangerang, Maluku Utara 77508",4792531818699170,laki-laki,D3,Bogor,ATPU,sedang,Menikah
Courtney Hunt,+62 (084) 183 3429,"Gg. Suniaraja No. 21
Sawahlunto, Jawa Tengah 84405",4985692100242263,laki-laki,D3,Bekasi,DISP,kalem,Belum menikah
Brian White,+62 (12) 676 1196,"Gang Sukabumi No. 1
Bau-Bau, JA 29212",1009537236507516,laki-laki,D3,Tangerang,WUPD,sedang,Menikah
Charles Taylor,+62-39-484-1468,"Gang Merdeka No. 3
Banda Aceh, Sumatera Utara 45093",8374730556104884,laki-laki,SMA,Yogyakarta,WRPH,sedang,Menikah
Vanessa Fuentes,+62-01-603-1067,"Jalan Pacuan Kuda No. 26
Serang, Kalimantan Timur 95945",2848119026517284,laki-laki,D3,Yogyakarta,DISP,sedang,Menikah
Jonathan Mitchell,+62 (206) 512 3573,"Jalan M.H Thamrin No. 93
Bau-Bau, BA 62768",1786789299139610,laki-laki,S1,Batam,DISC,sedang,Menikah
Mary Edwards,+62 (225) 958 8866,"Jalan Astana Anyar No. 22
Kota Administrasi Jakarta Utara, Sulawesi Tenggara 64962",7614343179614320,laki-laki,D3,Yogyakarta,PTPR,sedang,Belum menikah
Seth Garcia,+62 (503) 414 9801,"Jalan Otto Iskandardinata No. 0
Tangerang Selatan, SB 58385",8128571367218640,laki-laki,D3,Depok,DISP,kalem,Belum menikah
Christine Sandoval,0820804681,"Jalan Siliwangi No. 144
Sungai Penuh, Riau 41690",9633662186349174,laki-laki,D3,Bekasi,INCO,sedang,Menikah
James Taylor,+62 (0963) 047-2239,"Gang Rawamangun No. 109
Malang, BB 59225",7315088301567602,laki-laki,D3,Tangerang,INCO,sedang,Belum menikah
Jennifer Ruiz,+62 (197) 920-5504,"Gg. Ahmad Yani No. 3
Yogyakarta, SR 10181",4786983621789648,laki-laki,SMA,Depok,MUPD,kalem,Menikah
Wayne Taylor,+62 (98) 338 9247,"Gg. Laswi No. 0
Pariaman, GO 42300",9504954260806264,laki-laki,SMA,Palembang,OTHR,kalem,Belum menikah
Jennifer Richmond,(057) 412 9948,"Jl. Rajiman No. 01
Kota Administrasi Jakarta Pusat, Jambi 32131",6438324819435648,laki-laki,SMA,Depok,DISP,sedang,Menikah
Anita Rivera,0819423156,"Gg. Kebonjati No. 0
Prabumulih, KU 54835",9279136093428773,laki-laki,D3,Bogor,INCO,sedang,Menikah
